,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Economic,Capacity_and_resources,Morality,Fairness_and_equality,Legality_jurisdiction,Policy_prescription,Crime_and_punishment,Security_and_defense,Health_and_safety,Quality_of_life,Cultural_identity,Public_sentiment,Political,External_regulation,Other
Immigration1.0-34281,0,0,1,new york times,1980,11,7,19801107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-34280,0,0,1,new york times,1980,11,9,19801109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-30599,0,0,1,st. petersburg times,2011,2,2,20110202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-14196,0,0,1,philadelphia inquirer,2003,3,27,20030327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7683,0,0,1,daily news,2000,1,7,20000107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-37748,0,0,1,washington post,1991,10,12,19911012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32992,0,0,1,daily news,2012,3,28,20120328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-28175,0,0,1,new york times,2010,1,8,20100108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28170,0,0,1,new york times,2010,1,10,20100110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-28172,0,0,1,atlanta journal and constitution,2010,1,9,20100109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-39414,0,0,1,usa today,1993,8,10,19930810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39410,0,0,1,new york times,1993,8,11,19930811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34133,0,0,1,san jose mercury news,2012,12,8,20121208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-34132,0,0,1,san jose mercury news,2012,12,8,20121208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-20196,0,0,1,philadelphia inquirer,2006,4,29,20060429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-415,0,0,1,philadelphia inquirer,1995,8,20,19950820,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35529,0,0,1,new york times,1985,9,22,19850922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-412,0,0,1,washington post,1995,8,22,19950822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-419,0,0,1,denver post,1995,8,18,19950818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35522,0,0,1,new york times,1985,9,29,19850929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-19068,0,0,1,saint paul pioneer press,2005,12,16,20051216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35424,0,0,1,new york times,1983,5,15,19830515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-30908,0,0,1,new york times,2011,5,28,20110528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-30909,0,0,1,new york times,2011,5,28,20110528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32191,0,0,1,new york times,2011,9,10,20110910,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-32198,0,0,1,daily news,2011,9,9,20110909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-41247,0,0,1,new york times,1994,11,8,19941108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-15719,0,0,1,daily news,2004,4,2,20040402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-41242,0,0,1,san jose mercury news,1994,11,9,19941109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-23084,0,0,1,new york times,2007,4,1,20070401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36256,0,0,1,new york times,1986,3,12,19860312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-23651,0,1,0,st. petersburg times,2007,5,17,20070517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-11000,0,1,0,st. louis post-dispatch,2001,11,22,20011122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12296,0,0,1,saint paul pioneer press,2002,6,6,20020606,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-22250,0,0,1,atlanta journal and constitution,2006,11,26,20061126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-9506,0,1,0,new york times,2001,1,10,20010110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11478,0,0,1,st. louis post-dispatch,2002,1,17,20020117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38924,0,0,1,washington post,1992,9,4,19920904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-33242,0,0,1,san jose mercury news,2012,6,28,20120628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-38921,0,0,1,st. louis post-dispatch,1992,9,4,19920904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11473,0,0,1,saint paul pioneer press,2002,1,18,20020118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-10463,0,0,1,washington post,2001,10,7,20011007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-27357,0,0,1,philadelphia inquirer,2009,3,1,20090301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26348,0,1,0,atlanta journal and constitution,2008,5,19,20080519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-6229,0,0,1,philadelphia inquirer,1999,2,14,19990214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-36199,0,0,1,new york times,1986,5,30,19860530,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-26344,0,0,1,palm beach post,2008,5,20,20080520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-6225,0,0,1,washington post,1999,2,16,19990216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6221,0,0,1,st. louis post-dispatch,1999,2,18,19990218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24619,0,0,1,new york times,2007,7,24,20070724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8909,0,0,1,new york times,2000,10,5,20001005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-10871,0,0,1,new york times,2001,12,7,20011207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-8901,0,0,1,washington post,2000,10,7,20001007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-18446,0,0,1,denver post,2005,10,20,20051020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-40416,0,0,1,washington post,1994,8,12,19940812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-26752,0,0,1,st. louis post-dispatch,2008,3,6,20080306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-29033,0,0,1,new york times,2010,1,16,20100116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2410,0,0,1,washington post,1996,8,18,19960818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2412,0,0,1,denver post,1996,8,17,19960817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-2415,0,0,1,washington post,1996,8,17,19960817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16124,0,0,1,palm beach post,2004,7,23,20040723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-30748,0,0,1,washington post,2010,12,26,20101226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-20971,0,0,1,denver post,2006,6,19,20060619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1992,0,0,1,st. louis post-dispatch,1996,4,27,19960427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-30740,0,0,1,usa today,2010,12,30,20101230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-30293,0,0,1,st. petersburg times,2010,9,17,20100917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-14901,0,0,1,san jose mercury news,2003,11,8,20031108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-32674,0,0,1,new york times,2011,11,24,20111124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9363,0,0,1,washington post,2001,2,17,20010217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-1194,0,0,1,washington post,1995,9,16,19950916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1195,0,0,1,st. louis post-dispatch,1995,9,15,19950915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-1192,0,0,1,washington post,1995,9,18,19950918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-38735,0,0,1,palm beach post,1993,1,4,19930104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-5121,0,0,1,washington post,1998,8,31,19980831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12736,0,0,1,san jose mercury news,2002,8,18,20020818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28619,0,0,1,washington post,2010,4,30,20100430,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-4811,0,0,1,saint paul pioneer press,1998,3,27,19980327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-17521,0,0,0,atlanta journal and constitution,2005,4,27,20050427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-4817,0,1,0,washington post,1998,3,26,19980326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-22905,0,0,1,washington post,2006,12,17,20061217,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-4819,0,1,0,washington post,1998,3,26,19980326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28343,0,0,1,new york times,2009,11,2,20091102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25222,0,0,1,denver post,2007,9,2,20070902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28616,0,0,1,usa today,2010,4,30,20100430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-1331,0,0,1,denver post,1996,3,22,19960322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11275,0,0,1,new york times,2002,2,18,20020218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1337,0,0,1,new york times,1996,3,22,19960322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29960,0,0,1,washington post,2010,7,7,20100707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-29965,0,0,1,philadelphia inquirer,2010,7,6,20100706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36601,0,0,1,new york times,1987,10,3,19871003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-39064,0,0,1,palm beach post,1992,6,19,19920619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13061,0,0,1,herald-sun,2002,11,23,20021123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-18070,0,0,1,new york times,2005,7,9,20050709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-18071,0,0,1,palm beach post,2005,7,9,20050709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-16729,0,0,1,daily news,2004,10,10,20041010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-27508,0,0,1,new york times,2008,12,30,20081230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-4679,0,1,0,new york times,1998,4,26,19980426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-15382,0,0,1,new york times,2004,1,8,20040108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-26117,0,1,0,new york times,2007,12,30,20071230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-7893,0,1,0,new york times,2000,4,25,20000425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7897,0,0,1,st. louis post-dispatch,2000,4,25,20000425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-14383,0,0,1,palm beach post,2003,9,13,20030913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-21766,0,0,1,palm beach post,2006,7,4,20060704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-21767,0,0,1,philadelphia inquirer,2006,7,4,20060704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-21764,0,0,1,denver post,2006,7,4,20060704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-21765,0,0,1,new york times,2006,7,4,20060704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-8123,0,0,1,daily news,2000,3,28,20000328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-8121,0,1,0,st. louis post-dispatch,2000,3,29,20000329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8127,0,0,1,new york times,2000,3,28,20000328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8124,0,0,1,daily news,2000,3,28,20000328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10607,0,0,1,philadelphia inquirer,2001,9,18,20010918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-10601,0,0,1,new york times,2001,9,19,20010919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-9998,0,0,1,atlanta journal and constitution,2001,8,16,20010816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15035,0,1,0,saint paul pioneer press,2004,2,24,20040224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23695,0,0,1,new york times,2007,5,11,20070511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-15036,0,0,1,saint paul pioneer press,2004,2,24,20040224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-20,0,0,1,philadelphia inquirer,1995,4,24,19950424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-32072,0,0,1,new york times,2011,9,30,20110930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-7090,0,0,1,new york times,1999,10,24,19991024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-26370,0,0,1,washington post,2008,5,17,20080517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-7098,0,0,1,new york times,1999,10,22,19991022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34928,0,0,1,new york times,1981,5,5,19810505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34920,0,0,1,new york times,1981,5,21,19810521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-34921,0,0,1,new york times,1981,5,21,19810521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-959,0,0,1,st. louis post-dispatch,1995,11,27,19951127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-957,0,0,1,san jose mercury news,1995,11,27,19951127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-21830,0,0,1,atlanta journal and constitution,2006,9,28,20060928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-19658,0,1,0,palm beach post,2006,4,11,20060411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-17890,0,0,1,new york times,2005,8,6,20050806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-32443,0,0,1,washington post,2012,1,11,20120111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32442,0,0,1,washington post,2012,1,11,20120111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-37160,0,0,1,st. louis post-dispatch,1989,2,18,19890218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32447,0,1,0,san jose mercury news,2012,1,10,20120110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-32446,0,1,0,new york times,2012,1,10,20120110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-32449,0,0,1,san jose mercury news,2012,1,9,20120109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22121,0,0,1,san jose mercury news,2006,8,24,20060824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-22120,0,0,1,san jose mercury news,2006,8,24,20060824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-22122,0,0,1,san jose mercury news,2006,8,24,20060824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-2315,0,0,1,saint paul pioneer press,1996,9,12,19960912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-11809,0,0,1,saint paul pioneer press,2002,4,4,20020404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2319,0,0,1,san jose mercury news,1996,9,11,19960911,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-2318,0,0,1,saint paul pioneer press,1996,9,11,19960911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-12126,0,0,1,philadelphia inquirer,2002,7,4,20020704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-12122,0,0,1,st. louis post-dispatch,2002,7,5,20020705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-29180,0,1,0,washington post,2010,6,6,20100606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-1171,0,1,0,atlanta journal and constitution,1995,9,24,19950924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-3404,0,0,1,new york times,1997,6,25,19970625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-3405,0,1,0,new york times,1997,6,25,19970625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-3950,0,0,1,new york times,1997,9,6,19970906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-31453,0,1,0,st. petersburg times,2011,8,5,20110805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-26039,0,0,1,washington post,2008,1,17,20080117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-5332,0,0,1,washington post,1998,7,5,19980705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26038,0,0,1,washington post,2008,1,17,20080117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-24408,0,0,1,denver post,2007,5,25,20070525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-14815,0,0,1,washington post,2003,11,26,20031126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33719,0,0,1,washington post,2012,10,9,20121009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-21160,0,0,1,st. louis post-dispatch,2006,6,3,20060603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-38127,0,0,1,new york times,1991,2,22,19910222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-24403,0,0,1,washington post,2007,5,26,20070526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-24404,0,0,1,washington post,2007,5,26,20070526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-14819,0,0,1,philadelphia inquirer,2003,11,25,20031125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21221,0,0,1,new york times,2006,5,29,20060529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-21220,0,0,1,herald-sun,2006,5,29,20060529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-21226,0,0,1,washington post,2006,5,29,20060529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26033,0,0,1,new york times,2008,1,18,20080118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-21229,0,0,1,atlanta journal and constitution,2006,5,28,20060528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-10041,0,0,1,saint paul pioneer press,2001,8,10,20010810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-4318,0,0,1,st. louis post-dispatch,1997,12,24,19971224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-37838,0,0,1,new york times,1991,9,2,19910902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-4310,0,0,1,san jose mercury news,1997,12,25,19971225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37837,0,0,1,washington post,1991,9,4,19910904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-37836,0,0,1,washington post,1991,9,4,19910904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31406,0,0,1,palm beach post,2011,8,19,20110819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-31407,0,0,1,washington post,2011,8,19,20110819,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-29756,0,0,1,new york times,2010,7,29,20100729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13655,0,0,1,atlanta journal and constitution,2003,1,15,20030115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38385,0,0,1,st. petersburg times,1992,2,25,19920225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21599,0,0,1,usa today,2006,7,21,20060721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-13383,0,0,1,san jose mercury news,2003,3,5,20030305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-21590,0,0,1,st. petersburg times,2006,7,22,20060722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-21596,0,0,1,new york times,2006,7,21,20060721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-17774,0,0,1,daily news,2005,8,24,20050824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-39658,0,0,1,new york times,1993,6,8,19930608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-387,0,0,1,st. louis post-dispatch,1995,8,27,19950827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-35095,0,0,1,new york times,1982,9,9,19820909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7668,0,0,1,daily news,2000,1,10,20000110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-28569,0,0,1,new york times,2009,8,12,20090812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-19823,0,0,1,denver post,2006,4,6,20060406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-28152,0,0,1,new york times,2010,1,15,20100115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28409,0,0,1,usa today,2009,10,8,20091008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-39472,0,0,1,new york times,1993,7,18,19930718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-39471,0,0,1,new york times,1993,7,18,19930718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-28402,0,0,1,st. petersburg times,2009,10,10,20091010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11398,0,0,1,denver post,2002,1,30,20020130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-39381,0,0,1,new york times,1993,8,20,19930820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-37121,0,1,0,new york times,1989,3,1,19890301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39389,0,1,0,washington post,1993,8,19,19930819,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-5807,0,0,1,saint paul pioneer press,1998,10,11,19981011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11026,0,1,0,atlanta journal and constitution,2001,11,18,20011118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-11027,0,0,1,daily news,2001,11,18,20011118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-11024,0,0,1,washington post,2001,11,19,20011119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11022,0,0,1,denver post,2001,11,19,20011119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-11023,0,0,1,new york times,2001,11,19,20011119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-30927,0,0,1,san jose mercury news,2011,5,26,20110526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37491,0,0,1,palm beach post,1990,7,10,19900710,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-11732,0,0,1,denver post,2002,4,17,20020417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-41261,0,0,1,san jose mercury news,1994,11,6,19941106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-15737,0,0,1,new york times,2004,3,29,20040329,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-15733,0,0,1,denver post,2004,3,30,20040330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-40024,0,0,1,palm beach post,1994,4,23,19940423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-40025,0,0,1,san jose mercury news,1994,4,23,19940423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7626,0,0,1,philadelphia inquirer,2000,1,15,20000115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-5379,0,0,1,new york times,1998,6,21,19980621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-6755,0,0,1,st. petersburg times,1999,5,20,19990520,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27339,0,0,1,washington post,2009,3,5,20090305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-18716,0,0,1,atlanta journal and constitution,2006,2,13,20060213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
