,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit
gun_control1.0-3382,0,0,1,philadelphia inquirer,1994,10,16,19941016,0.175743463,0.561757993,0.262498544,0.386966126,0.613033874
gun_control1.0-3383,0,0,1,st. louis post-dispatch,1994,10,16,19941016,0.434574644,0.098864152,0.466561204,0.004720297,0.995279703
gun_control1.0-3384,1,0,0,san jose mercury news,1994,10,15,19941015,0.420533247,0.13346659,0.446000163,0.000863557,0.999136443
gun_control1.0-3385,0,0,1,philadelphia inquirer,1994,10,14,19941014,0.304370655,0.089052816,0.606576529,0.001047834,0.998952166
gun_control1.0-3386,0,0,1,san jose mercury news,1994,10,13,19941013,0.425731965,0.273409235,0.3008588,0.000389569,0.999610431
gun_control1.0-3387,0,0,0,philadelphia inquirer,1994,10,12,19941012,0.130745119,0.183159154,0.686095727,0.010802288,0.989197712
gun_control1.0-3388,0,0,1,philadelphia inquirer,1994,10,11,19941011,0.223650917,0.068674221,0.707674862,0.038215077,0.961784923
gun_control1.0-3389,0,0,0,washington post,1994,10,11,19941011,0.316050565,0.044295361,0.639654074,0.459085467,0.540914533
gun_control1.0-339,0,0,0,new york times,1981,5,14,19810514,0.153148708,0.076120549,0.770730743,0.056975403,0.943024597
gun_control1.0-3390,0,0,0,philadelphia inquirer,1994,10,7,19941007,0.137340415,0.05451237,0.808147215,0.007832631,0.992167369
gun_control1.0-3391,0,0,1,san jose mercury news,1994,10,7,19941007,0.097088821,0.10788602,0.795025159,0.000402931,0.999597069
gun_control1.0-3393,0,0,1,atlanta journal and constitution,1994,10,6,19941006,0.383788296,0.066936107,0.549275597,0.01860312,0.98139688
gun_control1.0-3395,0,1,0,philadelphia inquirer,1994,10,6,19941006,0.534056113,0.208270594,0.257673293,0.011289724,0.988710276
gun_control1.0-3396,0,0,0,philadelphia inquirer,1994,10,6,19941006,0.260943895,0.091096947,0.647959157,0.174374211,0.825625789
gun_control1.0-3397,0,0,0,philadelphia inquirer,1994,10,6,19941006,0.12149216,0.231727219,0.646780621,0.004393301,0.995606699
gun_control1.0-3398,0,0,1,philadelphia inquirer,1994,10,5,19941005,0.249200522,0.151015155,0.599784323,0.001601883,0.998398117
gun_control1.0-3399,0,0,0,new york times,1994,10,4,19941004,0.218390784,0.056990983,0.724618233,0.975661872,0.024338128
gun_control1.0-34,1,0,0,new york times,1973,8,15,19730815,0.354116721,0.131642276,0.514241003,0.291193335,0.708806665
gun_control1.0-340,0,0,1,new york times,1981,5,5,19810505,0.495665101,0.199243049,0.30509185,0.063415637,0.936584363
gun_control1.0-3400,0,0,0,washington post,1994,10,4,19941004,0.300193263,0.160248797,0.53955794,0.610543388,0.389456612
gun_control1.0-3401,0,0,0,denver post,1994,10,2,19941002,0.484224274,0.120440272,0.395335454,0.028654385,0.971345615
gun_control1.0-3402,0,0,0,new york times,1994,10,2,19941002,0.552662376,0.067990792,0.379346832,0.696753653,0.303246347
gun_control1.0-3403,0,0,0,palm beach post,1994,10,2,19941002,0.120989169,0.185614916,0.693395914,0.925000631,0.074999369
gun_control1.0-3404,0,0,0,palm beach post,1994,10,2,19941002,0.648697198,0.1185207,0.232782102,0.971798552,0.028201448
gun_control1.0-3405,0,0,0,philadelphia inquirer,1994,10,2,19941002,0.257497166,0.12543824,0.617064594,0.004628774,0.995371226
gun_control1.0-3406,0,0,0,denver post,1994,9,30,19940930,0.503469145,0.174379359,0.322151497,0.015780193,0.984219807
gun_control1.0-3407,0,0,1,new york times,1994,9,30,19940930,0.120289682,0.122032787,0.757677531,0.01026969,0.98973031
gun_control1.0-3409,0,0,1,atlanta journal and constitution,1994,9,29,19940929,0.300740406,0.128723564,0.57053603,0.005573031,0.994426969
gun_control1.0-341,0,0,0,new york times,1981,5,4,19810504,0.313424654,0.106388809,0.580186537,0.018318498,0.981681502
gun_control1.0-3410,0,0,0,atlanta journal and constitution,1994,9,28,19940928,0.675014145,0.075666941,0.249318914,0.99600079,0.00399921
gun_control1.0-3411,0,0,0,philadelphia inquirer,1994,9,27,19940927,0.188122971,0.154563414,0.657313615,0.008966459,0.991033541
gun_control1.0-3413,0,0,0,st. louis post-dispatch,1994,9,24,19940924,0.452765869,0.026000142,0.52123399,0.9996567,0.0003433
gun_control1.0-3414,0,0,0,philadelphia inquirer,1994,9,23,19940923,0.200221039,0.289697805,0.510081156,0.019753487,0.980246513
gun_control1.0-3415,0,0,0,philadelphia inquirer,1994,9,22,19940922,0.110991392,0.074380957,0.814627651,0.009594605,0.990405395
gun_control1.0-3416,0,0,1,st. louis post-dispatch,1994,9,22,19940922,0.126961139,0.124819631,0.748219229,0.00806855,0.99193145
gun_control1.0-3417,0,0,0,atlanta journal and constitution,1994,9,21,19940921,0.127731958,0.02587309,0.846394952,0.311922691,0.688077309
gun_control1.0-3418,0,0,0,new york times,1994,9,21,19940921,0.086220783,0.077664138,0.836115079,0.047222856,0.952777144
gun_control1.0-3419,0,0,0,san jose mercury news,1994,9,21,19940921,0.278172246,0.120836015,0.600991739,0.026719732,0.973280268
gun_control1.0-342,0,0,0,new york times,1981,5,3,19810503,0.257737728,0.099976298,0.642285974,0.888525774,0.111474226
gun_control1.0-3420,0,0,0,washington post,1994,9,21,19940921,0.072946168,0.028220229,0.898833603,0.65718433,0.34281567
gun_control1.0-3421,0,0,0,new york times,1994,9,19,19940919,0.191487101,0.050205589,0.758307311,0.973436607,0.026563393
gun_control1.0-3422,0,0,1,palm beach post,1994,9,17,19940917,0.510539425,0.078713095,0.41074748,0.977602362,0.022397638
gun_control1.0-3423,0,0,0,st. louis post-dispatch,1994,9,17,19940917,0.062338214,0.092061756,0.84560003,0.029147842,0.970852158
gun_control1.0-3424,0,0,0,st. louis post-dispatch,1994,9,17,19940917,0.558292577,0.047032695,0.394674729,0.995155317,0.004844683
gun_control1.0-3425,0,0,0,new york times,1994,9,16,19940916,0.202215527,0.168095166,0.629689308,0.007027635,0.992972365
gun_control1.0-3426,0,0,0,new york times,1994,9,16,19940916,0.274553635,0.058002387,0.667443978,0.968463842,0.031536158
gun_control1.0-3427,1,0,0,philadelphia inquirer,1994,9,15,19940915,0.254804768,0.229906333,0.515288899,0.001072222,0.998927778
gun_control1.0-3428,0,0,1,st. louis post-dispatch,1994,9,15,19940915,0.661985124,0.050746731,0.287268145,0.997792578,0.002207422
gun_control1.0-343,1,0,0,new york times,1981,5,1,19810501,0.234514828,0.077390217,0.688094955,0.03268112,0.96731888
gun_control1.0-3430,0,0,0,denver post,1994,9,14,19940914,0.179489502,0.124580718,0.69592978,0.00160802,0.99839198
gun_control1.0-3431,0,0,0,philadelphia inquirer,1994,9,13,19940913,0.272587353,0.177705816,0.549706831,0.001821072,0.998178928
gun_control1.0-3432,0,0,0,atlanta journal and constitution,1994,9,12,19940912,0.058860674,0.02413913,0.917000197,0.990430149,0.009569851
gun_control1.0-3433,0,0,1,new york times,1994,9,12,19940912,0.16486138,0.123703432,0.711435188,0.213693496,0.786306504
gun_control1.0-3434,0,0,0,palm beach post,1994,9,12,19940912,0.351636307,0.043773909,0.604589784,0.661025117,0.338974883
gun_control1.0-3435,0,0,0,palm beach post,1994,9,11,19940911,0.305741839,0.127715873,0.566542288,0.409085397,0.590914603
gun_control1.0-3437,0,0,0,philadelphia inquirer,1994,9,9,19940909,0.52677103,0.146748174,0.326480796,0.103040201,0.896959799
gun_control1.0-3438,0,0,0,st. louis post-dispatch,1994,9,9,19940909,0.464728179,0.015449176,0.519822646,0.995555205,0.004444795
gun_control1.0-3439,0,0,0,palm beach post,1994,9,8,19940908,0.330534867,0.063499588,0.605965545,0.980606772,0.019393228
gun_control1.0-344,0,0,0,new york times,1981,4,28,19810428,0.137321334,0.073225293,0.789453373,0.847358568,0.152641432
gun_control1.0-3440,0,0,0,philadelphia inquirer,1994,9,8,19940908,0.190963889,0.057219594,0.751816518,0.002771263,0.997228737
gun_control1.0-3441,0,0,1,usa today,1994,9,8,19940908,0.075279878,0.031672628,0.893047494,0.907030084,0.092969916
gun_control1.0-3442,0,0,0,usa today,1994,9,8,19940908,0.232113213,0.040117897,0.72776889,0.910076289,0.089923711
gun_control1.0-3443,0,0,0,atlanta journal and constitution,1994,9,7,19940907,0.069303733,0.098557991,0.832138275,0.022911954,0.977088046
gun_control1.0-3444,0,0,0,new york times,1994,9,6,19940906,0.228499108,0.119174469,0.652326423,0.48604653,0.51395347
gun_control1.0-3445,0,0,0,new york times,1994,9,6,19940906,0.144447833,0.036593442,0.818958725,0.996148467,0.003851533
gun_control1.0-3446,0,0,1,palm beach post,1994,9,6,19940906,0.213941046,0.120717123,0.665341832,0.002993483,0.997006517
gun_control1.0-3447,0,0,0,palm beach post,1994,9,6,19940906,0.019803146,0.048096837,0.932100017,0.175864989,0.824135011
gun_control1.0-3448,0,0,0,palm beach post,1994,9,5,19940905,0.235763736,0.083405309,0.680830955,0.002969694,0.997030306
gun_control1.0-3449,0,0,1,palm beach post,1994,9,4,19940904,0.353882657,0.050896171,0.595221172,0.017414565,0.982585435
gun_control1.0-345,0,0,0,new york times,1981,4,28,19810428,0.16119497,0.289973663,0.548831367,0.004064184,0.995935816
gun_control1.0-3450,0,0,1,denver post,1994,9,1,19940901,0.186596729,0.09663563,0.71676764,0.016418755,0.983581245
gun_control1.0-3451,0,0,1,new york times,1994,8,31,19940831,0.372951287,0.033903315,0.593145398,0.06806151,0.93193849
gun_control1.0-3452,0,0,0,philadelphia inquirer,1994,8,30,19940830,0.128153672,0.179996133,0.691850195,0.014479575,0.985520425
gun_control1.0-3453,0,1,0,philadelphia inquirer,1994,8,28,19940828,0.540460105,0.131750176,0.327789719,0.002062867,0.997937133
gun_control1.0-3454,0,0,0,palm beach post,1994,8,27,19940827,0.460219991,0.069856422,0.469923586,0.98862531,0.01137469
gun_control1.0-3455,0,0,0,new york times,1994,8,26,19940826,0.104434391,0.17840128,0.71716433,0.000903361,0.999096639
gun_control1.0-3456,0,1,0,palm beach post,1994,8,26,19940826,0.461637869,0.058418444,0.479943687,0.998882407,0.001117593
gun_control1.0-3457,0,0,0,washington post,1994,8,26,19940826,0.093402699,0.056922239,0.849675062,0.690407325,0.309592675
gun_control1.0-3458,0,0,0,atlanta journal and constitution,1994,8,25,19940825,0.502790966,0.103771369,0.393437665,0.992906976,0.007093024
gun_control1.0-346,0,1,0,new york times,1981,4,24,19810424,0.326156207,0.107986957,0.565856836,0.975394594,0.024605406
gun_control1.0-3460,0,0,0,st. louis post-dispatch,1994,8,25,19940825,0.395155671,0.134789338,0.470054992,0.040291023,0.959708977
gun_control1.0-3461,0,0,0,usa today,1994,8,25,19940825,0.414354608,0.240590153,0.345055239,0.000587286,0.999412714
gun_control1.0-3462,0,0,0,usa today,1994,8,25,19940825,0.142447676,0.196760824,0.6607915,0.000904824,0.999095176
gun_control1.0-3463,0,0,1,atlanta journal and constitution,1994,8,24,19940824,0.232314353,0.132129197,0.635556449,0.062651942,0.937348058
gun_control1.0-3464,0,0,0,atlanta journal and constitution,1994,8,24,19940824,0.348280575,0.05098806,0.600731365,0.993751094,0.006248906
gun_control1.0-3465,0,0,0,new york times,1994,8,24,19940824,0.238466152,0.114387028,0.647146821,0.011631891,0.988368109
gun_control1.0-3466,0,0,0,atlanta journal and constitution,1994,8,23,19940823,0.064970197,0.12357473,0.811455073,0.878788132,0.121211868
gun_control1.0-3467,0,1,0,new york times,1994,8,23,19940823,0.121622722,0.306490697,0.57188658,0.005967331,0.994032669
gun_control1.0-3468,0,0,1,philadelphia inquirer,1994,8,23,19940823,0.23105137,0.1392889,0.62965973,0.091894359,0.908105641
gun_control1.0-347,0,0,1,new york times,1981,4,24,19810424,0.399049257,0.171133472,0.429817271,0.970873794,0.029126206
gun_control1.0-3470,0,0,0,usa today,1994,8,23,19940823,0.144247039,0.319454504,0.536298458,0.000846409,0.999153591
gun_control1.0-3471,0,0,0,washington post,1994,8,23,19940823,0.194667881,0.108492969,0.69683915,0.107554366,0.892445634
gun_control1.0-3472,1,0,0,st. louis post-dispatch,1994,8,22,19940822,0.215069019,0.067970504,0.716960477,0.018781668,0.981218332
gun_control1.0-3473,0,0,0,st. louis post-dispatch,1994,8,22,19940822,0.236383045,0.155296394,0.608320561,0.001850703,0.998149297
gun_control1.0-3474,0,0,0,new york times,1994,8,21,19940821,0.189821591,0.242984072,0.567194337,0.01244422,0.98755578
gun_control1.0-3475,0,0,0,st. louis post-dispatch,1994,8,21,19940821,0.230244316,0.552506655,0.217249029,0.002203479,0.997796521
gun_control1.0-3476,0,0,0,philadelphia inquirer,1994,8,20,19940820,0.111077921,0.2106078,0.678314279,0.018308072,0.981691928
gun_control1.0-3477,0,0,0,usa today,1994,8,19,19940819,0.185685033,0.080035359,0.734279608,0.007504534,0.992495466
gun_control1.0-3478,0,0,0,atlanta journal and constitution,1994,8,18,19940818,0.375449158,0.180773834,0.443777008,0.000909309,0.999090691
gun_control1.0-3479,0,0,0,new york times,1994,8,18,19940818,0.107797582,0.16279921,0.729403208,0.078723051,0.921276949
gun_control1.0-348,0,0,0,new york times,1981,4,19,19810419,0.187418339,0.117135548,0.695446114,0.145869817,0.854130183
gun_control1.0-3480,0,0,0,palm beach post,1994,8,18,19940818,0.393491003,0.042470585,0.564038412,0.997689873,0.002310127
gun_control1.0-3481,0,0,1,san jose mercury news,1994,8,17,19940817,0.056185168,0.044446951,0.899367881,0.121745004,0.878254996
gun_control1.0-3482,0,0,0,san jose mercury news,1994,8,17,19940817,0.158723747,0.127687425,0.713588828,0.003143643,0.996856357
gun_control1.0-3484,0,0,0,atlanta journal and constitution,1994,8,16,19940816,0.528893228,0.120723029,0.350383743,0.838088536,0.161911464
gun_control1.0-3485,0,0,0,palm beach post,1994,8,16,19940816,0.24169945,0.060169337,0.698131214,0.013962874,0.986037126
gun_control1.0-3487,0,0,0,palm beach post,1994,8,16,19940816,0.410820915,0.094611562,0.494567523,0.930507027,0.069492973
gun_control1.0-3488,0,0,1,st. louis post-dispatch,1994,8,16,19940816,0.203916961,0.121514243,0.674568796,0.661303206,0.338696794
gun_control1.0-3489,0,0,0,usa today,1994,8,16,19940816,0.262936335,0.116792857,0.620270808,0.177759743,0.822240257
gun_control1.0-349,0,0,0,new york times,1981,4,17,19810417,0.119404622,0.065690755,0.814904623,0.864173741,0.135826259
gun_control1.0-3490,0,0,1,new york times,1994,8,15,19940815,0.075390726,0.320495781,0.604113492,0.046841649,0.953158351
gun_control1.0-3491,0,0,0,usa today,1994,8,15,19940815,0.351593913,0.182307798,0.466098289,0.331071467,0.668928533
gun_control1.0-3492,0,0,1,atlanta journal and constitution,1994,8,14,19940814,0.159765392,0.112791884,0.727442723,0.469434622,0.530565378
gun_control1.0-3493,0,0,1,new york times,1994,8,14,19940814,0.218802455,0.349323404,0.431874141,0.057365195,0.942634805
gun_control1.0-3494,0,0,0,st. louis post-dispatch,1994,8,14,19940814,0.154181635,0.081442094,0.764376271,0.005259924,0.994740076
gun_control1.0-3495,0,0,0,san jose mercury news,1994,8,13,19940813,0.39766676,0.14179028,0.460542961,0.021966515,0.978033485
gun_control1.0-3496,0,0,0,palm beach post,1994,8,12,19940812,0.259481544,0.036458584,0.704059872,0.996504445,0.003495555
gun_control1.0-3497,1,0,0,san jose mercury news,1994,8,11,19940811,0.047937173,0.055077113,0.896985714,0.196584081,0.803415919
gun_control1.0-3499,0,1,0,usa today,1994,8,11,19940811,0.54814506,0.089364054,0.362490886,0.999199255,0.000800745
gun_control1.0-35,0,0,0,new york times,1973,8,15,19730815,0.328400625,0.343892225,0.32770715,0.370930331,0.629069669
gun_control1.0-350,0,0,1,new york times,1981,4,17,19810417,0.188963223,0.057425674,0.753611103,0.315532171,0.684467829
gun_control1.0-3500,0,0,0,philadelphia inquirer,1994,8,10,19940810,0.247956856,0.116031228,0.636011915,0.763595951,0.236404049
gun_control1.0-3501,0,0,0,philadelphia inquirer,1994,8,9,19940809,0.344710961,0.320338699,0.33495034,0.128956142,0.871043858
gun_control1.0-3502,0,0,0,usa today,1994,8,8,19940808,0.188752879,0.32177788,0.489469241,0.006163966,0.993836034
gun_control1.0-3503,1,0,0,new york times,1994,8,6,19940806,0.306986738,0.153896727,0.539116535,0.00218074,0.99781926
gun_control1.0-3504,0,0,0,palm beach post,1994,8,6,19940806,0.383447315,0.038267648,0.578285037,0.96885566,0.03114434
gun_control1.0-3505,0,0,1,philadelphia inquirer,1994,8,6,19940806,0.30542514,0.147754399,0.546820461,0.007024631,0.992975369
gun_control1.0-3506,0,0,0,denver post,1994,8,5,19940805,0.171244728,0.355038338,0.473716934,0.000139845,0.999860155
gun_control1.0-3507,0,0,1,usa today,1994,8,5,19940805,0.177213114,0.389321333,0.433465553,0.026426325,0.973573675
gun_control1.0-3508,0,0,0,philadelphia inquirer,1994,8,4,19940804,0.162294588,0.256889509,0.580815903,0.003340673,0.996659327
gun_control1.0-3509,0,0,0,san jose mercury news,1994,8,4,19940804,0.330064539,0.085971547,0.583963914,0.979098091,0.020901909
gun_control1.0-351,0,0,1,new york times,1981,4,16,19810416,0.143564872,0.118658484,0.737776644,0.005879017,0.994120983
gun_control1.0-3511,0,1,0,st. louis post-dispatch,1994,8,4,19940804,0.699722002,0.067977982,0.232300016,0.988174773,0.011825227
gun_control1.0-3512,0,0,1,philadelphia inquirer,1994,8,2,19940802,0.133613281,0.172318875,0.694067843,0.00029681,0.99970319
gun_control1.0-3513,0,0,0,atlanta journal and constitution,1994,8,1,19940801,0.24447865,0.102697427,0.652823923,0.177455393,0.822544607
gun_control1.0-3515,0,0,0,atlanta journal and constitution,1995,12,31,19951231,0.10033068,0.147772715,0.751896605,0.014941165,0.985058835
gun_control1.0-3516,0,0,0,saint paul pioneer press,1995,12,31,19951231,0.214391608,0.238626103,0.546982289,0.044319604,0.955680396
gun_control1.0-3517,0,0,1,atlanta journal and constitution,1995,12,30,19951230,0.453804745,0.074200326,0.471994928,0.929923808,0.070076192
gun_control1.0-3518,0,0,0,new york times,1995,12,30,19951230,0.024442755,0.034892201,0.940665044,0.001149408,0.998850592
gun_control1.0-3519,0,0,0,st. louis post-dispatch,1995,12,28,19951228,0.09292933,0.137046889,0.770023781,0.388606151,0.611393849
gun_control1.0-352,0,1,0,new york times,1981,4,14,19810414,0.136956355,0.067330038,0.795713607,0.027637248,0.972362752
gun_control1.0-3520,0,0,1,san jose mercury news,1995,12,26,19951226,0.532233807,0.080391229,0.387374964,0.998960111,0.001039889
gun_control1.0-3521,0,0,0,atlanta journal and constitution,1995,12,24,19951224,0.119830455,0.026444432,0.853725112,0.007073715,0.992926285
gun_control1.0-3522,0,0,0,st. louis post-dispatch,1995,12,24,19951224,0.356419218,0.112014906,0.531565876,0.001580677,0.998419323
gun_control1.0-3523,0,0,0,herald-sun,1995,12,23,19951223,0.372705216,0.390387606,0.236907178,0.001555011,0.998444989
gun_control1.0-3524,0,0,1,washington post,1995,12,23,19951223,0.039778112,0.034493472,0.925728416,0.956602441,0.043397559
gun_control1.0-3525,1,0,0,palm beach post,1995,12,22,19951222,0.455245816,0.070796463,0.473957721,0.999737757,0.000262243
gun_control1.0-3526,0,0,1,saint paul pioneer press,1995,12,22,19951222,0.241822736,0.123819975,0.634357289,0.008219915,0.991780085
gun_control1.0-3527,0,0,0,new york times,1995,12,21,19951221,0.301676635,0.055137277,0.643186088,0.990872394,0.009127606
gun_control1.0-3528,0,0,0,saint paul pioneer press,1995,12,21,19951221,0.22007552,0.139701127,0.640223352,0.064663591,0.935336409
