,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
same-sex_marriage1.0-2136,0,0,1,saint paul pioneer press,2004,8,4,20040804,11
same-sex_marriage1.0-2134,0,0,1,new york times,2004,8,4,20040804,11
same-sex_marriage1.0-11049,0,0,1,saint paul pioneer press,1999,11,18,19991118,2
same-sex_marriage1.0-11043,0,0,1,new york times,1999,11,23,19991123,2
same-sex_marriage1.0-1448,0,0,1,st. louis post-dispatch,2004,3,8,20040308,4
same-sex_marriage1.0-1449,0,0,1,washington post,2004,3,8,20040308,12
same-sex_marriage1.0-1118,0,1,0,st. louis post-dispatch,2004,2,5,20040205,4
same-sex_marriage1.0-1119,0,0,1,washington post,2004,2,5,20040205,4
same-sex_marriage1.0-6320,0,0,1,saint paul pioneer press,2010,8,10,20100810,10
same-sex_marriage1.0-6321,0,0,1,usa today,2010,8,10,20100810,2
same-sex_marriage1.0-1113,0,1,0,new york times,2004,2,5,20040205,4
same-sex_marriage1.0-1541,0,0,1,atlanta journal and constitution,2004,3,3,20040303,12
same-sex_marriage1.0-8110,0,0,1,saint paul pioneer press,2012,6,11,20120611,11
same-sex_marriage1.0-4106,0,0,1,saint paul pioneer press,2006,10,31,20061031,12
same-sex_marriage1.0-3679,0,1,0,new york times,2008,12,13,20081213,2
same-sex_marriage1.0-3678,0,1,0,new york times,2008,12,13,20081213,3
same-sex_marriage1.0-8471,0,0,1,new york times,2012,5,9,20120509,10
same-sex_marriage1.0-8472,0,0,1,new york times,2012,5,9,20120509,12
same-sex_marriage1.0-8478,0,0,1,philadelphia inquirer,2012,5,9,20120509,12
same-sex_marriage1.0-5218,0,0,1,san jose mercury news,2008,5,16,20080516,4
same-sex_marriage1.0-5749,0,0,1,new york times,2009,5,12,20090512,9
same-sex_marriage1.0-5747,0,0,1,daily news,2009,5,12,20090512,12
same-sex_marriage1.0-5743,0,0,1,denver post,2009,5,13,20090513,9
same-sex_marriage1.0-3743,0,0,1,usa today,2008,11,12,20081112,10
same-sex_marriage1.0-8067,0,0,1,saint paul pioneer press,2012,6,29,20120629,11
same-sex_marriage1.0-8066,0,1,0,saint paul pioneer press,2012,6,30,20120630,4
same-sex_marriage1.0-3744,0,0,1,usa today,2008,11,11,20081111,9
same-sex_marriage1.0-3893,0,0,1,daily news,2008,9,3,20080903,4
same-sex_marriage1.0-9918,0,0,1,new york times,1996,12,9,19961209,10
same-sex_marriage1.0-9915,0,0,1,san jose mercury news,1996,12,10,19961210,11
same-sex_marriage1.0-9916,0,0,1,new york times,1996,12,9,19961209,2
same-sex_marriage1.0-9917,0,0,1,new york times,1996,12,9,19961209,3
same-sex_marriage1.0-9910,0,0,1,san jose mercury news,1996,12,14,19961214,10
same-sex_marriage1.0-9912,0,1,0,atlanta journal and constitution,1996,12,12,19961212,9
same-sex_marriage1.0-7664,0,0,1,washington post,2012,2,1,20120201,12
same-sex_marriage1.0-7665,0,0,1,washington post,2012,1,31,20120131,11
same-sex_marriage1.0-2837,0,0,1,san jose mercury news,2005,6,4,20050604,12
same-sex_marriage1.0-7662,0,0,1,herald-sun,2012,2,1,20120201,12
same-sex_marriage1.0-6135,0,0,1,new york times,2009,8,19,20090819,4
same-sex_marriage1.0-6130,0,0,1,washington post,2009,8,28,20090828,10
same-sex_marriage1.0-6138,0,0,1,washington post,2009,8,18,20090818,4
same-sex_marriage1.0-2656,0,0,1,philadelphia inquirer,2005,9,30,20050930,12
same-sex_marriage1.0-2650,0,0,1,st. louis post-dispatch,2005,10,2,20051002,4
same-sex_marriage1.0-2651,0,0,1,washington post,2005,10,2,20051002,4
same-sex_marriage1.0-2658,0,0,1,san jose mercury news,2005,9,30,20050930,12
same-sex_marriage1.0-8665,0,0,1,new york times,2012,7,30,20120730,12
same-sex_marriage1.0-8664,0,0,1,washington post,2012,7,31,20120731,12
same-sex_marriage1.0-8667,0,1,0,new york times,2012,7,30,20120730,12
same-sex_marriage1.0-8660,0,0,1,usa today,2012,7,31,20120731,12
same-sex_marriage1.0-8662,0,0,1,washington post,2012,7,31,20120731,11
same-sex_marriage1.0-1046,0,0,1,new york times,2004,2,12,20040212,4
same-sex_marriage1.0-1047,0,0,1,new york times,2004,2,12,20040212,4
same-sex_marriage1.0-1871,0,1,0,denver post,2004,4,29,20040429,6
same-sex_marriage1.0-5027,0,0,1,washington post,2011,2,4,20110204,12
same-sex_marriage1.0-1042,0,0,1,washington post,2004,2,13,20040213,12
same-sex_marriage1.0-605,0,0,1,new york times,2003,7,2,20030702,5
same-sex_marriage1.0-602,0,0,1,new york times,2003,7,2,20030702,4
same-sex_marriage1.0-2023,0,1,0,atlanta journal and constitution,2004,9,3,20040903,8
same-sex_marriage1.0-1040,0,0,1,washington post,2004,2,13,20040213,12
same-sex_marriage1.0-6545,0,0,1,new york times,2010,1,29,20100129,10
same-sex_marriage1.0-1309,0,0,1,new york times,2004,3,17,20040317,13
same-sex_marriage1.0-1300,0,0,1,washington post,2004,3,19,20040319,9
same-sex_marriage1.0-1302,0,0,1,new york times,2004,3,18,20040318,10
same-sex_marriage1.0-1305,0,0,1,san jose mercury news,2004,3,18,20040318,2
same-sex_marriage1.0-1304,0,0,1,philadelphia inquirer,2004,3,18,20040318,2
same-sex_marriage1.0-1307,0,0,1,herald-sun,2004,3,17,20040317,4
same-sex_marriage1.0-3459,0,0,1,daily news,2008,6,9,20080609,4
same-sex_marriage1.0-3456,0,0,1,san jose mercury news,2008,6,10,20080610,12
same-sex_marriage1.0-5684,0,0,1,new york times,2009,5,29,20090529,10
same-sex_marriage1.0-5685,0,0,1,washington post,2009,5,29,20090529,12
same-sex_marriage1.0-5686,0,1,0,washington post,2009,5,29,20090529,11
same-sex_marriage1.0-5688,0,0,1,herald-sun,2009,5,28,20090528,2
same-sex_marriage1.0-5689,0,1,0,herald-sun,2009,5,28,20090528,2
same-sex_marriage1.0-4377,0,0,1,washington post,2007,9,16,20070916,4
same-sex_marriage1.0-4375,0,0,1,washington post,2007,9,19,20070919,9
same-sex_marriage1.0-4374,0,0,1,washington post,2007,9,19,20070919,9
same-sex_marriage1.0-9213,0,0,1,st. louis post-dispatch,2012,11,7,20121107,11
same-sex_marriage1.0-4372,0,0,1,herald-sun,2007,9,19,20070919,2
same-sex_marriage1.0-9211,0,0,1,san jose mercury news,2012,11,7,20121107,12
same-sex_marriage1.0-4370,0,0,1,washington post,2007,9,21,20070921,2
same-sex_marriage1.0-10477,0,0,1,philadelphia inquirer,1998,3,14,19980314,2
same-sex_marriage1.0-9218,0,0,1,washington post,2012,11,7,20121107,2
same-sex_marriage1.0-4087,0,0,1,usa today,2006,11,8,20061108,11
same-sex_marriage1.0-4080,0,0,1,denver post,2006,11,8,20061108,11
same-sex_marriage1.0-4082,0,0,1,st. louis post-dispatch,2006,11,8,20061108,4
same-sex_marriage1.0-5970,0,0,1,daily news,2009,12,8,20091208,12
same-sex_marriage1.0-5978,0,0,1,washington post,2009,12,6,20091206,12
same-sex_marriage1.0-5717,0,0,1,new york times,2009,5,23,20090523,4
same-sex_marriage1.0-4887,0,0,1,washington post,2011,4,27,20110427,4
same-sex_marriage1.0-4881,0,0,1,new york times,2011,4,29,20110429,0
same-sex_marriage1.0-4880,0,0,1,new york times,2011,5,1,20110501,4
same-sex_marriage1.0-4883,0,0,1,daily news,2011,4,28,20110428,11
same-sex_marriage1.0-10006,0,0,1,atlanta journal and constitution,1996,9,13,19960913,12
same-sex_marriage1.0-10005,0,1,0,atlanta journal and constitution,1996,9,13,19960913,2
same-sex_marriage1.0-8589,0,1,0,saint paul pioneer press,2012,9,2,20120902,3
same-sex_marriage1.0-3681,0,0,1,washington post,2008,12,12,20081212,2
same-sex_marriage1.0-3688,0,0,1,usa today,2008,12,8,20081208,4
same-sex_marriage1.0-3358,0,1,0,washington post,2006,1,31,20060131,12
same-sex_marriage1.0-6957,0,0,1,denver post,2011,3,24,20110324,12
same-sex_marriage1.0-6951,0,0,1,denver post,2011,3,26,20110326,12
same-sex_marriage1.0-6953,0,0,1,washington post,2011,3,26,20110326,2
same-sex_marriage1.0-3350,0,0,1,washington post,2006,2,3,20060203,12
same-sex_marriage1.0-3352,0,0,1,denver post,2006,2,2,20060202,11
same-sex_marriage1.0-3354,0,0,1,st. petersburg times,2006,2,1,20060201,11
same-sex_marriage1.0-3355,0,0,1,washington post,2006,2,1,20060201,5
same-sex_marriage1.0-6834,0,0,1,new york times,2011,5,28,20110528,0
same-sex_marriage1.0-6835,0,0,1,st. louis post-dispatch,2011,5,28,20110528,2
same-sex_marriage1.0-6833,0,0,1,washington post,2011,5,29,20110529,2
same-sex_marriage1.0-2501,0,0,1,atlanta journal and constitution,2004,10,21,20041021,4
same-sex_marriage1.0-3532,0,0,1,usa today,2008,5,22,20080522,11
same-sex_marriage1.0-2339,0,0,1,new york times,2004,12,13,20041213,11
same-sex_marriage1.0-2335,0,1,0,washington post,2004,12,20,20041220,4
same-sex_marriage1.0-2336,0,0,1,new york times,2004,12,19,20041219,4
same-sex_marriage1.0-2333,0,0,1,san jose mercury news,2004,12,20,20041220,4
same-sex_marriage1.0-3856,0,0,1,palm beach post,2008,10,10,20081010,5
same-sex_marriage1.0-1440,0,0,1,new york times,2004,3,8,20040308,9
same-sex_marriage1.0-3824,0,0,1,san jose mercury news,2008,10,22,20081022,11
same-sex_marriage1.0-3715,0,0,1,saint paul pioneer press,2008,11,19,20081119,4
same-sex_marriage1.0-10914,0,0,1,saint paul pioneer press,2000,3,17,20000317,5
same-sex_marriage1.0-10917,0,0,1,washington post,2000,3,17,20000317,12
same-sex_marriage1.0-2480,0,0,1,st. louis post-dispatch,2004,10,28,20041028,12
same-sex_marriage1.0-2487,0,0,1,philadelphia inquirer,2004,10,27,20041027,2
same-sex_marriage1.0-2486,0,1,0,new york times,2004,10,27,20041027,4
same-sex_marriage1.0-7300,0,0,1,washington post,2011,7,24,20110724,9
same-sex_marriage1.0-6301,0,0,1,san jose mercury news,2010,8,13,20100813,4
same-sex_marriage1.0-4816,0,0,1,new york times,2011,5,23,20110523,12
same-sex_marriage1.0-839,0,0,1,philadelphia inquirer,2004,2,25,20040225,12
same-sex_marriage1.0-10641,0,1,0,saint paul pioneer press,1997,3,11,19970311,9
same-sex_marriage1.0-10640,0,1,0,saint paul pioneer press,1997,3,11,19970311,5
same-sex_marriage1.0-10642,0,0,1,san jose mercury news,1997,3,11,19970311,8
same-sex_marriage1.0-10645,0,0,1,san jose mercury news,1997,3,3,19970303,11
same-sex_marriage1.0-10644,0,0,1,denver post,1997,3,5,19970305,4
same-sex_marriage1.0-10646,0,0,1,denver post,1997,2,27,19970227,4
same-sex_marriage1.0-10648,0,0,1,philadelphia inquirer,1997,2,27,19970227,12
same-sex_marriage1.0-7357,0,0,1,washington post,2011,7,13,20110713,12
same-sex_marriage1.0-7352,0,0,1,new york times,2011,7,13,20110713,2
same-sex_marriage1.0-1981,0,0,1,herald-sun,2004,9,26,20040926,12
same-sex_marriage1.0-8415,0,0,1,new york times,2012,5,10,20120510,12
same-sex_marriage1.0-8410,0,0,1,new york times,2012,5,10,20120510,12
same-sex_marriage1.0-1986,0,0,1,st. louis post-dispatch,2004,9,25,20040925,12
same-sex_marriage1.0-5760,0,0,1,new york times,2009,5,9,20090509,3
same-sex_marriage1.0-5765,0,0,1,daily news,2009,5,7,20090507,12
same-sex_marriage1.0-5769,0,0,1,washington post,2009,5,7,20090507,4
same-sex_marriage1.0-5768,0,0,1,new york times,2009,5,7,20090507,12
same-sex_marriage1.0-4183,0,0,1,new york times,2006,10,6,20061006,4
same-sex_marriage1.0-7949,0,0,1,washington post,2012,2,9,20120209,4
same-sex_marriage1.0-7948,0,0,1,usa today,2012,2,9,20120209,4
same-sex_marriage1.0-7943,0,0,1,san jose mercury news,2012,2,9,20120209,4
same-sex_marriage1.0-4140,0,0,1,daily news,2006,10,26,20061026,4
same-sex_marriage1.0-4413,0,0,1,denver post,2007,7,24,20070724,8
same-sex_marriage1.0-4416,0,1,0,new york times,2007,7,21,20070721,9
same-sex_marriage1.0-4149,0,0,1,philadelphia inquirer,2006,10,26,20061026,9
same-sex_marriage1.0-4419,0,0,1,st. petersburg times,2007,7,10,20070710,0
same-sex_marriage1.0-1983,0,0,1,saint paul pioneer press,2004,9,26,20040926,12
same-sex_marriage1.0-2810,0,0,1,washington post,2005,6,29,20050629,13
same-sex_marriage1.0-1987,0,0,1,atlanta journal and constitution,2004,9,24,20040924,4
same-sex_marriage1.0-2813,0,0,1,san jose mercury news,2005,6,27,20050627,11
same-sex_marriage1.0-1984,0,0,1,atlanta journal and constitution,2004,9,25,20040925,4
same-sex_marriage1.0-6501,0,0,1,washington post,2010,3,9,20100309,12
same-sex_marriage1.0-6158,0,0,1,new york times,2009,7,16,20090716,2
same-sex_marriage1.0-6155,0,0,1,washington post,2009,7,19,20090719,2
same-sex_marriage1.0-6153,0,0,1,saint paul pioneer press,2009,7,22,20090722,3
same-sex_marriage1.0-6152,0,0,1,washington post,2009,7,23,20090723,4
same-sex_marriage1.0-440,0,0,1,saint paul pioneer press,2003,8,30,20030830,2
same-sex_marriage1.0-995,0,0,1,st. louis post-dispatch,2004,2,15,20040215,2
same-sex_marriage1.0-992,0,0,1,st. petersburg times,2004,2,15,20040215,12
same-sex_marriage1.0-993,0,0,1,st. petersburg times,2004,2,15,20040215,9
same-sex_marriage1.0-991,0,0,1,san jose mercury news,2004,2,15,20040215,9
same-sex_marriage1.0-8643,0,0,1,new york times,2012,8,2,20120802,12
same-sex_marriage1.0-8642,0,0,1,new york times,2012,8,2,20120802,5
same-sex_marriage1.0-8640,0,0,1,daily news,2012,8,2,20120802,0
same-sex_marriage1.0-8644,0,0,1,st. louis post-dispatch,2012,8,2,20120802,11
same-sex_marriage1.0-2674,0,0,1,new york times,2005,9,21,20050921,4
same-sex_marriage1.0-2670,0,0,1,new york times,2005,9,22,20050922,12
same-sex_marriage1.0-2671,0,0,1,philadelphia inquirer,2005,9,22,20050922,12
same-sex_marriage1.0-2672,0,0,1,san jose mercury news,2005,9,22,20050922,4
same-sex_marriage1.0-2673,0,0,1,st. petersburg times,2005,9,22,20050922,4
same-sex_marriage1.0-1895,0,0,1,philadelphia inquirer,2004,4,19,20040419,12
same-sex_marriage1.0-1897,0,0,1,washington post,2004,4,18,20040418,2
same-sex_marriage1.0-1898,0,0,1,washington post,2004,4,18,20040418,11
same-sex_marriage1.0-664,0,0,1,new york times,2003,5,31,20030531,9
same-sex_marriage1.0-666,0,0,1,atlanta journal and constitution,2003,5,16,20030516,0
same-sex_marriage1.0-667,0,0,1,atlanta journal and constitution,2003,5,15,20030515,8
same-sex_marriage1.0-660,0,0,1,atlanta journal and constitution,2003,6,4,20030604,9
same-sex_marriage1.0-661,0,0,1,atlanta journal and constitution,2003,6,4,20030604,9
same-sex_marriage1.0-663,0,1,0,washington post,2003,6,2,20030602,2
same-sex_marriage1.0-1091,0,0,1,new york times,2004,2,6,20040206,4
same-sex_marriage1.0-1095,0,0,1,new york times,2004,2,6,20040206,2
same-sex_marriage1.0-1094,0,0,1,new york times,2004,2,6,20040206,4
same-sex_marriage1.0-1096,0,1,0,new york times,2004,2,6,20040206,4
same-sex_marriage1.0-1328,0,0,1,daily news,2004,3,15,20040315,12
same-sex_marriage1.0-1326,0,0,1,daily news,2004,3,15,20040315,11
same-sex_marriage1.0-1325,0,0,1,atlanta journal and constitution,2004,3,15,20040315,12
same-sex_marriage1.0-1323,0,0,1,san jose mercury news,2004,3,16,20040316,2
same-sex_marriage1.0-1321,0,0,1,saint paul pioneer press,2004,3,16,20040316,6
same-sex_marriage1.0-6462,0,0,1,daily news,2010,5,17,20100517,9
same-sex_marriage1.0-6408,0,1,0,washington post,2010,7,9,20100709,4
same-sex_marriage1.0-6405,0,0,1,new york times,2010,7,9,20100709,12
same-sex_marriage1.0-4315,0,0,1,new york times,2006,7,7,20060707,4
same-sex_marriage1.0-4316,0,0,1,new york times,2006,7,7,20060707,4
same-sex_marriage1.0-4311,0,0,1,daily news,2006,7,7,20060707,4
same-sex_marriage1.0-4310,0,0,1,daily news,2006,7,7,20060707,4
same-sex_marriage1.0-10944,0,0,1,philadelphia inquirer,2000,3,6,20000306,5
same-sex_marriage1.0-10459,0,0,1,new york times,1998,5,6,19980506,2
same-sex_marriage1.0-10454,0,0,1,st. louis post-dispatch,1998,5,13,19980513,5
same-sex_marriage1.0-10455,0,0,1,new york times,1998,5,12,19980512,5
same-sex_marriage1.0-10456,0,1,0,philadelphia inquirer,1998,5,8,19980508,5
same-sex_marriage1.0-10450,0,1,0,new york times,1998,5,13,19980513,3
same-sex_marriage1.0-10451,0,0,1,palm beach post,1998,5,13,19980513,5
same-sex_marriage1.0-6979,0,0,1,washington post,2011,3,11,20110311,12
same-sex_marriage1.0-6970,0,1,0,washington post,2011,3,17,20110317,12
same-sex_marriage1.0-10061,0,0,1,new york times,1996,7,28,19960728,9
same-sex_marriage1.0-6976,0,0,1,new york times,2011,3,12,20110312,4
same-sex_marriage1.0-6975,0,0,1,new york times,2011,3,12,20110312,12
same-sex_marriage1.0-9891,0,1,0,washington post,1991,5,5,19910505,9
same-sex_marriage1.0-9890,0,0,1,washington post,1991,7,13,19910713,4
same-sex_marriage1.0-9892,0,0,1,washington post,1991,3,28,19910328,5
same-sex_marriage1.0-9894,0,0,1,usa today,1991,2,14,19910214,9
same-sex_marriage1.0-5409,0,0,1,new york times,2008,11,10,20081110,2
same-sex_marriage1.0-5958,0,0,1,washington post,2009,12,12,20091212,2
same-sex_marriage1.0-5959,0,0,1,philadelphia inquirer,2009,12,11,20091211,12
same-sex_marriage1.0-6873,0,0,1,new york times,2011,5,12,20110512,12
same-sex_marriage1.0-5402,0,0,1,usa today,2008,11,13,20081113,10
same-sex_marriage1.0-5957,0,1,0,washington post,2009,12,13,20091213,2
same-sex_marriage1.0-10941,0,0,1,san jose mercury news,2000,3,8,20000308,11
same-sex_marriage1.0-3336,0,0,1,denver post,2006,2,12,20060212,11
same-sex_marriage1.0-3337,0,0,1,philadelphia inquirer,2006,2,12,20060212,4
same-sex_marriage1.0-3335,0,0,1,saint paul pioneer press,2006,2,13,20060213,2
same-sex_marriage1.0-6815,0,0,1,san jose mercury news,2011,6,13,20110613,4
same-sex_marriage1.0-6816,0,0,1,san jose mercury news,2011,6,13,20110613,4
same-sex_marriage1.0-6813,0,0,1,new york times,2011,6,13,20110613,12
same-sex_marriage1.0-6818,0,0,1,saint paul pioneer press,2011,6,13,20110613,12
same-sex_marriage1.0-6819,0,0,1,daily news,2011,6,12,20110612,0
same-sex_marriage1.0-10989,0,0,1,san jose mercury news,2000,2,1,20000201,10
same-sex_marriage1.0-7141,0,1,0,washington post,2011,11,3,20111103,10
same-sex_marriage1.0-7145,0,0,1,new york times,2011,11,1,20111101,12
same-sex_marriage1.0-7146,0,0,1,new york times,2011,11,1,20111101,10
same-sex_marriage1.0-2318,0,0,1,washington post,2004,7,3,20040703,5
same-sex_marriage1.0-2355,0,0,1,new york times,2004,12,9,20041209,12
same-sex_marriage1.0-4568,0,1,0,new york times,2007,2,13,20070213,12
same-sex_marriage1.0-3809,0,0,1,st. petersburg times,2008,10,27,20081027,11
same-sex_marriage1.0-10933,0,0,1,new york times,2000,3,9,20000309,5
same-sex_marriage1.0-1666,0,0,1,san jose mercury news,2004,6,4,20040604,11
same-sex_marriage1.0-10936,0,0,1,new york times,2000,3,8,20000308,11
same-sex_marriage1.0-10938,0,0,1,philadelphia inquirer,2000,3,8,20000308,11
same-sex_marriage1.0-9844,0,0,1,washington post,1992,10,1,19921001,12
same-sex_marriage1.0-7365,0,0,1,new york times,2011,7,8,20110708,12
same-sex_marriage1.0-7493,0,0,1,daily news,2012,3,2,20120302,10
same-sex_marriage1.0-7491,0,1,0,washington post,2012,3,3,20120303,12
same-sex_marriage1.0-11084,0,0,1,san jose mercury news,1999,10,9,19991009,3
same-sex_marriage1.0-11086,0,0,1,denver post,1999,10,7,19991007,2
same-sex_marriage1.0-11080,0,0,1,san jose mercury news,1999,10,12,19991012,10
same-sex_marriage1.0-11082,0,0,1,new york times,1999,10,10,19991010,12
same-sex_marriage1.0-11083,0,0,1,new york times,1999,10,9,19991009,3
same-sex_marriage1.0-11089,0,0,1,herald-sun,1999,10,1,19991001,2
same-sex_marriage1.0-6367,0,0,1,san jose mercury news,2010,8,4,20100804,4
same-sex_marriage1.0-6362,0,0,1,washington post,2010,8,5,20100805,4
same-sex_marriage1.0-9787,0,0,1,atlanta journal and constitution,1993,9,1,19930901,0
same-sex_marriage1.0-9786,0,0,1,new york times,1993,9,30,19930930,12
same-sex_marriage1.0-857,0,1,0,st. louis post-dispatch,2004,2,25,20040225,12
same-sex_marriage1.0-856,0,0,1,st. louis post-dispatch,2004,2,25,20040225,11
same-sex_marriage1.0-853,0,0,1,st. louis post-dispatch,2004,2,25,20040225,12
same-sex_marriage1.0-852,0,0,1,st. louis post-dispatch,2004,2,25,20040225,4
same-sex_marriage1.0-10669,0,1,0,new york times,1997,2,2,19970202,4
same-sex_marriage1.0-10667,0,0,1,new york times,1997,2,6,19970206,11
same-sex_marriage1.0-8786,0,0,1,new york times,2012,12,10,20121210,4
same-sex_marriage1.0-8789,0,0,1,usa today,2012,12,10,20121210,9
same-sex_marriage1.0-8438,0,0,1,washington post,2012,5,10,20120510,2
same-sex_marriage1.0-8439,0,0,1,washington post,2012,5,10,20120510,0
same-sex_marriage1.0-8435,0,0,1,washington post,2012,5,10,20120510,12
same-sex_marriage1.0-8430,0,0,1,philadelphia inquirer,2012,5,10,20120510,11
same-sex_marriage1.0-8431,0,1,0,tampa bay times,2012,5,10,20120510,12
same-sex_marriage1.0-8433,0,0,1,usa today,2012,5,10,20120510,12
same-sex_marriage1.0-10599,0,1,0,san jose mercury news,1997,5,14,19970514,4
same-sex_marriage1.0-10595,0,0,1,new york times,1997,5,15,19970515,0
same-sex_marriage1.0-10594,0,0,1,saint paul pioneer press,1997,5,17,19970517,12
same-sex_marriage1.0-10591,0,0,1,philadelphia inquirer,1997,5,21,19970521,11
same-sex_marriage1.0-10590,0,0,1,st. petersburg times,1997,5,22,19970522,11
same-sex_marriage1.0-279,0,0,1,herald-sun,2003,11,30,20031130,11
same-sex_marriage1.0-278,0,0,1,daily news,2003,11,30,20031130,12
same-sex_marriage1.0-277,0,0,1,washington post,2003,12,1,20031201,9
same-sex_marriage1.0-7132,0,0,1,st. louis post-dispatch,2011,11,15,20111115,4
