,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-5914,0,0,1,denver post,2009,1,24,20090124,0.727426486,0.118662331,0.153911183,0.422542186,0.000816801,0.026066298,0.01319103,0.005477084,0.242273006,0.001023953,0.001166697,0.072774548,0.13640773,0.039098377,0.024008757,0.008276121,0.00687741,0
same-sex_marriage1.0-5915,1,0,0,st. petersburg times,2009,1,23,20090123,0.606837053,0.235993431,0.157169516,0.005877012,0.000583786,0.048444516,0.012646428,0.11793473,0.050741731,0.003505042,0.000478651,0.002148587,0.004012262,0.015772365,0.728147693,0.007943106,0.00176409,0
same-sex_marriage1.0-5917,0,0,1,st. petersburg times,2009,1,23,20090123,0.814778955,0.066905883,0.118315161,0.019316541,0.000641288,0.021116958,0.051630045,0.002109899,0.049074353,0.003811522,0.000610068,0.0408217,0.136358588,0.012918707,0.011156304,0.637277713,0.013156315,0
same-sex_marriage1.0-5918,1,0,0,st. petersburg times,2009,1,23,20090123,0.445224273,0.246880773,0.307894955,0.026845925,0.000796245,0.084562171,0.00335787,0.015255067,0.034765894,0.003256651,0.000652849,0.004421045,0.006925221,0.017270135,0.736195499,0.06487694,0.000818488,0
same-sex_marriage1.0-5919,0,0,0,st. petersburg times,2009,1,21,20090121,0.739310057,0.108562521,0.152127422,0.072644782,0.002058798,0.004670853,0.005090858,0.000452202,0.095623481,0.00236901,0.004290457,0.007531986,0.316735319,0.016137654,0.010027348,0.460216215,0.002151036,0
same-sex_marriage1.0-592,0,0,0,daily news,2003,7,3,20030703,0.118060239,0.269746236,0.612193525,0.004509365,0.000608541,0.009627376,0.002152307,0.156607828,0.001259568,0.001198985,0.000676371,0.000935886,0.000405582,0.001518347,0.004537861,0.814271729,0.001690254,0
same-sex_marriage1.0-5920,0,0,0,st. petersburg times,2009,1,21,20090121,0.731345065,0.120208994,0.148445941,0.064056642,0.001692462,0.021439789,0.040134259,0.010539789,0.06522976,0.003275131,0.003083615,0.34667301,0.242079109,0.008010243,0.053651972,0.136051724,0.004082495,0
same-sex_marriage1.0-5921,0,0,0,new york times,2009,1,16,20090116,0.719202716,0.143196091,0.137601193,0.032285394,0.003393239,0.018556541,0.129841633,0.010917516,0.042404253,0.004956216,0.002530255,0.001878972,0.263267134,0.030493442,0.29876643,0.153519071,0.007189905,0
same-sex_marriage1.0-5922,0,1,0,new york times,2009,1,15,20090115,0.666289885,0.227991271,0.105718844,0.008912742,0.001312164,0.014157451,0.083592425,0.012359362,0.010997122,0.002520789,0.000898097,0.002683356,0.025244654,0.19443588,0.00329413,0.630402628,0.009189201,0
same-sex_marriage1.0-5923,0,0,1,denver post,2009,1,14,20090114,0.780474853,0.103102587,0.11642256,0.007184336,0.000714622,0.00129304,0.023021558,0.001031346,0.000557079,0.002382003,0.001020747,0.091691791,0.619387326,0.009310158,0.001213807,0.236418468,0.004773719,0
same-sex_marriage1.0-5924,0,0,1,herald-sun,2009,1,10,20090110,0.530825959,0.14189164,0.327282401,0.000655722,0.003926697,0.000384259,0.008093184,0.212996562,0.607188803,0.000893627,0.000575795,0.001502785,0.000607341,0.001117801,0.000691147,0.151581296,0.00978498,0
same-sex_marriage1.0-5925,0,0,0,new york times,2009,1,6,20090106,0.598055382,0.154245275,0.247699342,0.001543602,0.001298018,0.003877906,0.018898405,0.154329166,0.081155797,0.010100305,0.001798648,0.003110674,0.264534899,0.14024237,0.01709062,0.299619588,0.002400001,0
same-sex_marriage1.0-5926,0,0,0,san jose mercury news,2009,1,5,20090105,0.363855529,0.451771642,0.18437283,0.003594479,0.000621812,0.004500829,0.017386826,0.718455962,0.009780376,0.043318146,0.00046367,0.000119953,0.001236748,0.009035217,0.190945088,0.000301521,0.000239375,0
same-sex_marriage1.0-5927,0,0,0,new york times,2009,1,4,20090104,0.679589849,0.205859393,0.114550758,0.004696364,0.001019309,0.000912826,0.025949459,0.355950558,0.069167072,0.016255526,0.000861488,0.005155681,0.002582707,0.003715948,0.003747694,0.493983002,0.016002365,0
same-sex_marriage1.0-5928,1,0,0,usa today,2009,12,31,20091231,0.726214564,0.164381552,0.109403884,0.124485879,0.003870329,0.033528536,0.011322276,0.072982519,0.022368986,0.004158214,0.002898315,0.00400276,0.021664647,0.158426963,0.503897267,0.025432218,0.010961089,0
same-sex_marriage1.0-5929,0,0,0,saint paul pioneer press,2009,12,29,20091229,0.798800793,0.097390386,0.103808821,0.129215684,0.000683279,0.001255236,0.003169648,0.065048894,0.051950883,0.000816387,0.000975978,0.130511553,0.601790824,0.002070982,0.00023427,0.004165246,0.008111136,0
same-sex_marriage1.0-5930,0,0,0,st. petersburg times,2009,12,29,20091229,0.460973269,0.142137625,0.396889106,0.006897951,0.001769866,0.176139122,0.004424601,0.149539026,0.020090909,0.011306539,0.001319746,0.011942623,0.306805117,0.058104972,0.043913396,0.15660886,0.051137272,0
same-sex_marriage1.0-5931,0,0,0,new york times,2009,12,28,20091228,0.45747061,0.198031781,0.344497609,0.014872115,0.002165916,0.000204452,0.010176883,0.014722905,0.004802086,0.004036379,0.00069815,0.000892944,0.024885471,0.039118864,0.171186808,0.708163079,0.004073947,0
same-sex_marriage1.0-5932,0,0,0,palm beach post,2009,12,26,20091226,0.545336765,0.154757068,0.299906167,0.008788026,0.000574901,0.247093066,0.121084396,0.482969668,0.000339501,0.001271542,0.000471366,0.000625144,0.029483763,0.102428896,0.002104592,0.001671318,0.001093822,0
same-sex_marriage1.0-5933,0,0,0,washington post,2009,12,26,20091226,0.700061767,0.177212461,0.122725772,0.007065575,0.00068905,0.409135343,0.422661175,0.002866061,0.0274641,0.001087787,0.000742965,0.000459428,0.000788085,0.006320961,0.012228284,0.098264278,0.010226908,0
same-sex_marriage1.0-5934,0,0,0,atlanta journal and constitution,2009,12,25,20091225,0.667412605,0.119701646,0.212885749,0.002185706,0.001973452,0.005393757,0.03745368,0.001024054,0.100801598,0.003786149,0.001908665,0.062444884,0.023985853,0.003656175,0.002036806,0.746350567,0.006998655,0
same-sex_marriage1.0-5936,1,0,0,san jose mercury news,2009,12,21,20091221,0.694354446,0.075433244,0.23021231,0.001775164,0.002357275,0.007565384,0.030146859,0.015978242,0.048951551,0.002357626,0.001050162,0.00438001,0.335895076,0.042284462,0.022373787,0.453772202,0.031112198,0
same-sex_marriage1.0-5937,0,0,0,saint paul pioneer press,2009,12,21,20091221,0.756667362,0.119169556,0.124163081,0.003811706,0.008879181,0.36961231,0.002888451,0.00229351,0.009613863,0.005563442,0.000688413,0.001848846,0.49495088,0.002947839,0.085919179,0.003098311,0.00788407,0
same-sex_marriage1.0-5938,0,0,0,philadelphia inquirer,2009,12,20,20091220,0.629809374,0.164516864,0.205673762,0.002700164,0.00207335,0.519740756,0.364925516,0.029546528,0.001631395,0.002263203,0.000478759,0.000783618,0.05026099,0.021643551,0.003121195,0.00053077,0.000300206,0
same-sex_marriage1.0-5939,0,0,1,washington post,2009,12,20,20091220,0.730784134,0.200133517,0.069082349,0.675021933,0.0010247,0.003697168,0.000624227,0.067277622,0.010844342,0.00566989,0.000764093,0.000555846,0.035601738,0.128619154,0.039494061,0.025077317,0.005727909,0
same-sex_marriage1.0-594,0,0,0,saint paul pioneer press,2003,7,3,20030703,0.079002887,0.229651908,0.691345205,0.002808277,0.000763178,0.009222622,0.000574426,0.039675728,0.003301532,0.002704162,0.00074839,0.001237066,0.000236947,0.000232297,0.003668467,0.934112219,0.000714687,0
same-sex_marriage1.0-5940,0,0,0,washington post,2009,12,20,20091220,0.644061789,0.09513103,0.260807181,0.002391952,0.000893517,0.578942046,0.052416732,0.077386351,0.002489159,0.001111595,0.000646363,0.019023407,0.199731457,0.039463412,0.020325916,0.002945261,0.002232833,0
same-sex_marriage1.0-5941,0,0,0,washington post,2009,12,19,20091219,0.755952866,0.126141877,0.117905257,0.047918609,0.004897754,0.075258812,0.209432796,0.019256101,0.08219795,0.00926379,0.003139479,0.00316977,0.225666147,0.033820709,0.037009497,0.187611787,0.061356798,0
same-sex_marriage1.0-5942,0,0,0,washington post,2009,12,18,20091218,0.663343732,0.15546271,0.181193558,0.027358118,0.0026889,0.19462705,0.056578574,0.015498657,0.041140193,0.004108589,0.001945127,0.017503351,0.036859286,0.046630729,0.035878711,0.512792428,0.006390288,0
same-sex_marriage1.0-5943,0,0,0,new york times,2009,12,16,20091216,0.452373744,0.186773116,0.36085314,0.000662318,0.000595104,0.011587373,0.015377963,0.020724973,0.080072352,0.001854977,0.000641668,0.002068508,0.000989024,0.000174485,0.017805167,0.767453456,0.079992634,0
same-sex_marriage1.0-5944,0,0,0,st. louis post-dispatch,2009,12,16,20091216,0.386178015,0.163442426,0.450379559,0.008619545,0.000884436,0.005674479,0.000422153,0.057748355,0.004052949,0.005808104,0.005618553,0.002897242,0.007317774,0.219644877,0.006231409,0.673585254,0.00149487,0
same-sex_marriage1.0-5945,0,0,0,washington post,2009,12,16,20091216,0.779432727,0.129716902,0.090850371,0.170525518,0.002551713,0.002219868,0.002582502,0.209271073,0.277163311,0.001118271,0.001845887,0.002193728,0.001746921,0.008809526,0.077139127,0.210674403,0.032158151,0
same-sex_marriage1.0-5946,0,0,0,washington post,2009,12,16,20091216,0.533880366,0.239081827,0.227037807,0.002875064,0.000943756,0.028243267,0.007938097,0.004971609,0.027926828,0.010448718,0.000682705,0.003085727,0.000935812,0.002807033,0.225718224,0.678543454,0.004879708,0
same-sex_marriage1.0-5947,0,0,0,washington post,2009,12,16,20091216,0.720358803,0.161568405,0.118072792,0.010598344,0.002832629,0.162005305,0.658770634,0.04429647,0.007040019,0.002028962,0.000634573,0.001522679,0.058922491,0.028434471,0.003828977,0.008495471,0.010588974,0
same-sex_marriage1.0-5948,0,0,1,washington post,2009,12,16,20091216,0.410521981,0.313790674,0.275687346,0.005289481,0.000612417,0.00823196,0.002454908,0.000476543,0.003220763,0.00084765,0.000502126,0.001443865,0.063537595,0.004039775,0.104242183,0.804420092,0.000680641,0
same-sex_marriage1.0-5949,0,0,0,san jose mercury news,2009,12,15,20091215,0.620843625,0.227381606,0.151774769,0.004523497,0.000736032,0.000303216,0.000922416,0.03498424,0.073592931,0.001054393,0.000548841,0.002135829,0.000328845,0.000575111,0.022628711,0.851011697,0.006654242,0
same-sex_marriage1.0-595,0,0,0,st. louis post-dispatch,2003,7,3,20030703,0.280682815,0.161558233,0.557758952,0.002634602,0.000811647,0.001803754,0.005021537,0.188425881,0.000294667,0.000893636,0.000875155,0.000588973,0.010722461,0.001085051,0.004957654,0.769358383,0.0125266,0
same-sex_marriage1.0-5950,0,0,0,san jose mercury news,2009,12,15,20091215,0.619884858,0.282063375,0.098051767,0.001392865,0.000762444,0.001933374,0.005382613,0.003593672,0.094642784,0.001447355,0.000625135,0.000863939,0.003392716,0.018508098,0.048670649,0.813672499,0.005111858,0
same-sex_marriage1.0-5951,0,0,0,saint paul pioneer press,2009,12,15,20091215,0.674412093,0.140546427,0.18504148,0.140439758,0.000743845,0.005072697,0.000339117,0.013582307,0.062066645,0.002779844,0.000554667,0.002769728,0.000736941,0.000753577,0.034045609,0.724451385,0.011663879,0
same-sex_marriage1.0-5952,0,0,0,washington post,2009,12,15,20091215,0.623348788,0.172624983,0.204026229,0.007258038,0.000765558,0.001406243,0.000395107,0.025504875,0.0016493,0.004094248,0.000553798,0.001547751,0.032710979,0.015750674,0.007599919,0.900036965,0.000726545,0
same-sex_marriage1.0-5953,0,0,0,philadelphia inquirer,2009,12,14,20091214,0.54167965,0.24395805,0.214362299,0.012332829,0.007359203,0.002098017,0.002011798,0.00779927,0.01619282,0.026796803,0.000820959,0.005934873,0.055596346,0.02290284,0.177101874,0.659944123,0.003108246,0
same-sex_marriage1.0-5954,0,0,0,usa today,2009,12,14,20091214,0.587650888,0.196792953,0.215556159,0.010049302,0.00364724,0.007367375,0.020583262,0.010090094,0.007185069,0.002230311,0.001255051,0.009522702,0.053499132,0.08384393,0.645779436,0.128546798,0.016400301,0
same-sex_marriage1.0-5955,0,1,0,usa today,2009,12,14,20091214,0.440240441,0.231683288,0.328076271,0.000314191,0.000807838,0.685543633,0.029890308,0.023569359,0.010064389,0.000667786,0.000871048,0.000469557,0.021880283,0.064727627,0.072885858,0.083416011,0.004892112,0
same-sex_marriage1.0-5956,0,0,0,new york times,2009,12,13,20091213,0.543968198,0.164174326,0.291857476,0.417941267,0.000532867,0.00699913,0.003472884,0.011256175,0.005342728,0.002727415,0.00057172,0.004361604,0.032486123,0.010891288,0.495389288,0.002647017,0.005380495,0
same-sex_marriage1.0-5957,0,1,0,washington post,2009,12,13,20091213,0.611402461,0.11990978,0.268687759,0.005546337,0.000831769,0.635165929,0.066632895,0.053127237,0.058120599,0.002064468,0.000896851,0.066089421,0.058310642,0.000572769,0.010760915,0.03079527,0.011084899,0
same-sex_marriage1.0-5958,0,0,1,washington post,2009,12,12,20091212,0.524825144,0.206994643,0.268180213,0.00604387,0.000683615,0.800579701,0.041020772,0.015789842,0.051345994,0.001997494,0.000737105,0.001577729,0.062144219,0.003281676,0.007205995,0.004270928,0.003321061,0
same-sex_marriage1.0-5959,0,0,1,philadelphia inquirer,2009,12,11,20091211,0.58680422,0.226070269,0.187125511,0.002358393,0.004536199,0.000662089,0.001605279,0.00132454,0.013041992,0.002093724,0.004107185,0.000465334,0.015068335,0.004627828,0.005863984,0.943094822,0.001150298,0
same-sex_marriage1.0-596,0,0,0,st. louis post-dispatch,2003,7,3,20030703,0.206433044,0.272966818,0.520600138,0.030127614,0.003567087,0.061227474,0.056512663,0.088683531,0.038161275,0.013350437,0.004527368,0.017691954,0.134151764,0.07649985,0.046647356,0.386009928,0.042841699,0
same-sex_marriage1.0-5960,0,0,1,san jose mercury news,2009,12,11,20091211,0.271936908,0.447942887,0.280120205,0.001259661,0.000805777,0.000491579,0.00074471,0.985105139,0.000513012,0.00174063,0.000600848,0.000718278,0.000396026,0.000577696,0.002527637,0.003769224,0.000749783,0
same-sex_marriage1.0-5961,0,0,0,daily news,2009,12,10,20091210,0.487875327,0.27294554,0.239179133,0.005116178,0.000879928,0.00200856,0.027799172,0.00319201,0.025864987,0.00390108,0.001070053,0.000588689,0.011252998,0.026004856,0.030695953,0.860986325,0.000639213,0
same-sex_marriage1.0-5962,0,0,0,daily news,2009,12,10,20091210,0.734063468,0.115583703,0.150352828,0.004073947,0.000571751,0.000892709,0.139643456,0.000693088,0.028010578,0.00359852,0.000483226,0.001002367,0.000255751,0.001463073,0.029100596,0.789194182,0.001016755,0
same-sex_marriage1.0-5963,0,0,0,new york times,2009,12,10,20091210,0.633657399,0.227601472,0.138741129,0.001051156,0.000733644,0.002173769,0.021351536,0.007951993,0.013485524,0.027563029,0.00054706,0.000927026,0.001290387,0.000657457,0.023160153,0.898650215,0.000457051,0
same-sex_marriage1.0-5964,0,0,0,new york times,2009,12,10,20091210,0.489448457,0.234600974,0.275950569,0.011929169,0.000802692,0.007991865,0.000687915,0.008069515,0.043230854,0.005144382,0.000787138,0.001288434,0.000354472,0.000794202,0.035831641,0.882348038,0.000739682,0
same-sex_marriage1.0-5965,0,0,0,philadelphia inquirer,2009,12,10,20091210,0.608189873,0.201473915,0.190336212,0.00233907,0.000781775,0.000778117,0.000690108,0.019522185,0.009405542,0.00237407,0.000582951,0.000936148,0.000914636,0.000952224,0.026836745,0.929879172,0.004007257,0
same-sex_marriage1.0-5966,0,0,0,washington post,2009,12,10,20091210,0.437164679,0.185681399,0.377153922,0.007209978,0.00074965,0.798929043,0.010252656,0.000302208,0.022617863,0.002443336,0.000542291,0.002915903,0.012090354,0.022112442,0.00448811,0.114278381,0.001067784,0
same-sex_marriage1.0-5967,0,0,0,philadelphia inquirer,2009,12,9,20091209,0.286931176,0.327120687,0.385948136,0.001134419,0.000723981,0.00060063,0.003281862,0.004674723,0.013890276,0.003232966,0.000611886,0.001820362,0.002883703,0.010845297,0.032502771,0.918016321,0.005780801,0
same-sex_marriage1.0-5968,0,0,1,philadelphia inquirer,2009,12,9,20091209,0.771206158,0.151727977,0.077065865,0.003861088,0.001107024,0.00442419,0.122928646,0.124345636,0.53839519,0.00095076,0.00082548,0.001106324,0.00405132,0.000944141,0.001629462,0.194672133,0.000758606,0
same-sex_marriage1.0-5969,0,0,0,washington post,2009,12,9,20091209,0.503512231,0.177513159,0.318974609,0.0345679,0.007516895,0.326475661,0.03872737,0.349633175,0.037516218,0.001459679,0.000943973,0.00546546,0.062919834,0.000886264,0.032583062,0.097250522,0.004053986,0
same-sex_marriage1.0-597,0,0,0,washington post,2003,7,3,20030703,0.738512284,0.160433861,0.101053855,0.010588939,0.001155606,0.051587296,0.010366264,0.354725798,0.008765793,0.001212425,0.000861707,0.001016647,0.019647417,0.027539896,0.026877103,0.484538766,0.001116344,0
same-sex_marriage1.0-5970,0,0,1,daily news,2009,12,8,20091208,0.754652,0.108130342,0.137217658,0.003607413,0.00849199,0.008565934,0.073278205,0.017987626,0.007325379,0.003343723,0.000768453,0.008472215,0.018079718,0.005653219,0.00298624,0.834582102,0.006857783,0
same-sex_marriage1.0-5971,0,0,0,new york times,2009,12,8,20091208,0.479120564,0.247259085,0.273620351,0.005653872,0.000910755,0.001669353,0.006147866,0.001520398,0.0542086,0.011497576,0.000679128,0.001933848,0.001263218,0.005050259,0.02288545,0.884774035,0.001805641,0
same-sex_marriage1.0-5972,0,0,0,philadelphia inquirer,2009,12,8,20091208,0.618994975,0.266936751,0.114068274,0.005144514,0.003830648,0.001307985,0.127000602,0.006244197,0.520122969,0.002918229,0.000495813,0.001390762,0.000176972,0.000526129,0.244690639,0.08122867,0.004921871,0
same-sex_marriage1.0-5973,0,0,0,saint paul pioneer press,2009,12,8,20091208,0.623425243,0.229508887,0.14706587,0.004165583,0.001292066,0.000902731,0.00161906,0.009018551,0.013089347,0.001189438,0.000593335,0.000476873,0.001167662,0.005570361,0.003742626,0.954529198,0.002643169,0
same-sex_marriage1.0-5974,0,0,0,usa today,2009,12,8,20091208,0.438804121,0.186056597,0.375139281,0.001082388,0.001331163,0.142610724,0.081541522,0.007754402,0.040048133,0.001409383,0.001125057,0.001479468,0.008659617,0.148766122,0.00742087,0.553119526,0.003651626,0
same-sex_marriage1.0-5975,0,0,0,daily news,2009,12,7,20091207,0.586845724,0.144629548,0.268524727,0.026354052,0.000912417,0.001049742,0.000582508,0.002064703,0.023131622,0.000886847,0.000474872,0.001142925,0.002627425,0.172429061,0.001568953,0.764164076,0.002610797,0
same-sex_marriage1.0-5976,0,0,0,washington post,2009,12,7,20091207,0.457846547,0.234686714,0.30746674,0.098613143,0.000777174,0.720498114,0.065326332,0.01962762,0.013170331,0.005072985,0.000562201,0.008071386,0.029411924,0.007751096,0.019779357,0.007811038,0.003527298,0
same-sex_marriage1.0-5978,0,0,1,washington post,2009,12,6,20091206,0.609775852,0.210921168,0.179302981,0.018747122,0.001193656,0.000238064,0.004040954,0.000256865,0.016399036,0.000930195,0.000621244,0.000823052,0.119474136,0.008924052,0.021138621,0.804796812,0.002416191,0
same-sex_marriage1.0-598,0,0,1,washington post,2003,7,3,20030703,0.639686324,0.184854512,0.175459165,0.004257087,0.001005982,0.649398476,0.086527093,0.024546534,0.023110485,0.00118478,0.000750136,0.013320259,0.039779281,0.019658588,0.032667247,0.099950867,0.003843187,0
