,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-309,0,0,0,washington post,2003,11,24,20031124,0.648681601,0.138964254,0.212354144,0.00861517,0.99138483,0.001637804,0.003535938,0.74234355,0.035561031,0.040389381,0.06720262,0.005737063,0.000805111,0.000453437,0.020850031,0.038350427,0.034062642,0.002349735,0.00672123,0
same-sex_marriage1.0-3090,0,0,1,philadelphia inquirer,2006,6,14,20060614,0.224299385,0.218206709,0.557493906,0.005571087,0.994428913,0.001638032,0.001226531,0.002225804,0.001472589,0.03057751,0.44061061,0.00168443,0.000886108,0.001297972,0.064463025,0.008712031,0.068852687,0.374826571,0.0015261,0
same-sex_marriage1.0-3091,0,0,0,atlanta journal and constitution,2006,6,13,20060613,0.2335348,0.205161141,0.561304058,0.001827664,0.998172336,0.000739289,0.000729562,0.001464151,0.001313101,0.939609968,0.004934583,0.006797334,0.000638656,0.000290299,0.000979103,0.000389849,0.001330157,0.037889565,0.002894382,0
same-sex_marriage1.0-3092,0,1,0,philadelphia inquirer,2006,6,13,20060613,0.710493706,0.055869175,0.23363712,0.963931278,0.036068722,0.002265166,0.000777862,0.002544198,0.029083726,0.00125441,0.241489956,0.001321639,0.000637951,0.00224939,0.028551373,0.002813656,0.025402029,0.658526357,0.003082286,0
same-sex_marriage1.0-3095,0,0,0,palm beach post,2006,6,12,20060612,0.331385305,0.221681688,0.446933007,0.325328188,0.674671812,0.008172806,0.000537863,0.013954279,0.020946718,0.007545564,0.12631275,0.003526859,0.001213237,0.00159708,0.013529648,0.08817539,0.017087348,0.696482703,0.000917755,0
same-sex_marriage1.0-3096,0,0,1,denver post,2006,6,11,20060611,0.311632506,0.284637711,0.403729783,0.618543412,0.381456588,0.003392566,0.000554671,0.765465315,0.003491825,0.006516352,0.001700796,0.000569205,0.000521828,0.001582712,0.005761709,0.132839742,0.016394682,0.060245777,0.00096282,0
same-sex_marriage1.0-3097,0,0,0,new york times,2006,6,11,20060611,0.608644709,0.128995573,0.262359717,0.093595656,0.906404344,0.012528929,0.004837488,0.002504322,0.007728082,0.003864555,0.001141771,0.004984531,0.000837397,0.002504092,0.014798707,0.048120259,0.041399132,0.849070336,0.005680399,0
same-sex_marriage1.0-3098,0,0,1,palm beach post,2006,6,11,20060611,0.498778373,0.121666586,0.379555041,0.090735481,0.909264519,0.009458868,0.000946495,0.005498233,0.007041484,0.003144245,0.003748487,0.004229991,0.000977097,0.006560566,0.008240916,0.006604914,0.005689772,0.935239666,0.002619266,0
same-sex_marriage1.0-3099,0,0,1,philadelphia inquirer,2006,6,11,20060611,0.299379394,0.216657093,0.483963514,0.731167983,0.268832017,0.005152588,0.001166101,0.188160408,0.014836548,0.171834887,0.08497298,0.00234478,0.000981702,0.002541732,0.007111745,0.017556755,0.033416493,0.459254933,0.010668349,0
same-sex_marriage1.0-31,0,0,0,new york times,2002,8,28,20020828,0.635711558,0.215721517,0.148566926,0.144484539,0.855515461,0.090179527,0.043797225,0.030608106,0.096929433,0.041812881,0.271495241,0.010397142,0.002485496,0.099241876,0.019766126,0.052401049,0.048654592,0.105220393,0.087010913,0
same-sex_marriage1.0-310,0,0,0,atlanta journal and constitution,2003,11,23,20031123,0.598518789,0.119424049,0.282057162,0.909178051,0.090821949,0.029728954,0.001271192,0.052674168,0.041810787,0.036533314,0.008615628,0.006422281,0.001143064,0.010000774,0.237366216,0.479103682,0.045505315,0.044159256,0.005665368,0
same-sex_marriage1.0-3100,0,0,0,washington post,2006,6,11,20060611,0.59687412,0.157259816,0.245866064,0.334730954,0.665269046,0.008883552,0.000810877,0.007863581,0.003106756,0.002559514,0.003044989,0.001554775,0.001110207,0.000621677,0.003252202,0.001685516,0.191667328,0.773152929,0.000686097,0
same-sex_marriage1.0-3101,0,0,0,new york times,2006,6,10,20060610,0.388602027,0.186390741,0.425007232,0.218715325,0.781284675,0.007294304,0.000589918,0.643465877,0.014903836,0.092465757,0.031496645,0.002192391,0.004034789,0.000904403,0.064242646,0.019239339,0.0005888,0.117031531,0.001549763,0
same-sex_marriage1.0-3102,0,0,0,palm beach post,2006,6,10,20060610,0.664119952,0.101735867,0.234144181,0.640845415,0.359154585,0.005562553,0.002682393,0.056353458,0.021741971,0.00318548,0.010926604,0.00202705,0.000770268,0.00146001,0.627131722,0.174075392,0.01153146,0.059781924,0.022769716,0
same-sex_marriage1.0-3103,0,0,1,new york times,2006,6,9,20060609,0.685857633,0.117508171,0.196634197,0.047194575,0.952805425,0.042590403,0.019876491,0.136159004,0.045233748,0.424409958,0.0518437,0.038876086,0.001974444,0.011506458,0.019637646,0.056104452,0.057517775,0.045433091,0.048836743,0
same-sex_marriage1.0-3104,0,0,1,san jose mercury news,2006,6,9,20060609,0.534308266,0.181041442,0.284650292,0.690450263,0.309549737,0.043265723,0.000923394,0.085204382,0.010456842,0.113153964,0.09139201,0.001204434,0.001038425,0.001228969,0.008638614,0.024683664,0.031271731,0.574250284,0.013287562,0
same-sex_marriage1.0-3105,0,0,1,st. louis post-dispatch,2006,6,9,20060609,0.522753754,0.307478592,0.169767654,0.586536807,0.413463193,0.001980964,0.000539953,0.00081443,0.011151062,0.00849321,0.008382513,0.003061243,0.003968949,0.000559829,0.003981897,0.008226266,0.102918806,0.845125318,0.000795561,0
same-sex_marriage1.0-3107,0,0,0,atlanta journal and constitution,2006,6,8,20060608,0.387104031,0.099383358,0.513512612,0.259262973,0.740737027,0.003197937,0.000797164,0.021857325,0.005070506,0.002954723,0.006414816,0.000888344,0.000592399,0.001392714,0.016749907,0.116650509,0.065298818,0.756790065,0.001344774,0
same-sex_marriage1.0-3108,0,0,1,daily news,2006,6,8,20060608,0.425120421,0.172530144,0.402349435,0.062143337,0.937856663,0.00324181,0.000789067,0.008687809,0.002989026,0.00254198,0.013804006,0.002023799,0.000664289,0.002240065,0.026593729,0.004947399,0.000595685,0.930490076,0.00039126,0
same-sex_marriage1.0-3109,0,0,0,denver post,2006,6,8,20060608,0.151386715,0.171042044,0.677571241,0.025663005,0.974336995,0.010574721,0.000574406,0.004134347,0.002079102,0.003753569,0.003199108,0.002372759,0.001190114,0.001699471,0.001792386,0.002131042,0.013402051,0.952399393,0.000697531,0
same-sex_marriage1.0-311,0,0,1,new york times,2003,11,23,20031123,0.836423008,0.116825821,0.046751172,0.00325393,0.99674607,0.03183556,0.003678184,0.010598998,0.004423332,0.052151577,0.001075327,0.002313855,0.00079362,0.000518641,0.243686434,0.538709757,0.08150249,0.022714869,0.005997357,0
same-sex_marriage1.0-3110,0,0,1,new york times,2006,6,8,20060608,0.54379149,0.207217123,0.248991387,0.265467782,0.734532218,0.005808151,0.000870558,0.002980821,0.000896642,0.009558588,0.033887445,0.004002108,0.002836403,0.001261263,0.008182191,0.028695722,0.008336943,0.889755244,0.002927922,0
same-sex_marriage1.0-3111,0,0,0,new york times,2006,6,8,20060608,0.358503668,0.1582967,0.483199632,0.128389514,0.871610486,0.199923214,0.00106221,0.042905558,0.045634191,0.019959728,0.050055147,0.049500743,0.000999315,0.006631458,0.024668613,0.004499778,0.005188005,0.541393337,0.007578704,0
same-sex_marriage1.0-3112,0,0,1,new york times,2006,6,8,20060608,0.266269192,0.166633205,0.567097603,0.010819331,0.989180669,0.000890819,0.000584338,0.001426633,0.00082884,0.005296747,0.012744461,0.001125837,0.000657132,0.001543358,0.000314466,0.00100936,0.0023205,0.97024262,0.001014889,0
same-sex_marriage1.0-3113,0,1,0,philadelphia inquirer,2006,6,8,20060608,0.672698077,0.151312497,0.175989427,0.824730386,0.175269614,0.007825752,0.000982253,0.027032414,0.035937674,0.01711674,0.055945849,0.000774127,0.000919896,0.000189708,0.010013825,0.002042038,0.00404757,0.836422615,0.00074954,0
same-sex_marriage1.0-3114,0,0,0,philadelphia inquirer,2006,6,8,20060608,0.198486749,0.280139258,0.521373993,0.001244708,0.998755292,0.002714731,0.000552599,0.002978581,0.000210767,0.000104881,0.058189394,0.001431159,0.000621439,0.000701296,0.001187275,0.003210317,0.008588489,0.919168532,0.000340541,0
same-sex_marriage1.0-3116,0,0,0,san jose mercury news,2006,6,8,20060608,0.226225475,0.14394222,0.629832305,0.027417689,0.972582311,0.029501862,0.004964321,0.004391548,0.001359491,0.008936591,0.02380914,0.009034944,0.000910989,0.000679948,0.00260012,0.001878132,0.019075773,0.892150345,0.000706796,0
same-sex_marriage1.0-3117,0,0,1,st. louis post-dispatch,2006,6,8,20060608,0.488622643,0.085233419,0.426143937,0.220378716,0.779621284,0.00683075,0.000994348,0.004018845,0.008651732,0.514269359,0.054218739,0.002047743,0.001118217,0.002574543,0.004217702,0.008559942,0.130154104,0.24820411,0.014139866,0
same-sex_marriage1.0-3119,1,0,0,st. louis post-dispatch,2006,6,8,20060608,0.115263032,0.375642605,0.509094363,0.009594173,0.990405827,0.002193571,0.000535034,0.076916801,0.002385866,0.191129197,0.000861719,0.003453111,0.00110854,0.00038319,0.000831844,0.00126859,0.022929066,0.695663582,0.000339889,0
same-sex_marriage1.0-312,0,0,0,new york times,2003,11,23,20031123,0.869290078,0.102520225,0.028189698,0.611712041,0.388287959,0.010664404,0.001643236,0.01189735,0.195728397,0.054986183,0.023552939,0.004743519,0.002792066,0.00228353,0.063658955,0.252012931,0.168722133,0.202664463,0.004649894,0
same-sex_marriage1.0-3121,0,0,1,usa today,2006,6,8,20060608,0.169121795,0.266088535,0.56478967,0.025885057,0.974114943,0.001150377,0.002843425,0.000681006,0.000728618,0.009421756,0.002047317,0.000770686,0.00064743,0.00044556,0.003654804,0.000772723,0.019145123,0.957378553,0.000312621,0
same-sex_marriage1.0-3122,0,0,0,washington post,2006,6,8,20060608,0.105475175,0.297263032,0.597261793,0.133698565,0.866301435,0.035845315,0.000544796,0.052149745,0.000697598,0.00586936,0.001277788,0.001434414,0.000813455,0.006224112,0.033604022,0.010031206,0.009940837,0.830713038,0.010854314,0
same-sex_marriage1.0-3123,0,0,0,washington post,2006,6,8,20060608,0.096558684,0.204022228,0.699419088,0.013946312,0.986053688,0.002615467,0.001080478,0.007989812,0.000647458,0.001243517,0.001572376,0.00087748,0.000970121,0.001779593,0.001880932,0.001107412,0.027754886,0.948763849,0.00171662,0
same-sex_marriage1.0-3124,0,0,0,atlanta journal and constitution,2006,6,7,20060607,0.556740343,0.162493986,0.280765671,0.450658246,0.549341754,0.012266994,0.000609227,0.084257804,0.01577474,0.000872137,0.002400003,0.000977594,0.001448729,0.000729753,0.014462178,0.017307675,0.102261059,0.745765534,0.000866574,0
same-sex_marriage1.0-3125,0,0,0,atlanta journal and constitution,2006,6,7,20060607,0.554153185,0.257950905,0.18789591,0.22967097,0.77032903,0.004914068,0.000547858,0.027741864,0.007097653,0.000268442,0.001516817,0.001242333,0.00244528,0.001437807,0.033317514,0.003009965,0.004102138,0.907655581,0.00470268,0
same-sex_marriage1.0-3126,0,0,1,atlanta journal and constitution,2006,6,7,20060607,0.523679779,0.085253654,0.391066567,0.955816927,0.044183073,0.002612818,0.002024896,0.155134053,0.092945541,0.017743265,0.035553059,0.003533881,0.004631226,0.002693072,0.298131116,0.313407437,0.028096802,0.039089459,0.004403374,0
same-sex_marriage1.0-3127,0,1,0,new york times,2006,6,7,20060607,0.248886982,0.264170411,0.486942606,0.012086893,0.987913107,0.035796846,0.000810058,0.00374428,0.012585408,0.001881012,0.093226335,0.015224772,0.001397359,0.00223952,0.043524416,0.004652765,0.003363865,0.780327808,0.001225555,0
same-sex_marriage1.0-3128,0,0,1,philadelphia inquirer,2006,6,7,20060607,0.2264964,0.14184973,0.63165387,0.00176078,0.99823922,0.000859055,0.000540847,0.000530838,0.000478877,0.061378205,0.076539784,0.001077382,0.000565941,0.000292706,0.002937209,0.000635505,0.024487218,0.827861106,0.001815327,0
same-sex_marriage1.0-313,0,0,0,new york times,2003,11,23,20031123,0.711606495,0.197740885,0.09065262,0.049470817,0.950529183,0.112705429,0.001823396,0.037728764,0.01292525,0.367449639,0.028111276,0.000354188,0.003248318,0.002416275,0.034793178,0.339639343,0.040424509,0.004443621,0.013936814,0
same-sex_marriage1.0-3130,1,0,0,st. louis post-dispatch,2006,6,7,20060607,0.377457446,0.097106738,0.525435816,0.020651164,0.979348836,0.011141897,0.001863868,0.287556286,0.004373284,0.167863863,0.005944449,0.015658728,0.003593306,0.002193009,0.041018049,0.012388284,0.027622182,0.412259378,0.006523417,0
same-sex_marriage1.0-3131,0,0,0,saint paul pioneer press,2006,6,7,20060607,0.593325615,0.181514405,0.22515998,0.004076547,0.995923453,0.008039695,0.001194843,0.524768097,0.008378419,0.224992994,0.004901948,0.012463173,0.001522225,0.000623782,0.013724539,0.034138563,0.011759595,0.150199655,0.003292473,0
same-sex_marriage1.0-3132,0,0,0,st. petersburg times,2006,6,7,20060607,0.407565416,0.221005535,0.371429049,0.940608897,0.059391103,0.001629074,0.001919362,0.262980863,0.01687181,0.00374613,0.053350292,0.000453324,0.000736452,0.001022863,0.089113986,0.186658177,0.259260562,0.121019486,0.001237617,0
same-sex_marriage1.0-3133,0,1,0,usa today,2006,6,7,20060607,0.625774667,0.148006849,0.226218483,0.939388318,0.060611682,0.001686186,0.000813725,0.004381786,0.058767387,0.113032073,0.523966645,0.002686626,0.000604706,0.001209294,0.013106524,0.004772895,0.013818627,0.259409131,0.001744393,0
same-sex_marriage1.0-3134,0,0,0,washington post,2006,6,7,20060607,0.374498845,0.145849591,0.479651564,0.54857231,0.45142769,0.002280341,0.000668926,0.020125745,0.001780738,0.00109924,0.011155925,0.004510666,0.000605212,0.001448065,0.030282994,0.025532265,0.053462354,0.844565546,0.002481982,0
same-sex_marriage1.0-3135,1,0,0,washington post,2006,6,7,20060607,0.561844784,0.186203268,0.251951948,0.055378122,0.944621878,0.076291207,0.001113358,0.047317101,0.002025488,0.020034396,0.007682598,0.004599349,0.001428556,0.008797201,0.009081127,0.028076416,0.00267774,0.78829984,0.002575622,0
same-sex_marriage1.0-3137,0,0,0,atlanta journal and constitution,2006,6,6,20060606,0.353522456,0.213805179,0.432672364,0.290729471,0.709270529,0.047822046,0.000571159,0.031978779,0.011176704,0.001821303,0.002430846,0.001238965,0.000970472,0.000754031,0.005575335,0.038279091,0.013760075,0.842887465,0.000733729,0
same-sex_marriage1.0-3138,0,0,0,daily news,2006,6,6,20060606,0.195867171,0.110069035,0.694063793,0.753545486,0.246454514,0.0019134,0.000636493,0.06953692,0.045187676,0.000488396,0.004448227,0.010006763,0.002494113,0.00884811,0.020779707,0.003225633,0.002900195,0.828486323,0.001048044,0
same-sex_marriage1.0-3139,0,0,0,daily news,2006,6,6,20060606,0.722840327,0.208616491,0.068543182,0.141566373,0.858433627,0.017633431,0.001512069,0.017723766,0.007606044,0.13010738,0.371329132,0.003407187,0.002241934,0.002365625,0.172063661,0.182662422,0.035125321,0.05568253,0.000539499,0
same-sex_marriage1.0-314,0,0,1,new york times,2003,11,23,20031123,0.151533535,0.423449956,0.425016509,0.00087086,0.99912914,0.002960207,0.003432571,0.006480266,0.003573153,0.038214281,0.001500987,0.001184368,0.000950604,0.000324167,0.003635118,0.020683536,0.016403542,0.898789003,0.001868197,0
same-sex_marriage1.0-3140,0,0,0,denver post,2006,6,6,20060606,0.256634897,0.119015114,0.624349989,0.026865114,0.973134886,0.004037536,0.000571455,0.00145175,0.006475955,0.003655396,0.018696813,0.004641716,0.001184001,0.001036208,0.003344298,0.001437305,0.008305885,0.942001515,0.003160165,0
same-sex_marriage1.0-3141,0,0,0,new york times,2006,6,6,20060606,0.774090291,0.049776869,0.17613284,0.719136876,0.280863124,0.015155324,0.033550829,0.03799578,0.448940093,0.098892502,0.022308364,0.004708875,0.000902552,0.006197916,0.008230393,0.038631734,0.007201562,0.218276157,0.059007917,0
same-sex_marriage1.0-3142,0,0,1,new york times,2006,6,6,20060606,0.134656422,0.245220601,0.620122977,0.006897018,0.993102982,0.024288181,0.000545468,0.010159402,0.008430805,0.006068022,0.040630505,0.006458593,0.000926819,0.00088369,0.000879237,0.000435625,0.007399284,0.884133049,0.00876132,0
same-sex_marriage1.0-3143,0,0,1,palm beach post,2006,6,6,20060606,0.486839074,0.239923903,0.273237024,0.374599709,0.625400291,0.003490936,0.000554518,0.021966503,0.022789478,0.000617734,0.001370035,0.000220714,0.000623597,0.004400777,0.000428262,0.035051552,0.003599741,0.901006684,0.00387947,0
same-sex_marriage1.0-3144,1,0,0,san jose mercury news,2006,6,6,20060606,0.342549315,0.089037075,0.56841361,0.438587445,0.561412555,0.001976265,0.000561911,0.031403481,0.00149196,0.003506608,0.001112747,0.000957744,0.000901692,0.000120619,0.004693718,0.010765709,0.009079475,0.929792971,0.003635102,0
same-sex_marriage1.0-3145,0,0,1,san jose mercury news,2006,6,6,20060606,0.105917689,0.130706739,0.763375572,0.017300908,0.982699092,0.002391913,0.001335602,0.001588777,0.006817411,0.024087056,0.007242054,0.001385945,0.000936506,0.000699399,0.000533322,0.001176653,0.001978911,0.945912005,0.003914445,0
same-sex_marriage1.0-3146,0,0,0,st. louis post-dispatch,2006,6,6,20060606,0.068494776,0.169850448,0.761654775,0.024441483,0.975558517,0.003985967,0.000703578,0.001923389,0.00261817,0.001571791,0.008642341,0.003045905,0.001165612,0.002778731,0.004310656,0.00036237,0.040669619,0.925881955,0.002339917,0
same-sex_marriage1.0-3147,0,0,0,saint paul pioneer press,2006,6,6,20060606,0.237873535,0.295138261,0.466988204,0.021806495,0.978193505,0.00648654,0.001145625,0.026703275,0.001119437,0.004375408,0.012337105,0.002793711,0.001707674,0.000837018,0.00080508,0.002942884,0.069938851,0.853338302,0.01546909,0
same-sex_marriage1.0-3148,0,0,1,st. petersburg times,2006,6,6,20060606,0.109715413,0.15381683,0.736467758,0.011754925,0.988245075,0.001841581,0.00071696,0.003092816,0.00548555,0.000671344,0.010540394,0.003241222,0.000644695,0.001937124,0.008917133,0.000398727,0.013436907,0.945451164,0.003624384,0
same-sex_marriage1.0-3149,0,0,0,usa today,2006,6,6,20060606,0.724454553,0.147008621,0.128536826,0.047119197,0.952880803,0.149981302,0.00250369,0.061113349,0.020733878,0.011390866,0.049587977,0.001707085,0.00061841,0.00981858,0.483667669,0.180715619,0.01487064,0.00789111,0.005399825,0
same-sex_marriage1.0-315,0,0,1,saint paul pioneer press,2003,11,23,20031123,0.096906475,0.154650538,0.748442986,0.023671537,0.976328463,0.004168746,0.000778908,0.077808042,0.010271135,0.690641041,0.004760441,0.00184938,0.000841269,0.000613232,0.00048695,0.004437806,0.014018298,0.176687148,0.012637604,0
same-sex_marriage1.0-3150,0,0,0,usa today,2006,6,6,20060606,0.218872311,0.379385416,0.401742273,0.041565811,0.958434189,0.00644198,0.000756496,0.005703202,0.006051,0.000572231,0.009701683,0.003005334,0.000649116,0.001909692,0.002259763,0.003789178,0.001598904,0.957232084,0.000329336,0
same-sex_marriage1.0-3151,0,0,1,washington post,2006,6,6,20060606,0.309404399,0.256235518,0.434360083,0.030119069,0.969880931,0.004188652,0.000582116,0.000613257,0.000641653,0.001726233,0.002614604,0.00091363,0.000989089,0.000523617,0.008520049,0.008462062,0.000179955,0.968527064,0.001518018,0
same-sex_marriage1.0-3154,0,0,0,daily news,2006,6,5,20060605,0.238375082,0.313756725,0.447868194,0.127881382,0.872118618,0.002414633,0.000567954,0.004595024,0.004537401,0.003147572,0.003646047,0.001266752,0.000638706,0.000972702,0.000507696,0.031935543,0.000582573,0.944891397,0.000296,0
