,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
Tobacco1.0-17258,0,0,1,saint paul pioneer press,1998,3,1,19980301,4
Tobacco1.0-2368,0,0,1,palm beach post,1997,2,20,19970220,12
Tobacco1.0-10248,0,0,1,new york times,1995,11,1,19951101,0
Tobacco1.0-17250,0,0,1,herald-sun,1998,3,1,19980301,13
Tobacco1.0-17251,0,0,1,herald-sun,1998,3,1,19980301,4
Tobacco1.0-5405,0,0,1,new york times,2009,4,1,20090401,12
Tobacco1.0-21989,0,0,1,san jose mercury news,2010,10,25,20101025,5
Tobacco1.0-25513,0,0,1,philadelphia inquirer,2006,12,15,20061215,5
Tobacco1.0-974,0,0,1,st. petersburg times,1993,1,2,19930102,0
Tobacco1.0-19837,0,0,1,washington post,2004,10,2,20041002,11
Tobacco1.0-14617,0,0,1,palm beach post,1998,5,21,19980521,8
Tobacco1.0-21982,0,0,1,san jose mercury news,2010,10,28,20101028,12
Tobacco1.0-4610,0,0,1,palm beach post,2005,1,5,20050105,8
Tobacco1.0-14612,0,0,1,denver post,1998,5,21,19980521,9
Tobacco1.0-20744,0,0,1,saint paul pioneer press,2005,5,29,20050529,0
Tobacco1.0-20741,0,0,1,saint paul pioneer press,2005,5,30,20050530,5
Tobacco1.0-21697,0,0,1,usa today,2009,10,12,20091012,10
Tobacco1.0-6847,0,0,1,washington post,1992,8,10,19920810,0
Tobacco1.0-23856,0,0,1,denver post,2003,5,22,20030522,11
Tobacco1.0-21691,0,0,1,new york times,2009,10,16,20091016,8
Tobacco1.0-17927,0,0,1,new york times,2000,10,18,20001018,0
Tobacco1.0-10806,0,0,1,palm beach post,1994,11,22,19941122,2
Tobacco1.0-26424,0,0,1,new york times,2012,9,20,20120920,0
Tobacco1.0-4768,0,0,1,philadelphia inquirer,2006,2,12,20060212,0
Tobacco1.0-10801,0,0,1,st. louis post-dispatch,1994,11,27,19941127,9
Tobacco1.0-14850,0,0,1,herald-sun,1998,6,28,19980628,2
Tobacco1.0-24525,0,0,1,washington post,2003,7,6,20030706,5
Tobacco1.0-14856,0,0,1,san jose mercury news,1998,6,28,19980628,0
Tobacco1.0-12268,0,0,1,st. louis post-dispatch,1997,5,29,19970529,12
Tobacco1.0-13820,0,0,1,washington post,1997,9,18,19970918,12
Tobacco1.0-13822,0,0,1,new york times,1997,9,17,19970917,12
Tobacco1.0-13827,0,0,1,saint paul pioneer press,1997,9,17,19970917,12
Tobacco1.0-15871,0,0,1,saint paul pioneer press,1999,5,28,19990528,8
Tobacco1.0-6571,0,0,1,san jose mercury news,2012,5,31,20120531,11
Tobacco1.0-13045,0,0,1,denver post,1997,7,19,19970719,0
Tobacco1.0-18456,0,0,1,herald-sun,2001,6,8,20010608,4
Tobacco1.0-20843,0,1,0,st. petersburg times,2005,4,21,20050421,0
Tobacco1.0-13041,0,0,1,st. louis post-dispatch,1997,7,20,19970720,0
Tobacco1.0-26894,0,0,1,san jose mercury news,2013,1,17,20130117,8
Tobacco1.0-25837,0,0,1,daily news,2007,12,19,20071219,10
Tobacco1.0-1090,0,0,1,usa today,1994,3,10,19940310,5
Tobacco1.0-12437,0,0,1,st. louis post-dispatch,1997,5,11,19970511,0
Tobacco1.0-12664,0,0,1,san jose mercury news,1997,6,24,19970624,8
Tobacco1.0-12667,0,0,1,washington post,1997,6,24,19970624,2
Tobacco1.0-12660,0,0,1,saint paul pioneer press,1997,6,24,19970624,5
Tobacco1.0-11301,0,0,1,washington post,1996,8,24,19960824,12
Tobacco1.0-26378,0,0,1,philadelphia inquirer,2012,11,16,20121116,9
Tobacco1.0-9756,0,1,0,palm beach post,1996,7,20,19960720,0
Tobacco1.0-25214,0,0,1,usa today,2006,6,28,20060628,8
Tobacco1.0-11066,0,0,1,atlanta journal and constitution,1996,9,15,19960915,4
Tobacco1.0-25211,0,0,1,st. louis post-dispatch,2006,6,28,20060628,11
Tobacco1.0-19696,0,0,1,palm beach post,2004,11,17,20041117,9
Tobacco1.0-25869,0,0,1,new york times,2007,11,29,20071129,8
Tobacco1.0-5975,0,0,1,san jose mercury news,2010,6,21,20100621,0
Tobacco1.0-25219,0,0,1,st. petersburg times,2006,6,27,20060627,8
Tobacco1.0-5976,0,0,1,san jose mercury news,2010,6,21,20100621,8
Tobacco1.0-17107,0,0,1,herald-sun,1998,3,15,19980315,0
Tobacco1.0-6699,0,0,1,usa today,2012,3,8,20120308,8
Tobacco1.0-16951,0,0,1,new york times,1999,10,1,19991001,2
Tobacco1.0-9638,0,1,0,san jose mercury news,1995,7,16,19950716,5
Tobacco1.0-1890,0,0,1,herald-sun,1996,2,21,19960221,4
Tobacco1.0-1896,0,1,0,st. petersburg times,1996,2,21,19960221,5
Tobacco1.0-12062,0,0,1,saint paul pioneer press,1997,4,18,19970418,4
Tobacco1.0-1898,0,0,1,new york times,1996,2,19,19960219,9
Tobacco1.0-1899,0,0,1,saint paul pioneer press,1996,2,19,19960219,8
Tobacco1.0-10999,0,0,1,st. petersburg times,1996,9,29,19960929,10
Tobacco1.0-19745,0,0,1,palm beach post,2004,11,4,20041104,4
Tobacco1.0-1386,0,0,1,palm beach post,1995,3,16,19950316,9
Tobacco1.0-26518,0,0,1,washington post,2012,7,12,20120712,5
Tobacco1.0-5377,0,1,0,st. petersburg times,2009,4,9,20090409,11
Tobacco1.0-26510,0,0,1,san jose mercury news,2012,7,18,20120718,0
Tobacco1.0-26513,0,0,1,washington post,2012,7,17,20120717,5
Tobacco1.0-22330,0,0,1,san jose mercury news,2011,9,14,20110914,5
Tobacco1.0-21275,0,0,1,washington post,2005,8,9,20050809,10
Tobacco1.0-11511,0,1,0,new york times,1996,12,15,19961215,9
Tobacco1.0-12087,0,1,0,st. louis post-dispatch,1997,4,17,19970417,9
Tobacco1.0-6396,0,0,1,san jose mercury news,2011,3,18,20110318,12
Tobacco1.0-1877,0,0,1,washington post,1996,2,24,19960224,12
Tobacco1.0-4537,0,0,1,palm beach post,2005,1,29,20050129,0
Tobacco1.0-1872,0,0,1,new york times,1996,2,25,19960225,10
Tobacco1.0-22524,0,1,0,palm beach post,2000,6,16,20000616,5
Tobacco1.0-16614,0,0,1,daily news,1999,12,16,19991216,0
Tobacco1.0-22526,0,0,1,daily news,2000,6,15,20000615,5
Tobacco1.0-12313,0,1,0,st. louis post-dispatch,1997,5,25,19970525,6
Tobacco1.0-19526,0,0,1,new york times,2002,9,21,20020921,4
Tobacco1.0-4080,0,0,1,saint paul pioneer press,2002,3,19,20020319,0
Tobacco1.0-18836,0,0,1,san jose mercury news,2002,7,6,20020706,10
Tobacco1.0-16721,0,1,0,washington post,1999,11,21,19991121,4
Tobacco1.0-18904,0,0,1,denver post,2002,6,19,20020619,4
Tobacco1.0-2470,0,0,1,palm beach post,1997,2,4,19970204,4
Tobacco1.0-15476,0,0,1,saint paul pioneer press,1998,10,14,19981014,12
Tobacco1.0-7629,0,0,1,new york times,1994,5,26,19940526,0
Tobacco1.0-7628,0,0,1,atlanta journal and constitution,1994,5,26,19940526,5
Tobacco1.0-6710,0,0,1,san jose mercury news,2012,3,1,20120301,0
Tobacco1.0-13810,0,0,1,saint paul pioneer press,1997,9,18,19970918,0
Tobacco1.0-6714,0,0,1,washington post,2012,3,1,20120301,4
Tobacco1.0-25503,0,0,1,new york times,2006,12,18,20061218,9
Tobacco1.0-22096,0,0,1,palm beach post,2010,8,6,20100806,4
Tobacco1.0-25310,0,1,0,philadelphia inquirer,2006,5,22,20060522,8
Tobacco1.0-22639,0,1,0,st. louis post-dispatch,2000,5,24,20000524,8
Tobacco1.0-13813,0,0,1,st. louis post-dispatch,1997,9,18,19970918,12
Tobacco1.0-19232,0,0,1,new york times,2002,12,12,20021212,11
Tobacco1.0-22183,0,0,1,st. louis post-dispatch,2011,12,5,20111205,10
Tobacco1.0-22366,0,0,1,washington post,2011,8,18,20110818,4
Tobacco1.0-12881,0,0,1,philadelphia inquirer,1997,6,8,19970608,9
Tobacco1.0-12882,0,0,1,st. petersburg times,1997,6,8,19970608,0
Tobacco1.0-12884,0,0,1,philadelphia inquirer,1997,6,7,19970607,4
Tobacco1.0-8012,0,0,1,st. louis post-dispatch,1995,6,2,19950602,10
Tobacco1.0-22636,0,0,1,philadelphia inquirer,2000,5,24,20000524,8
Tobacco1.0-25580,0,0,1,new york times,2006,11,18,20061118,4
Tobacco1.0-11987,0,1,0,washington post,1997,4,25,19970425,4
Tobacco1.0-1720,0,0,1,daily news,1996,3,20,19960320,2
Tobacco1.0-3385,0,0,1,philadelphia inquirer,2000,3,28,20000328,9
Tobacco1.0-6958,0,0,1,palm beach post,1992,6,24,19920624,0
Tobacco1.0-11418,0,1,0,washington post,1996,8,10,19960810,4
Tobacco1.0-7502,0,0,1,san jose mercury news,1994,6,20,19940620,0
Tobacco1.0-25438,0,0,1,philadelphia inquirer,2006,4,13,20060413,4
Tobacco1.0-10766,0,0,1,new york times,1994,12,8,19941208,5
Tobacco1.0-2013,0,0,1,washington post,1996,1,29,19960129,10
Tobacco1.0-7532,0,0,1,new york times,1994,6,12,19940612,12
Tobacco1.0-7534,0,0,1,palm beach post,1994,6,12,19940612,12
Tobacco1.0-6002,0,0,1,palm beach post,2010,6,2,20100602,8
Tobacco1.0-26747,0,0,1,new york times,2013,4,10,20130410,0
Tobacco1.0-27345,0,0,1,st. petersburg times,1992,3,1,19920301,9
Tobacco1.0-23331,0,0,1,new york times,2003,3,26,20030326,12
Tobacco1.0-3635,0,0,1,washington post,2000,2,4,20000204,12
Tobacco1.0-23693,0,0,1,st. petersburg times,2003,6,29,20030629,10
Tobacco1.0-22989,0,0,1,washington post,2000,9,1,20000901,10
Tobacco1.0-22986,0,0,1,saint paul pioneer press,2000,9,1,20000901,10
Tobacco1.0-7388,0,0,1,st. petersburg times,1993,5,14,19930514,10
Tobacco1.0-2723,0,0,1,san jose mercury news,1998,1,18,19980118,10
Tobacco1.0-18129,0,0,1,st. petersburg times,2001,11,13,20011113,8
Tobacco1.0-2724,0,1,0,san jose mercury news,1998,1,18,19980118,12
Tobacco1.0-23135,0,0,1,st. louis post-dispatch,2000,7,26,20000726,8
Tobacco1.0-495,0,0,1,st. louis post-dispatch,1991,2,23,19910223,8
Tobacco1.0-23452,0,0,1,herald-sun,2003,3,6,20030306,0
Tobacco1.0-24679,0,0,1,atlanta journal and constitution,2003,11,15,20031115,0
Tobacco1.0-11180,0,0,1,saint paul pioneer press,1996,8,31,19960831,0
Tobacco1.0-1940,0,0,1,herald-sun,1996,2,12,19960212,0
Tobacco1.0-24675,0,0,1,philadelphia inquirer,2003,11,16,20031116,8
Tobacco1.0-11187,0,0,1,washington post,1996,8,31,19960831,9
Tobacco1.0-25727,0,0,1,san jose mercury news,2006,10,4,20061004,11
Tobacco1.0-11747,0,0,1,daily news,1996,10,25,19961025,6
Tobacco1.0-17065,0,0,1,san jose mercury news,1998,3,20,19980320,8
Tobacco1.0-16186,0,0,1,herald-sun,1999,9,23,19990923,4
Tobacco1.0-8136,0,0,1,herald-sun,1995,4,30,19950430,10
Tobacco1.0-7448,0,0,1,denver post,1994,6,24,19940624,2
Tobacco1.0-2655,0,0,1,philadelphia inquirer,1998,1,27,19980127,4
Tobacco1.0-7445,0,0,1,san jose mercury news,1994,6,26,19940626,10
Tobacco1.0-26293,0,0,1,st. louis post-dispatch,2007,4,9,20070409,10
Tobacco1.0-2121,0,0,1,raleigh extra,1997,3,30,19970330,8
Tobacco1.0-3161,0,1,0,washington post,1999,2,11,19990211,4
Tobacco1.0-23078,0,0,1,st. louis post-dispatch,2000,8,7,20000807,2
Tobacco1.0-9663,0,0,1,atlanta journal and constitution,1995,7,12,19950712,10
Tobacco1.0-3528,0,0,1,atlanta journal and constitution,2000,2,29,20000229,0
Tobacco1.0-15088,0,1,0,atlanta journal and constitution,1998,6,9,19980609,12
Tobacco1.0-1418,0,0,1,new york times,1995,3,9,19950309,4
Tobacco1.0-3525,0,1,0,new york times,2000,3,1,20000301,0
Tobacco1.0-3526,0,0,1,philadelphia inquirer,2000,3,1,20000301,0
Tobacco1.0-7541,0,0,1,st. louis post-dispatch,1994,6,10,19940610,4
Tobacco1.0-23075,0,0,1,palm beach post,2000,8,8,20000808,12
Tobacco1.0-8242,0,0,1,usa today,1995,4,6,19950406,0
Tobacco1.0-1411,0,1,0,atlanta journal and constitution,1995,3,10,19950310,8
Tobacco1.0-22093,0,0,1,palm beach post,2010,8,9,20100809,4
Tobacco1.0-18625,0,0,1,st. louis post-dispatch,2001,4,18,20010418,5
Tobacco1.0-24071,0,0,1,st. petersburg times,2003,4,9,20030409,3
Tobacco1.0-12149,0,0,1,herald-sun,1997,4,9,19970409,4
Tobacco1.0-7849,0,0,1,st. louis post-dispatch,1994,4,14,19940414,8
Tobacco1.0-1224,0,1,0,san jose mercury news,1994,2,3,19940203,12
Tobacco1.0-4387,0,1,0,st. petersburg times,2005,3,11,20050311,10
Tobacco1.0-1227,0,0,1,denver post,1994,2,2,19940202,8
Tobacco1.0-4383,0,0,1,philadelphia inquirer,2005,3,11,20050311,12
Tobacco1.0-26167,0,0,1,st. petersburg times,2007,6,7,20070607,10
Tobacco1.0-8396,0,1,0,denver post,1996,5,8,19960508,11
Tobacco1.0-4388,0,0,1,atlanta journal and constitution,2005,3,10,20050310,8
Tobacco1.0-25813,0,0,1,st. louis post-dispatch,2006,9,1,20060901,0
Tobacco1.0-23589,0,0,1,atlanta journal and constitution,2003,1,28,20030128,0
Tobacco1.0-4898,0,0,1,washington post,2006,1,7,20060107,10
Tobacco1.0-9863,0,0,1,st. louis post-dispatch,1996,7,3,19960703,5
Tobacco1.0-9862,0,0,1,st. louis post-dispatch,1996,7,3,19960703,12
Tobacco1.0-8628,0,0,1,new york times,1996,4,10,19960410,4
Tobacco1.0-15242,0,0,1,herald-sun,1998,11,19,19981119,4
Tobacco1.0-15241,0,0,1,herald-sun,1998,11,19,19981119,0
Tobacco1.0-15713,0,0,1,new york times,1999,6,29,19990629,8
Tobacco1.0-27354,0,0,1,st. louis post-dispatch,1992,2,27,19920227,12
Tobacco1.0-14449,0,0,1,palm beach post,1998,2,10,19980210,0
Tobacco1.0-18332,0,0,1,st. petersburg times,2001,7,20,20010720,0
Tobacco1.0-14205,0,0,1,palm beach post,1997,11,19,19971119,0
Tobacco1.0-25987,0,0,1,st. louis post-dispatch,2007,9,17,20070917,8
Tobacco1.0-25986,0,0,1,new york times,2007,9,18,20070918,0
Tobacco1.0-14440,0,0,1,saint paul pioneer press,1998,2,11,19980211,4
Tobacco1.0-26008,0,0,1,new york times,2007,8,30,20070830,0
Tobacco1.0-24104,0,0,1,philadelphia inquirer,2003,4,5,20030405,0
Tobacco1.0-24459,0,0,1,herald-sun,2003,7,22,20030722,0
Tobacco1.0-566,0,0,1,st. petersburg times,1991,1,14,19910114,9
Tobacco1.0-563,0,0,1,washington post,1991,1,16,19910116,6
Tobacco1.0-20177,0,0,1,washington post,2004,6,28,20040628,0
Tobacco1.0-561,0,0,1,palm beach post,1991,1,17,19910117,10
Tobacco1.0-20179,0,0,1,saint paul pioneer press,2004,6,27,20040627,12
Tobacco1.0-20178,0,0,1,new york times,2004,6,27,20040627,4
Tobacco1.0-15888,0,0,1,st. petersburg times,1999,5,23,19990523,9
Tobacco1.0-11376,0,0,1,philadelphia inquirer,1996,8,15,19960815,5
Tobacco1.0-24584,0,0,1,daily news,2003,12,24,20031224,10
Tobacco1.0-3625,0,0,1,atlanta journal and constitution,2000,2,4,20000204,12
Tobacco1.0-24582,0,0,1,saint paul pioneer press,2003,12,25,20031225,0
Tobacco1.0-19725,0,0,1,daily news,2004,11,10,20041110,8
Tobacco1.0-25856,0,0,1,saint paul pioneer press,2007,12,9,20071209,11
Tobacco1.0-25850,0,0,1,st. louis post-dispatch,2007,12,10,20071210,5
Tobacco1.0-21627,0,0,1,atlanta journal and constitution,2009,11,18,20091118,5
Tobacco1.0-10106,0,1,0,new york times,1995,11,29,19951129,4
Tobacco1.0-19647,0,1,0,st. louis post-dispatch,2004,12,2,20041202,8
Tobacco1.0-1165,0,0,1,st. louis post-dispatch,1994,2,21,19940221,10
Tobacco1.0-166,0,0,1,palm beach post,1990,8,28,19900828,10
Tobacco1.0-164,0,0,1,st. louis post-dispatch,1990,9,3,19900903,5
Tobacco1.0-10108,0,0,1,philadelphia inquirer,1995,11,29,19951129,5
Tobacco1.0-9286,0,0,1,denver post,1995,8,29,19950829,5
Tobacco1.0-22839,0,0,1,san jose mercury news,2000,4,8,20000408,4
Tobacco1.0-21758,0,0,1,st. louis post-dispatch,2009,9,1,20090901,4
Tobacco1.0-18481,0,0,1,daily news,2001,6,5,20010605,4
Tobacco1.0-10435,0,0,1,atlanta journal and constitution,1995,9,5,19950905,10
Tobacco1.0-17309,0,0,1,herald-sun,1998,9,17,19980917,0
Tobacco1.0-2711,0,0,1,philadelphia inquirer,1998,1,19,19980119,4
Tobacco1.0-19711,0,0,1,st. louis post-dispatch,2004,11,15,20041115,8
Tobacco1.0-20354,0,0,1,atlanta journal and constitution,2004,5,14,20040514,9
Tobacco1.0-1600,0,0,1,herald-sun,1995,1,15,19950115,1
Tobacco1.0-25182,0,0,1,daily news,2006,7,2,20060702,2
Tobacco1.0-10329,0,0,1,herald-sun,1995,10,7,19951007,4
Tobacco1.0-305,0,1,0,usa today,1991,5,30,19910530,8
Tobacco1.0-10325,0,0,1,atlanta journal and constitution,1995,10,8,19951008,9
Tobacco1.0-9042,0,0,1,palm beach post,1992,12,18,19921218,5
Tobacco1.0-5273,0,0,1,saint paul pioneer press,2009,6,11,20090611,12
Tobacco1.0-25189,0,0,1,denver post,2006,7,2,20060702,10
Tobacco1.0-10320,0,1,0,new york times,1995,10,10,19951010,5
Tobacco1.0-15062,0,0,1,denver post,1998,6,11,19980611,4
Tobacco1.0-10039,0,0,1,herald-sun,1995,12,21,19951221,5
Tobacco1.0-15060,0,0,1,daily news,1998,6,11,19980611,9
Tobacco1.0-14598,0,0,1,atlanta journal and constitution,1998,5,22,19980522,0
Tobacco1.0-27014,0,0,1,st. louis post-dispatch,1990,4,15,19900415,10
Tobacco1.0-10745,0,0,1,new york times,1994,12,15,19941215,5
Tobacco1.0-27018,0,0,1,st. louis post-dispatch,1990,4,12,19900412,5
Tobacco1.0-16199,0,0,1,atlanta journal and constitution,1999,9,22,19990922,4
Tobacco1.0-14043,0,1,0,daily news,1997,12,18,19971218,5
Tobacco1.0-10743,0,0,1,new york times,1994,12,15,19941215,0
Tobacco1.0-4169,0,0,1,st. louis post-dispatch,2002,2,14,20020214,9
Tobacco1.0-15660,0,0,1,st. louis post-dispatch,1998,12,6,19981206,12
Tobacco1.0-9911,0,0,1,new york times,1996,6,26,19960626,0
Tobacco1.0-9442,0,0,1,daily news,1995,8,11,19950811,0
Tobacco1.0-10872,0,1,0,st. louis post-dispatch,1994,11,2,19941102,9
Tobacco1.0-26980,0,0,1,palm beach post,1990,5,6,19900506,3
Tobacco1.0-10005,0,0,1,herald-sun,1996,6,1,19960601,2
Tobacco1.0-18600,0,0,1,new york times,2001,4,26,20010426,4
Tobacco1.0-26984,0,0,1,usa today,1990,5,2,19900502,0
Tobacco1.0-5882,0,0,1,washington post,2008,2,1,20080201,12
Tobacco1.0-16770,0,0,1,herald-sun,1999,11,13,19991113,0
Tobacco1.0-5743,0,0,1,denver post,2008,4,18,20080418,0
Tobacco1.0-212,0,0,1,palm beach post,1990,7,14,19900714,12
Tobacco1.0-10252,0,0,1,san jose mercury news,1995,11,1,19951101,8
Tobacco1.0-10920,0,0,1,atlanta journal and constitution,1994,10,19,19941019,8
Tobacco1.0-5385,0,0,1,daily news,2009,4,6,20090406,6
Tobacco1.0-9115,0,0,1,usa today,1992,11,18,19921118,8
Tobacco1.0-2020,0,0,1,washington post,1996,1,27,19960127,10
Tobacco1.0-413,0,0,1,st. louis post-dispatch,1991,4,4,19910404,12
Tobacco1.0-942,0,0,1,usa today,1993,1,8,19930108,9
Tobacco1.0-19823,0,0,1,saint paul pioneer press,2004,10,7,20041007,0
Tobacco1.0-24640,0,0,1,new york times,2003,12,2,20031202,10
Tobacco1.0-10635,0,0,1,st. louis post-dispatch,1993,10,4,19931004,9
Tobacco1.0-16099,0,0,1,washington post,1999,4,8,19990408,12
Tobacco1.0-10639,0,0,1,st. louis post-dispatch,1993,10,3,19931003,0
Tobacco1.0-13451,0,0,1,herald-sun,1997,8,7,19970807,4
Tobacco1.0-784,0,0,1,atlanta journal and constitution,1993,2,27,19930227,0
Tobacco1.0-781,0,0,1,atlanta journal and constitution,1993,3,1,19930301,0
Tobacco1.0-13698,0,0,1,palm beach post,1997,10,5,19971005,5
Tobacco1.0-9459,0,1,0,san jose mercury news,1995,8,11,19950811,5
Tobacco1.0-9284,0,1,0,st. louis post-dispatch,1995,8,31,19950831,5
Tobacco1.0-14625,0,1,0,washington post,1998,5,21,19980521,8
Tobacco1.0-20751,0,0,1,new york times,2005,5,26,20050526,4
Tobacco1.0-18792,0,1,0,new york times,2002,7,17,20020717,0
Tobacco1.0-18793,0,0,1,san jose mercury news,2002,7,17,20020717,5
Tobacco1.0-18790,0,0,1,philadelphia inquirer,2002,7,18,20020718,6
Tobacco1.0-26002,0,1,0,st. louis post-dispatch,2007,9,3,20070903,8
Tobacco1.0-10819,0,0,1,atlanta journal and constitution,1994,11,17,19941117,10
Tobacco1.0-18900,0,0,1,philadelphia inquirer,2002,6,20,20020620,8
Tobacco1.0-23070,0,0,1,palm beach post,2000,8,9,20000809,9
Tobacco1.0-16993,0,0,1,philadelphia inquirer,1998,3,29,19980329,5
Tobacco1.0-14822,0,0,1,saint paul pioneer press,1998,5,3,19980503,4
Tobacco1.0-19398,0,0,1,herald-sun,2002,10,23,20021023,0
Tobacco1.0-3839,0,0,1,new york times,2001,3,10,20010310,0
Tobacco1.0-383,0,0,1,new york times,1991,4,13,19910413,0
Tobacco1.0-12271,0,0,1,st. petersburg times,1997,5,29,19970529,10
Tobacco1.0-3831,0,0,1,washington post,2001,3,14,20010314,10
Tobacco1.0-12277,0,0,1,herald-sun,1997,5,28,19970528,4
Tobacco1.0-10361,0,0,1,atlanta journal and constitution,1995,9,27,19950927,8
Tobacco1.0-4520,0,0,1,herald-sun,2005,2,4,20050204,5
Tobacco1.0-18460,0,0,1,saint paul pioneer press,2001,6,8,20010608,5
Tobacco1.0-1065,0,0,1,new york times,1994,3,15,19940315,8
Tobacco1.0-8972,0,0,1,new york times,1991,7,27,19910727,3
Tobacco1.0-5708,0,0,1,saint paul pioneer press,2008,5,5,20080505,10
Tobacco1.0-4522,0,0,1,st. louis post-dispatch,2005,2,4,20050204,11
Tobacco1.0-19407,0,0,1,palm beach post,2002,10,21,20021021,8
Tobacco1.0-12677,0,1,0,philadelphia inquirer,1997,6,23,19970623,5
Tobacco1.0-18661,0,0,1,washington post,2001,4,2,20010402,8
Tobacco1.0-12672,0,0,1,new york times,1997,6,23,19970623,0
Tobacco1.0-19153,0,0,1,new york times,2002,4,2,20020402,4
Tobacco1.0-5964,0,1,0,new york times,2010,6,27,20100627,5
Tobacco1.0-5379,0,0,1,usa today,2009,4,9,20090409,0
Tobacco1.0-19688,0,0,1,st. louis post-dispatch,2004,11,18,20041118,5
Tobacco1.0-25220,0,0,1,denver post,2006,6,26,20060626,0
Tobacco1.0-25221,0,0,1,denver post,2006,6,26,20060626,9
Tobacco1.0-25226,0,0,1,washington post,2006,6,25,20060625,0
Tobacco1.0-25227,0,1,0,st. louis post-dispatch,2006,6,24,20060624,4
Tobacco1.0-25225,0,0,1,denver post,2006,6,25,20060625,11
Tobacco1.0-16190,0,0,1,philadelphia inquirer,1999,9,23,19990923,4
Tobacco1.0-18782,0,0,1,st. louis post-dispatch,2002,7,21,20020721,0
Tobacco1.0-22253,0,0,1,washington post,2011,10,26,20111026,4
Tobacco1.0-25121,0,0,1,usa today,2006,7,13,20060713,8
Tobacco1.0-16198,0,0,1,atlanta journal and constitution,1999,9,22,19990922,4
Tobacco1.0-7703,0,0,1,st. louis post-dispatch,1994,5,10,19940510,12
Tobacco1.0-16305,0,0,1,herald-sun,1999,8,27,19990827,0
Tobacco1.0-7706,0,0,1,new york times,1994,5,9,19940509,8
Tobacco1.0-23874,0,0,1,st. louis post-dispatch,2003,5,22,20030522,4
Tobacco1.0-1245,0,0,1,san jose mercury news,1994,1,30,19940130,9
Tobacco1.0-7660,0,0,1,san jose mercury news,1994,5,19,19940519,10
Tobacco1.0-26317,0,0,1,st. louis post-dispatch,2012,12,27,20121227,4
Tobacco1.0-12074,0,0,1,herald-sun,1997,4,17,19970417,0
Tobacco1.0-13994,0,0,1,new york times,1997,12,25,19971225,2
Tobacco1.0-26101,0,1,0,new york times,2007,7,17,20070717,5
Tobacco1.0-6497,0,0,1,saint paul pioneer press,2011,1,24,20110124,5
Tobacco1.0-6147,0,0,1,washington post,2010,2,2,20100202,8
Tobacco1.0-6146,0,0,1,st. louis post-dispatch,2010,2,2,20100202,12
Tobacco1.0-21244,0,0,1,atlanta journal and constitution,2005,8,16,20050816,8
Tobacco1.0-5366,0,0,1,washington post,2009,4,16,20090416,10
Tobacco1.0-6270,0,0,1,daily news,2011,5,31,20110531,6
Tobacco1.0-8971,0,0,1,new york times,1991,7,27,19910727,3
Tobacco1.0-6439,0,0,1,san jose mercury news,2011,2,24,20110224,2
Tobacco1.0-6817,0,1,0,st. louis post-dispatch,1992,8,26,19920826,8
Tobacco1.0-26625,0,0,1,washington post,2013,7,4,20130704,8
Tobacco1.0-2394,0,0,1,st. louis post-dispatch,1997,2,16,19970216,8
Tobacco1.0-3710,0,0,1,saint paul pioneer press,2000,1,15,20000115,5
Tobacco1.0-1845,0,0,1,palm beach post,1996,3,3,19960303,5
Tobacco1.0-2330,0,0,1,atlanta journal and constitution,1997,2,28,19970228,8
Tobacco1.0-26629,0,0,1,philadelphia inquirer,2013,6,28,20130628,5
Tobacco1.0-1846,0,0,1,philadelphia inquirer,1996,3,3,19960303,9
Tobacco1.0-19535,0,0,1,daily news,2002,9,19,20020919,12
Tobacco1.0-19534,0,0,1,st. louis post-dispatch,2002,9,20,20020920,0
Tobacco1.0-22535,0,0,1,palm beach post,2000,6,13,20000613,0
Tobacco1.0-22531,0,1,0,saint paul pioneer press,2000,6,14,20000614,4
Tobacco1.0-18806,0,0,1,st. louis post-dispatch,2002,7,13,20020713,12
Tobacco1.0-19715,0,0,1,new york times,2004,11,14,20041114,4
Tobacco1.0-16379,0,0,1,atlanta journal and constitution,1999,8,6,19990806,0
Tobacco1.0-7142,0,0,1,usa today,1993,8,20,19930820,8
Tobacco1.0-14462,0,0,1,herald-sun,1998,2,9,19980209,0
