,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
gun_control1.0-1106,0,0,1,atlanta journal and constitution,1991,4,23,19910423,12
gun_control1.0-4223,0,0,1,st. petersburg times,1996,3,28,19960328,12
gun_control1.0-340,0,0,1,new york times,1981,5,5,19810505,11
gun_control1.0-3864,0,0,1,new york times,1995,4,29,19950429,4
gun_control1.0-9390,0,0,1,new york times,2003,5,14,20030514,4
gun_control1.0-2874,0,0,1,san jose mercury news,1994,4,13,19940413,12
gun_control1.0-5388,0,0,1,atlanta journal and constitution,1999,2,9,19990209,4
gun_control1.0-2872,0,0,1,san jose mercury news,1994,4,13,19940413,12
gun_control1.0-10406,0,0,1,san jose mercury news,2010,7,4,20100704,4
gun_control1.0-4230,0,0,1,washington post,1996,3,26,19960326,12
gun_control1.0-4233,0,0,1,washington post,1996,3,25,19960325,12
gun_control1.0-4234,0,0,1,denver post,1996,3,24,19960324,6
gun_control1.0-4235,0,0,1,denver post,1996,3,24,19960324,5
gun_control1.0-1871,0,0,1,palm beach post,1993,10,18,19931018,4
gun_control1.0-4239,0,0,1,st. louis post-dispatch,1996,3,24,19960324,12
gun_control1.0-1301,0,0,1,st. louis post-dispatch,1990,12,19,19901219,12
gun_control1.0-9928,0,0,1,new york times,2004,2,25,20040225,2
gun_control1.0-10975,0,0,1,washington post,2011,1,20,20110120,0
gun_control1.0-10974,0,0,1,new york times,2011,1,20,20110120,8
gun_control1.0-1305,0,0,1,palm beach post,1990,12,16,19901216,4
gun_control1.0-1304,0,0,1,usa today,1990,12,17,19901217,12
gun_control1.0-1639,0,0,1,palm beach post,1992,1,29,19920129,8
gun_control1.0-3884,0,0,1,usa today,1995,4,26,19950426,4
gun_control1.0-1893,0,0,1,st. petersburg times,1993,10,9,19931009,12
gun_control1.0-10996,0,0,1,denver post,2011,1,15,20110115,12
gun_control1.0-10994,0,0,1,washington post,2011,1,16,20110116,0
gun_control1.0-1897,0,0,1,st. louis post-dispatch,1993,10,8,19931008,12
gun_control1.0-1894,0,0,1,palm beach post,1993,10,8,19931008,10
gun_control1.0-7395,0,0,1,philadelphia inquirer,2000,3,3,20000303,12
gun_control1.0-12151,0,0,1,daily news,2012,12,28,20121228,12
gun_control1.0-5380,0,0,1,atlanta journal and constitution,1999,2,11,19990211,4
gun_control1.0-5889,0,0,1,atlanta journal and constitution,1999,6,10,19990610,4
gun_control1.0-10575,0,0,1,new york times,2010,2,20,20100220,5
gun_control1.0-10577,0,0,1,washington post,2010,2,19,20100219,5
gun_control1.0-10571,0,0,1,denver post,2010,2,24,20100224,5
gun_control1.0-10430,0,0,1,philadelphia inquirer,2010,6,29,20100629,4
gun_control1.0-3653,0,0,1,herald-sun,1995,7,30,19950730,5
gun_control1.0-3651,0,0,1,palm beach post,1995,7,31,19950731,11
gun_control1.0-6933,0,0,1,san jose mercury news,1999,10,17,19991017,8
gun_control1.0-4159,0,0,1,washington post,1996,5,7,19960507,0
gun_control1.0-3656,0,0,1,atlanta journal and constitution,1995,7,26,19950726,5
gun_control1.0-2592,0,0,1,st. louis post-dispatch,1993,11,14,19931114,4
gun_control1.0-4155,0,0,1,new york times,1996,5,12,19960512,12
gun_control1.0-4154,0,0,1,daily news,1996,5,12,19960512,4
gun_control1.0-4157,0,0,1,saint paul pioneer press,1996,5,9,19960509,4
gun_control1.0-2007,0,1,0,new york times,1993,7,11,19930711,12
gun_control1.0-4158,0,1,0,atlanta journal and constitution,1996,5,8,19960508,7
gun_control1.0-9730,0,0,1,washington post,2004,8,1,20040801,10
gun_control1.0-3536,0,0,1,saint paul pioneer press,1995,12,15,19951215,12
gun_control1.0-10354,0,0,1,palm beach post,2010,9,18,20100918,6
gun_control1.0-10357,0,0,1,daily news,2010,9,16,20100916,6
gun_control1.0-10356,0,0,1,philadelphia inquirer,2010,9,18,20100918,5
gun_control1.0-10350,0,0,1,philadelphia inquirer,2010,9,22,20100922,11
gun_control1.0-3530,0,1,0,usa today,1995,12,19,19951219,5
gun_control1.0-82,0,0,1,palm beach post,1988,10,17,19881017,0
gun_control1.0-2420,0,0,1,new york times,1993,12,16,19931216,5
gun_control1.0-10195,0,0,1,washington post,2005,4,26,20050426,12
gun_control1.0-7333,0,0,1,denver post,2000,3,10,20000310,11
gun_control1.0-2120,0,0,1,washington post,1993,3,4,19930304,6
gun_control1.0-11026,0,0,1,new york times,2011,1,11,20110111,12
gun_control1.0-10751,0,1,0,usa today,2011,9,7,20110907,6
gun_control1.0-7205,0,0,1,st. louis post-dispatch,2000,3,23,20000323,0
gun_control1.0-10753,0,0,1,st. petersburg times,2011,9,2,20110902,5
gun_control1.0-10754,0,0,1,usa today,2011,9,2,20110902,12
gun_control1.0-7202,0,1,0,daily news,2000,3,23,20000323,12
gun_control1.0-10756,0,0,1,palm beach post,2011,8,31,20110831,4
gun_control1.0-7208,0,0,1,atlanta journal and constitution,2000,3,22,20000322,6
gun_control1.0-2070,0,0,1,st. petersburg times,1993,4,23,19930423,5
gun_control1.0-5554,0,0,1,washington post,1998,11,8,19981108,12
gun_control1.0-5798,0,0,1,st. louis post-dispatch,1999,6,17,19990617,12
gun_control1.0-7427,0,0,1,new york times,2000,2,27,20000227,11
gun_control1.0-2001,0,0,1,st. petersburg times,1993,7,17,19930717,2
gun_control1.0-5791,0,0,1,washington post,1999,6,18,19990618,12
gun_control1.0-5796,0,0,1,philadelphia inquirer,1999,6,17,19990617,8
gun_control1.0-904,0,0,1,new york times,1991,6,29,19910629,12
gun_control1.0-3220,0,0,1,philadelphia inquirer,1995,2,12,19950212,0
gun_control1.0-7029,0,0,1,denver post,2000,4,16,20000416,12
gun_control1.0-3225,0,0,1,atlanta journal and constitution,1995,2,9,19950209,12
gun_control1.0-7025,0,0,1,san jose mercury news,2000,4,17,20000417,12
gun_control1.0-7021,0,0,1,herald-sun,2000,4,18,20000418,12
gun_control1.0-2834,0,0,1,st. louis post-dispatch,1994,4,26,19940426,7
gun_control1.0-2013,0,0,1,new york times,1993,7,4,19930704,6
gun_control1.0-2010,0,0,1,st. petersburg times,1993,7,8,19930708,9
gun_control1.0-2011,0,0,1,palm beach post,1993,7,7,19930707,12
gun_control1.0-8658,0,0,1,washington post,2001,6,6,20010606,12
gun_control1.0-2014,0,1,0,st. petersburg times,1993,7,3,19930703,10
gun_control1.0-9034,0,0,1,washington post,2002,5,10,20020510,4
gun_control1.0-6553,0,0,1,st. louis post-dispatch,2000,2,16,20000216,6
gun_control1.0-7538,0,0,1,washington post,2000,6,15,20000615,5
gun_control1.0-6550,0,0,1,denver post,2000,2,16,20000216,11
gun_control1.0-6005,0,0,1,new york times,1999,5,26,19990526,5
gun_control1.0-6556,0,0,1,st. louis post-dispatch,2000,2,15,20000215,5
gun_control1.0-6555,0,0,1,denver post,2000,2,15,20000215,12
gun_control1.0-10434,0,0,1,st. louis post-dispatch,2010,6,29,20100629,4
gun_control1.0-4021,0,0,1,palm beach post,1996,8,31,19960831,4
gun_control1.0-366,0,1,0,new york times,1981,3,31,19810331,12
gun_control1.0-2739,0,0,1,usa today,1994,5,18,19940518,4
gun_control1.0-407,0,0,1,new york times,1980,7,8,19800708,6
gun_control1.0-6195,0,0,1,san jose mercury news,1999,9,8,19990908,0
gun_control1.0-9397,0,0,1,saint paul pioneer press,2003,5,11,20030511,5
gun_control1.0-6123,0,0,1,atlanta journal and constitution,1999,9,21,19990921,7
gun_control1.0-9032,0,0,1,daily news,2002,5,11,20020511,4
gun_control1.0-1519,0,0,1,st. louis post-dispatch,1992,5,15,19920515,6
gun_control1.0-7150,0,0,1,st. louis post-dispatch,2000,3,31,20000331,8
gun_control1.0-7151,0,0,1,washington post,2000,3,31,20000331,12
gun_control1.0-7152,0,0,1,atlanta journal and constitution,2000,3,30,20000330,12
gun_control1.0-6319,0,0,1,daily news,1999,8,13,19990813,3
gun_control1.0-7156,0,0,1,palm beach post,2000,3,30,20000330,8
gun_control1.0-9728,0,0,1,atlanta journal and constitution,2004,8,3,20040803,4
gun_control1.0-1308,0,0,1,new york times,1990,12,14,19901214,5
gun_control1.0-6314,0,0,1,denver post,1999,8,14,19990814,6
gun_control1.0-658,0,0,1,st. louis post-dispatch,1989,6,28,19890628,5
gun_control1.0-6313,0,0,1,daily news,1999,8,14,19990814,6
gun_control1.0-2309,0,0,1,palm beach post,1994,1,6,19940106,0
gun_control1.0-3346,0,1,0,usa today,1994,11,3,19941103,12
gun_control1.0-10794,0,0,1,washington post,2011,7,2,20110702,4
gun_control1.0-9661,0,0,1,washington post,2004,9,15,20040915,12
gun_control1.0-9664,0,0,1,new york times,2004,9,14,20040914,12
gun_control1.0-9323,0,0,1,saint paul pioneer press,2003,6,13,20030613,12
gun_control1.0-9666,0,0,1,saint paul pioneer press,2004,9,14,20040914,12
gun_control1.0-6798,0,0,1,new york times,1999,12,6,19991206,6
gun_control1.0-7863,0,0,1,washington post,2001,3,28,20010328,11
gun_control1.0-7726,0,0,1,new york times,2000,5,14,20000514,12
gun_control1.0-6791,0,1,0,new york times,1999,12,8,19991208,4
gun_control1.0-4444,0,0,1,new york times,1997,9,7,19970907,8
gun_control1.0-4443,0,0,1,philadelphia inquirer,1997,9,9,19970909,12
gun_control1.0-10726,0,0,1,washington post,2011,10,5,20111005,4
gun_control1.0-6797,0,0,1,new york times,1999,12,6,19991206,4
gun_control1.0-9721,0,0,1,herald-sun,2004,8,10,20040810,6
gun_control1.0-3312,0,0,1,atlanta journal and constitution,1994,12,13,19941213,13
gun_control1.0-3310,0,1,0,denver post,1994,12,16,19941216,7
gun_control1.0-11139,0,0,1,san jose mercury news,2012,4,5,20120405,6
gun_control1.0-11136,0,0,1,st. louis post-dispatch,2012,4,6,20120406,4
gun_control1.0-10052,0,0,1,st. petersburg times,2005,11,3,20051103,6
gun_control1.0-11131,0,1,0,new york times,2012,4,6,20120406,5
gun_control1.0-3918,0,0,1,herald-sun,1995,4,14,19950414,5
gun_control1.0-11144,0,0,1,palm beach post,2012,4,4,20120404,12
gun_control1.0-9799,0,0,1,philadelphia inquirer,2004,5,1,20040501,2
gun_control1.0-6775,0,0,1,new york times,1999,12,12,19991212,5
gun_control1.0-1355,0,0,1,st. louis post-dispatch,1990,9,15,19900915,4
gun_control1.0-9795,0,0,1,st. louis post-dispatch,2004,5,10,20040510,11
gun_control1.0-9797,0,1,0,herald-sun,2004,5,9,20040509,11
gun_control1.0-7355,0,0,1,st. louis post-dispatch,2000,3,8,20000308,12
gun_control1.0-6170,0,0,1,new york times,1999,9,12,19990912,10
gun_control1.0-5227,0,0,1,new york times,1997,11,5,19971105,12
gun_control1.0-11482,0,0,1,denver post,2012,7,29,20120729,11
gun_control1.0-1132,0,0,1,washington post,1991,4,13,19910413,12
gun_control1.0-11481,0,0,1,denver post,2012,7,29,20120729,5
gun_control1.0-4245,0,0,1,philadelphia inquirer,1996,3,23,19960323,12
gun_control1.0-8880,0,0,1,philadelphia inquirer,2002,10,9,20021009,12
gun_control1.0-9605,0,0,1,washington post,2004,10,12,20041012,7
gun_control1.0-9403,0,0,1,denver post,2003,5,8,20030508,4
gun_control1.0-5974,0,1,0,palm beach post,1999,5,30,19990530,12
gun_control1.0-5975,0,0,1,st. petersburg times,1999,5,30,19990530,12
gun_control1.0-5971,0,0,1,new york times,1999,5,30,19990530,12
gun_control1.0-11814,0,0,1,new york times,2012,12,20,20121220,2
gun_control1.0-2122,0,0,1,atlanta journal and constitution,1993,3,3,19930303,12
gun_control1.0-3000,0,0,1,st. louis post-dispatch,1994,3,1,19940301,0
gun_control1.0-3001,0,0,1,atlanta journal and constitution,1994,2,28,19940228,5
gun_control1.0-3007,0,0,1,san jose mercury news,1994,2,28,19940228,12
gun_control1.0-2123,0,1,0,new york times,1993,3,3,19930303,12
gun_control1.0-9889,0,0,1,daily news,2004,3,2,20040302,12
gun_control1.0-2278,0,0,1,st. louis post-dispatch,1994,1,13,19940113,12
gun_control1.0-7336,0,1,0,denver post,2000,3,10,20000310,12
gun_control1.0-9882,0,0,1,philadelphia inquirer,2004,3,3,20040303,12
gun_control1.0-2271,0,0,1,atlanta journal and constitution,1994,1,13,19940113,4
gun_control1.0-7837,0,0,1,denver post,2000,5,3,20000503,11
gun_control1.0-7204,0,0,1,san jose mercury news,2000,3,23,20000323,0
gun_control1.0-11790,0,0,1,tampa bay times,2012,12,21,20121221,11
gun_control1.0-11797,0,1,0,washington post,2012,12,21,20121221,11
gun_control1.0-5492,0,0,1,philadelphia inquirer,1998,12,2,19981202,4
gun_control1.0-1090,0,0,1,washington post,1991,4,28,19910428,5
gun_control1.0-1096,0,0,1,atlanta journal and constitution,1991,4,25,19910425,12
gun_control1.0-1094,0,0,1,atlanta journal and constitution,1991,4,25,19910425,12
gun_control1.0-4405,0,0,1,new york times,1997,10,9,19971009,8
gun_control1.0-5559,0,0,1,st. petersburg times,1998,11,4,19981104,11
gun_control1.0-11266,0,0,1,washington post,2012,2,5,20120205,13
gun_control1.0-8338,0,0,1,st. louis post-dispatch,2002,3,21,20020321,5
gun_control1.0-11264,0,0,1,daily news,2012,2,6,20120206,0
gun_control1.0-9538,0,0,1,washington post,2003,1,23,20030123,6
gun_control1.0-8336,0,0,1,denver post,2002,3,21,20020321,12
gun_control1.0-8330,0,0,1,denver post,2002,3,26,20020326,12
gun_control1.0-7201,0,0,1,atlanta journal and constitution,2000,3,23,20000323,12
gun_control1.0-3180,0,0,1,atlanta journal and constitution,1995,3,2,19950302,5
gun_control1.0-11644,0,0,1,washington post,2012,6,1,20120601,11
gun_control1.0-12113,0,0,1,new york times,2012,12,31,20121231,12
gun_control1.0-8425,0,0,1,philadelphia inquirer,2001,12,27,20011227,10
gun_control1.0-8427,0,0,1,philadelphia inquirer,2001,12,20,20011220,7
gun_control1.0-1482,0,0,1,washington post,1992,6,6,19920606,7
gun_control1.0-1653,0,0,1,atlanta journal and constitution,1992,1,16,19920116,5
gun_control1.0-27,0,1,0,new york times,1973,12,2,19731202,6
gun_control1.0-26,0,0,1,new york times,1973,12,31,19731231,0
gun_control1.0-24,0,0,1,new york times,1974,4,26,19740426,6
gun_control1.0-11811,0,0,1,new york times,2012,12,20,20121220,2
gun_control1.0-11869,0,0,1,new york times,2012,12,19,20121219,7
gun_control1.0-5155,0,0,1,new york times,1998,2,24,19980224,11
gun_control1.0-5152,0,0,1,philadelphia inquirer,1998,2,28,19980228,12
gun_control1.0-3021,0,0,1,atlanta journal and constitution,1994,2,25,19940225,4
gun_control1.0-4938,0,0,1,atlanta journal and constitution,1998,6,22,19980622,2
gun_control1.0-2662,0,0,1,palm beach post,1994,7,11,19940711,5
gun_control1.0-4933,0,0,1,new york times,1998,6,23,19980623,6
gun_control1.0-5158,0,1,0,washington post,1998,2,24,19980224,12
gun_control1.0-8752,0,0,1,st. petersburg times,2001,4,8,20010408,6
gun_control1.0-6103,0,0,1,herald-sun,1999,9,24,19990924,6
gun_control1.0-8755,0,0,1,st. petersburg times,2001,4,3,20010403,6
gun_control1.0-8209,0,0,1,st. petersburg times,2000,9,12,20000912,12
gun_control1.0-8759,0,1,0,washington post,2001,4,2,20010402,10
gun_control1.0-8289,0,1,0,san jose mercury news,2000,8,11,20000811,6
gun_control1.0-3533,0,0,1,new york times,1995,12,17,19951217,6
gun_control1.0-8685,0,1,0,daily news,2001,5,16,20010516,12
gun_control1.0-8684,0,0,1,atlanta journal and constitution,2001,5,16,20010516,7
gun_control1.0-8687,0,0,1,saint paul pioneer press,2001,5,16,20010516,12
gun_control1.0-4358,0,0,1,san jose mercury news,1996,1,25,19960125,12
gun_control1.0-8681,0,0,1,washington post,2001,5,17,20010517,5
gun_control1.0-8370,0,0,1,st. petersburg times,2002,2,24,20020224,11
gun_control1.0-2468,0,0,1,st. petersburg times,1993,12,6,19931206,5
gun_control1.0-2428,0,0,1,new york times,1993,12,14,19931214,5
gun_control1.0-2463,0,1,0,st. petersburg times,1993,12,7,19931207,5
gun_control1.0-2467,0,0,1,palm beach post,1993,12,6,19931206,12
gun_control1.0-7945,0,0,1,new york times,2001,1,21,20010121,8
gun_control1.0-3828,0,0,1,san jose mercury news,1995,5,7,19950507,12
gun_control1.0-4842,0,0,1,st. louis post-dispatch,1998,8,7,19980807,12
gun_control1.0-4841,0,0,1,saint paul pioneer press,1998,8,7,19980807,7
gun_control1.0-6941,0,0,1,denver post,1999,10,14,19991014,6
gun_control1.0-1262,0,0,1,new york times,1991,1,22,19910122,12
gun_control1.0-393,0,0,1,new york times,1980,12,14,19801214,12
gun_control1.0-3822,0,0,1,st. louis post-dispatch,1995,5,11,19950511,12
gun_control1.0-8363,0,0,1,washington post,2002,2,28,20020228,12
gun_control1.0-6948,0,1,0,atlanta journal and constitution,1999,10,12,19991012,4
gun_control1.0-8118,0,0,1,st. louis post-dispatch,2000,10,13,20001013,12
gun_control1.0-3826,0,1,0,new york times,1995,5,7,19950507,5
gun_control1.0-3827,0,0,1,new york times,1995,5,7,19950507,4
gun_control1.0-902,0,1,0,st. louis post-dispatch,1989,1,3,19890103,12
gun_control1.0-115,0,0,1,new york times,1988,7,30,19880730,6
gun_control1.0-11812,0,1,0,new york times,2012,12,20,20121220,12
gun_control1.0-4298,0,1,0,atlanta journal and constitution,1996,3,3,19960303,7
gun_control1.0-112,0,0,1,palm beach post,1988,8,2,19880802,6
gun_control1.0-12061,0,0,1,tampa bay times,2012,12,15,20121215,12
gun_control1.0-5084,0,0,1,saint paul pioneer press,1998,4,11,19980411,4
gun_control1.0-758,0,1,0,st. petersburg times,1989,4,16,19890416,10
gun_control1.0-12062,0,0,1,tampa bay times,2012,12,15,20121215,2
gun_control1.0-12065,0,0,1,denver post,2012,12,14,20121214,7
gun_control1.0-12064,0,0,1,denver post,2012,12,14,20121214,12
gun_control1.0-9100,0,0,1,denver post,2002,4,7,20020407,5
gun_control1.0-750,0,0,1,new york times,1989,4,20,19890420,12
gun_control1.0-203,0,0,1,new york times,1986,3,20,19860320,5
gun_control1.0-9451,0,0,1,philadelphia inquirer,2003,4,4,20030404,4
gun_control1.0-206,0,1,0,new york times,1986,3,7,19860307,12
gun_control1.0-207,0,0,1,new york times,1986,2,2,19860202,12
gun_control1.0-11364,0,0,1,new york times,2012,9,26,20120926,8
gun_control1.0-590,0,0,1,palm beach post,1989,10,4,19891004,8
gun_control1.0-5307,0,0,1,st. louis post-dispatch,1999,3,12,19990312,5
gun_control1.0-5306,0,0,1,atlanta journal and constitution,1999,3,12,19990312,4
gun_control1.0-5305,0,0,1,st. louis post-dispatch,1999,3,13,19990313,8
gun_control1.0-5301,0,0,1,denver post,1999,3,14,19990314,4
gun_control1.0-154,0,0,1,new york times,1987,6,22,19870622,6
gun_control1.0-155,0,0,1,new york times,1987,5,18,19870518,4
gun_control1.0-573,0,0,1,palm beach post,1989,11,22,19891122,12
gun_control1.0-570,0,0,1,st. petersburg times,1989,11,25,19891125,12
gun_control1.0-576,0,0,1,palm beach post,1989,11,19,19891119,12
gun_control1.0-577,0,0,1,st. petersburg times,1989,11,18,19891118,5
gun_control1.0-3794,0,0,1,usa today,1995,5,18,19950518,12
gun_control1.0-575,0,0,1,palm beach post,1989,11,19,19891119,10
gun_control1.0-3799,0,1,0,herald-sun,1995,5,16,19950516,12
gun_control1.0-2683,0,0,1,san jose mercury news,1994,6,29,19940629,4
gun_control1.0-2682,0,0,1,philadelphia inquirer,1994,6,29,19940629,12
gun_control1.0-2687,0,0,1,st. louis post-dispatch,1994,6,25,19940625,8
gun_control1.0-2686,0,0,1,philadelphia inquirer,1994,6,25,19940625,11
gun_control1.0-2685,0,0,1,atlanta journal and constitution,1994,6,27,19940627,4
gun_control1.0-2684,0,0,1,denver post,1994,6,28,19940628,12
gun_control1.0-2688,0,0,1,washington post,1994,6,25,19940625,5
gun_control1.0-8438,0,0,1,st. petersburg times,2001,12,9,20011209,4
gun_control1.0-2841,0,0,1,st. louis post-dispatch,1994,4,23,19940423,0
gun_control1.0-3381,0,0,1,new york times,1994,10,16,19941016,8
gun_control1.0-4207,0,0,1,washington post,1996,4,5,19960405,5
gun_control1.0-2842,0,0,1,denver post,1994,4,22,19940422,6
gun_control1.0-2847,0,1,0,st. louis post-dispatch,1994,4,21,19940421,12
gun_control1.0-1311,0,0,1,new york times,1990,12,6,19901206,12
gun_control1.0-11207,0,0,1,denver post,2012,3,20,20120320,4
gun_control1.0-3383,0,0,1,st. louis post-dispatch,1994,10,16,19941016,12
gun_control1.0-8524,0,0,1,palm beach post,2001,10,2,20011002,7
gun_control1.0-3382,0,0,1,philadelphia inquirer,1994,10,16,19941016,7
gun_control1.0-4144,0,1,0,new york times,1996,5,19,19960519,5
gun_control1.0-3385,0,1,0,philadelphia inquirer,1994,10,14,19941014,4
gun_control1.0-1191,0,0,1,new york times,1991,3,27,19910327,12
gun_control1.0-1271,0,0,1,st. petersburg times,1991,1,15,19910115,4
gun_control1.0-3113,0,0,1,atlanta journal and constitution,1995,3,22,19950322,12
gun_control1.0-1885,0,0,1,st. louis post-dispatch,1993,10,11,19931011,8
gun_control1.0-1214,0,0,1,usa today,1991,3,14,19910314,12
gun_control1.0-9589,0,1,0,st. petersburg times,2004,11,4,20041104,12
gun_control1.0-3386,0,0,1,san jose mercury news,1994,10,13,19941013,12
gun_control1.0-1217,0,0,1,palm beach post,1991,3,13,19910313,12
gun_control1.0-10212,0,0,1,herald-sun,2005,4,2,20050402,6
gun_control1.0-10213,0,1,0,st. louis post-dispatch,2005,4,1,20050401,5
gun_control1.0-6009,0,1,0,san jose mercury news,1999,5,26,19990526,5
gun_control1.0-372,0,0,1,new york times,1981,3,16,19810316,10
gun_control1.0-373,0,0,1,new york times,1981,2,27,19810227,5
gun_control1.0-375,0,0,1,new york times,1981,2,21,19810221,6
gun_control1.0-378,0,0,1,new york times,1981,2,14,19810214,12
gun_control1.0-8436,0,0,1,st. petersburg times,2001,12,10,20011210,12
gun_control1.0-7430,0,0,1,philadelphia inquirer,2000,2,26,20000226,13
