,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
same-sex_marriage1.0-6554,1,0,washington post,2010,1,25,20100125,1,0,0
same-sex_marriage1.0-6004,0,0,san jose mercury news,2009,11,30,20091130,0,0,1
same-sex_marriage1.0-5514,0,1,new york times,2008,10,11,20081011,1,0,0
same-sex_marriage1.0-5516,0,1,washington post,2008,10,11,20081011,1,0,0
same-sex_marriage1.0-5510,0,0,san jose mercury news,2008,10,13,20081013,1,0,0
same-sex_marriage1.0-5511,0,1,new york times,2008,10,12,20081012,0,0,1
same-sex_marriage1.0-5512,0,0,st. petersburg times,2008,10,12,20081012,1,0,0
same-sex_marriage1.0-119,0,1,washington post,2001,10,15,20011015,1,0,0
same-sex_marriage1.0-116,0,1,new york times,2001,10,16,20011016,1,0,0
same-sex_marriage1.0-114,0,0,new york times,2001,10,21,20011021,1,0,0
same-sex_marriage1.0-5049,0,0,washington post,2011,1,15,20110115,0,1,0
same-sex_marriage1.0-112,0,0,san jose mercury news,2001,11,5,20011105,1,0,0
same-sex_marriage1.0-113,0,0,atlanta journal and constitution,2001,11,2,20011102,1,0,0
same-sex_marriage1.0-111,0,1,washington post,2001,11,8,20011108,1,0,0
same-sex_marriage1.0-2995,0,1,new york times,2005,2,8,20050208,0,1,0
same-sex_marriage1.0-3340,0,1,washington post,2006,2,10,20060210,1,0,0
same-sex_marriage1.0-2996,0,0,new york times,2005,2,8,20050208,1,0,0
same-sex_marriage1.0-2991,0,0,daily news,2005,2,9,20050209,0,1,0
same-sex_marriage1.0-2990,0,1,daily news,2005,2,9,20050209,0,0,1
same-sex_marriage1.0-2992,0,0,new york times,2005,2,9,20050209,0,1,0
same-sex_marriage1.0-4395,0,0,daily news,2007,8,10,20070810,0,1,0
same-sex_marriage1.0-4397,0,1,san jose mercury news,2007,8,10,20070810,1,0,0
same-sex_marriage1.0-4396,0,0,new york times,2007,8,10,20070810,0,1,0
same-sex_marriage1.0-4391,0,1,washington post,2007,8,19,20070819,0,1,0
same-sex_marriage1.0-4642,0,1,new york times,2011,6,27,20110627,0,1,0
same-sex_marriage1.0-4393,0,0,new york times,2007,8,14,20070814,0,0,1
same-sex_marriage1.0-4399,0,0,usa today,2007,8,10,20070810,1,0,0
same-sex_marriage1.0-4398,0,1,st. louis post-dispatch,2007,8,10,20070810,1,0,0
same-sex_marriage1.0-4649,1,0,usa today,2011,6,27,20110627,1,0,0
same-sex_marriage1.0-4648,0,1,st. louis post-dispatch,2011,6,27,20110627,1,0,0
same-sex_marriage1.0-4029,0,0,philadelphia inquirer,2006,11,28,20061128,0,1,0
same-sex_marriage1.0-4023,0,1,washington post,2006,11,30,20061130,1,0,0
same-sex_marriage1.0-4021,0,1,washington post,2006,11,30,20061130,0,0,1
same-sex_marriage1.0-4027,0,0,new york times,2006,11,28,20061128,0,0,1
same-sex_marriage1.0-4026,0,1,washington post,2006,11,29,20061129,1,0,0
same-sex_marriage1.0-4025,0,0,philadelphia inquirer,2006,11,29,20061129,1,0,0
same-sex_marriage1.0-4024,0,0,new york times,2006,11,29,20061129,0,1,0
same-sex_marriage1.0-2541,0,0,philadelphia inquirer,2004,10,9,20041009,1,0,0
same-sex_marriage1.0-2398,0,1,atlanta journal and constitution,2004,11,10,20041110,1,0,0
same-sex_marriage1.0-2392,0,0,new york times,2004,11,13,20041113,0,1,0
same-sex_marriage1.0-2391,0,1,st. petersburg times,2004,11,14,20041114,1,0,0
same-sex_marriage1.0-2390,0,0,new york times,2004,11,14,20041114,1,0,0
same-sex_marriage1.0-2397,0,1,atlanta journal and constitution,2004,11,11,20041111,1,0,0
same-sex_marriage1.0-2396,0,0,saint paul pioneer press,2004,11,12,20041112,0,1,0
same-sex_marriage1.0-2394,1,0,st. petersburg times,2004,11,13,20041113,0,0,1
same-sex_marriage1.0-3558,0,1,san jose mercury news,2008,5,16,20080516,1,0,0
same-sex_marriage1.0-3552,0,0,st. louis post-dispatch,2008,5,17,20080517,1,0,0
same-sex_marriage1.0-3553,0,1,atlanta journal and constitution,2008,5,16,20080516,0,1,0
same-sex_marriage1.0-8946,0,1,washington post,2012,10,31,20121031,1,0,0
same-sex_marriage1.0-3551,0,1,san jose mercury news,2008,5,17,20080517,0,1,0
same-sex_marriage1.0-8940,0,1,new york times,2012,10,31,20121031,1,0,0
same-sex_marriage1.0-10957,0,1,st. louis post-dispatch,2000,2,25,20000225,1,0,0
same-sex_marriage1.0-3554,0,0,new york times,2008,5,16,20080516,1,0,0
same-sex_marriage1.0-10956,0,0,new york times,2000,2,25,20000225,0,0,1
same-sex_marriage1.0-6899,0,0,daily news,2011,5,5,20110505,1,0,0
same-sex_marriage1.0-6727,0,0,washington post,2011,6,25,20110625,1,0,0
same-sex_marriage1.0-6896,0,1,usa today,2011,5,6,20110506,1,0,0
same-sex_marriage1.0-6891,0,1,new york times,2011,5,7,20110507,0,1,0
same-sex_marriage1.0-6893,0,0,daily news,2011,5,6,20110506,1,0,0
same-sex_marriage1.0-7748,0,1,washington post,2012,4,24,20120424,0,0,1
same-sex_marriage1.0-7419,0,1,herald-sun,2012,4,22,20120422,0,0,1
same-sex_marriage1.0-2178,0,0,st. louis post-dispatch,2004,7,23,20040723,0,0,1
same-sex_marriage1.0-7415,0,1,new york times,2012,4,26,20120426,0,1,0
same-sex_marriage1.0-2174,0,0,philadelphia inquirer,2004,7,23,20040723,1,0,0
same-sex_marriage1.0-7413,0,0,denver post,2012,4,26,20120426,1,0,0
same-sex_marriage1.0-2172,0,1,new york times,2004,7,23,20040723,0,0,1
same-sex_marriage1.0-2170,0,0,daily news,2004,7,23,20040723,0,0,1
same-sex_marriage1.0-10959,1,0,denver post,2000,2,23,20000223,0,1,0
same-sex_marriage1.0-10958,0,1,saint paul pioneer press,2000,2,24,20000224,0,1,0
same-sex_marriage1.0-6094,0,0,usa today,2009,10,9,20091009,1,0,0
same-sex_marriage1.0-6095,0,0,washington post,2009,10,9,20091009,1,0,0
same-sex_marriage1.0-6096,0,1,washington post,2009,10,9,20091009,0,1,0
same-sex_marriage1.0-6092,0,0,washington post,2009,10,11,20091011,1,0,0
same-sex_marriage1.0-6098,0,1,saint paul pioneer press,2009,10,8,20091008,1,0,0
same-sex_marriage1.0-6099,0,0,washington post,2009,10,8,20091008,1,0,0
same-sex_marriage1.0-329,0,1,new york times,2003,11,21,20031121,0,0,1
same-sex_marriage1.0-328,0,0,new york times,2003,11,21,20031121,1,0,0
same-sex_marriage1.0-321,0,0,saint paul pioneer press,2003,11,22,20031122,0,0,1
same-sex_marriage1.0-320,0,1,washington post,2003,11,23,20031123,1,0,0
same-sex_marriage1.0-323,0,1,atlanta journal and constitution,2003,11,21,20031121,1,0,0
same-sex_marriage1.0-322,0,1,san jose mercury news,2003,11,22,20031122,0,1,0
same-sex_marriage1.0-325,0,0,denver post,2003,11,21,20031121,0,1,0
same-sex_marriage1.0-324,1,0,denver post,2003,11,21,20031121,1,0,0
same-sex_marriage1.0-327,0,0,new york times,2003,11,21,20031121,0,0,1
same-sex_marriage1.0-326,0,0,denver post,2003,11,21,20031121,0,1,0
same-sex_marriage1.0-11008,0,0,atlanta journal and constitution,1999,12,28,19991228,1,0,0
same-sex_marriage1.0-11009,0,0,washington post,1999,12,28,19991228,1,0,0
same-sex_marriage1.0-11004,0,0,san jose mercury news,2000,1,1,20000101,1,0,0
same-sex_marriage1.0-11005,0,0,washington post,2000,1,1,20000101,1,0,0
same-sex_marriage1.0-11006,0,0,san jose mercury news,1999,12,30,19991230,1,0,0
same-sex_marriage1.0-11007,0,1,san jose mercury news,1999,12,30,19991230,0,0,1
same-sex_marriage1.0-11000,0,1,atlanta journal and constitution,2000,1,10,20000110,1,0,0
same-sex_marriage1.0-11002,0,0,san jose mercury news,2000,1,5,20000105,0,1,0
same-sex_marriage1.0-11003,0,0,atlanta journal and constitution,2000,1,4,20000104,0,0,1
same-sex_marriage1.0-1150,0,0,new york times,2004,1,22,20040122,0,0,1
same-sex_marriage1.0-1151,0,0,san jose mercury news,2004,1,22,20040122,0,0,1
same-sex_marriage1.0-1152,0,0,new york times,2004,1,21,20040121,1,0,0
same-sex_marriage1.0-1153,0,0,new york times,2004,1,21,20040121,0,0,1
same-sex_marriage1.0-1154,0,1,st. louis post-dispatch,2004,1,21,20040121,0,0,1
same-sex_marriage1.0-1155,0,0,st. louis post-dispatch,2004,1,21,20040121,0,0,1
same-sex_marriage1.0-1156,0,0,washington post,2004,1,20,20040120,0,0,1
same-sex_marriage1.0-1157,0,1,st. louis post-dispatch,2004,1,17,20040117,0,0,1
same-sex_marriage1.0-1158,0,1,new york times,2004,1,15,20040115,0,0,1
same-sex_marriage1.0-1159,0,0,saint paul pioneer press,2004,1,14,20040114,1,0,0
same-sex_marriage1.0-9705,0,0,new york times,1995,3,3,19950303,0,0,1
same-sex_marriage1.0-9704,0,1,new york times,1995,3,15,19950315,0,0,1
same-sex_marriage1.0-9707,0,1,denver post,1995,2,12,19950212,0,0,1
same-sex_marriage1.0-9706,0,0,denver post,1995,3,1,19950301,1,0,0
same-sex_marriage1.0-9700,0,1,atlanta journal and constitution,1995,3,20,19950320,1,0,0
same-sex_marriage1.0-9703,0,0,atlanta journal and constitution,1995,3,15,19950315,0,1,0
same-sex_marriage1.0-9702,1,0,atlanta journal and constitution,1995,3,16,19950316,0,0,1
same-sex_marriage1.0-9708,0,0,new york times,1995,2,10,19950210,1,0,0
same-sex_marriage1.0-2195,0,1,washington post,2004,7,18,20040718,1,0,0
same-sex_marriage1.0-2197,0,1,washington post,2004,7,18,20040718,0,1,0
same-sex_marriage1.0-2190,0,0,washington post,2004,7,19,20040719,1,0,0
same-sex_marriage1.0-2192,0,0,denver post,2004,7,18,20040718,0,0,1
same-sex_marriage1.0-4255,0,1,st. petersburg times,2006,7,23,20060723,1,0,0
same-sex_marriage1.0-4256,0,1,new york times,2006,7,22,20060722,0,1,0
same-sex_marriage1.0-4257,0,0,san jose mercury news,2006,7,22,20060722,1,0,0
same-sex_marriage1.0-4250,0,0,usa today,2006,7,27,20060727,0,0,1
same-sex_marriage1.0-4252,0,1,palm beach post,2006,7,25,20060725,1,0,0
same-sex_marriage1.0-4253,0,0,washington post,2006,7,24,20060724,0,1,0
same-sex_marriage1.0-4258,0,0,saint paul pioneer press,2006,7,22,20060722,0,1,0
same-sex_marriage1.0-4259,0,0,denver post,2006,7,19,20060719,1,0,0
same-sex_marriage1.0-10515,0,0,san jose mercury news,1997,11,20,19971120,0,1,0
same-sex_marriage1.0-10517,0,0,new york times,1997,11,16,19971116,1,0,0
same-sex_marriage1.0-10516,0,0,atlanta journal and constitution,1997,11,17,19971117,0,0,1
same-sex_marriage1.0-10511,0,1,philadelphia inquirer,1997,11,21,19971121,1,0,0
same-sex_marriage1.0-10510,0,0,san jose mercury news,1997,11,22,19971122,1,0,0
same-sex_marriage1.0-10512,0,0,san jose mercury news,1997,11,21,19971121,1,0,0
same-sex_marriage1.0-10519,0,0,atlanta journal and constitution,1997,11,14,19971114,1,0,0
same-sex_marriage1.0-10518,0,0,new york times,1997,11,15,19971115,1,0,0
same-sex_marriage1.0-5701,0,0,san jose mercury news,2009,5,27,20090527,0,1,0
same-sex_marriage1.0-5700,0,0,new york times,2009,5,27,20090527,0,1,0
same-sex_marriage1.0-5703,0,0,st. louis post-dispatch,2009,5,27,20090527,0,1,0
same-sex_marriage1.0-5702,0,0,san jose mercury news,2009,5,27,20090527,0,1,0
same-sex_marriage1.0-5705,0,0,washington post,2009,5,27,20090527,0,0,1
same-sex_marriage1.0-5704,0,0,washington post,2009,5,27,20090527,1,0,0
same-sex_marriage1.0-5707,0,0,daily news,2009,5,26,20090526,0,1,0
same-sex_marriage1.0-5706,0,0,washington post,2009,5,27,20090527,0,0,1
same-sex_marriage1.0-5709,0,1,san jose mercury news,2009,5,26,20090526,0,1,0
same-sex_marriage1.0-5708,0,1,new york times,2009,5,26,20090526,0,1,0
same-sex_marriage1.0-5253,0,1,palm beach post,2008,4,18,20080418,0,0,1
same-sex_marriage1.0-5251,0,0,washington post,2008,4,20,20080420,0,0,1
same-sex_marriage1.0-9952,0,0,san jose mercury news,1996,12,3,19961203,0,1,0
same-sex_marriage1.0-9953,0,0,san jose mercury news,1996,11,20,19961120,0,1,0
same-sex_marriage1.0-9954,0,0,washington post,1996,11,16,19961116,0,1,0
same-sex_marriage1.0-9956,0,1,san jose mercury news,1996,11,9,19961109,1,0,0
same-sex_marriage1.0-9957,0,0,st. louis post-dispatch,1996,11,7,19961107,1,0,0
same-sex_marriage1.0-9958,0,0,new york times,1996,11,6,19961106,1,0,0
same-sex_marriage1.0-9959,0,0,denver post,1996,11,5,19961105,1,0,0
same-sex_marriage1.0-10986,0,0,new york times,2000,2,2,20000202,1,0,0
same-sex_marriage1.0-8027,0,1,philadelphia inquirer,2012,1,22,20120122,1,0,0
same-sex_marriage1.0-3706,0,1,st. petersburg times,2008,11,21,20081121,0,0,1
same-sex_marriage1.0-3703,0,1,new york times,2008,11,21,20081121,0,1,0
same-sex_marriage1.0-3702,0,1,new york times,2008,11,22,20081122,1,0,0
same-sex_marriage1.0-3701,0,0,new york times,2008,11,22,20081122,1,0,0
same-sex_marriage1.0-3708,0,1,usa today,2008,11,21,20081121,0,0,1
same-sex_marriage1.0-872,0,0,san jose mercury news,2004,2,24,20040224,1,0,0
same-sex_marriage1.0-1645,0,0,new york times,2004,6,13,20040613,0,0,1
same-sex_marriage1.0-7626,0,1,new york times,2012,2,8,20120208,1,0,0
same-sex_marriage1.0-7627,0,0,new york times,2012,2,8,20120208,1,0,0
same-sex_marriage1.0-3969,1,0,philadelphia inquirer,2006,12,21,20061221,1,0,0
same-sex_marriage1.0-3968,0,1,new york times,2006,12,21,20061221,1,0,0
same-sex_marriage1.0-3962,0,0,st. louis post-dispatch,2006,12,27,20061227,1,0,0
same-sex_marriage1.0-3961,0,0,washington post,2006,12,28,20061228,1,0,0
same-sex_marriage1.0-3965,0,1,philadelphia inquirer,2006,12,22,20061222,1,0,0
same-sex_marriage1.0-9571,0,0,st. louis post-dispatch,1990,5,3,19900503,0,0,1
same-sex_marriage1.0-9302,0,1,washington post,2012,10,13,20121013,1,0,0
same-sex_marriage1.0-88,0,0,palm beach post,2002,2,8,20020208,1,0,0
same-sex_marriage1.0-87,0,1,new york times,2002,2,12,20020212,0,1,0
same-sex_marriage1.0-86,0,1,saint paul pioneer press,2002,2,14,20020214,0,0,1
same-sex_marriage1.0-85,0,0,san jose mercury news,2002,2,15,20020215,1,0,0
same-sex_marriage1.0-84,0,1,san jose mercury news,2002,3,7,20020307,1,0,0
same-sex_marriage1.0-82,0,0,new york times,2002,3,16,20020316,1,0,0
same-sex_marriage1.0-80,0,1,saint paul pioneer press,2002,3,20,20020320,1,0,0
same-sex_marriage1.0-3380,0,0,philadelphia inquirer,2006,1,21,20060121,1,0,0
same-sex_marriage1.0-1709,0,1,new york times,2004,5,23,20040523,0,1,0
same-sex_marriage1.0-1708,0,0,daily news,2004,5,23,20040523,1,0,0
same-sex_marriage1.0-1705,0,1,st. louis post-dispatch,2004,5,24,20040524,0,0,1
same-sex_marriage1.0-1704,0,1,san jose mercury news,2004,5,24,20040524,1,0,0
same-sex_marriage1.0-1707,0,0,atlanta journal and constitution,2004,5,23,20040523,1,0,0
same-sex_marriage1.0-1706,0,0,st. louis post-dispatch,2004,5,24,20040524,1,0,0
same-sex_marriage1.0-1701,0,1,st. louis post-dispatch,2004,5,25,20040525,0,1,0
same-sex_marriage1.0-1700,0,0,washington post,2004,5,26,20040526,0,0,1
same-sex_marriage1.0-1703,0,0,daily news,2004,5,24,20040524,1,0,0
same-sex_marriage1.0-1702,0,1,washington post,2004,5,25,20040525,1,0,0
same-sex_marriage1.0-8620,0,0,new york times,2012,8,7,20120807,0,0,1
same-sex_marriage1.0-2618,0,1,denver post,2005,11,17,20051117,0,0,1
same-sex_marriage1.0-8622,0,0,washington post,2012,8,7,20120807,1,0,0
same-sex_marriage1.0-8625,0,0,herald-sun,2012,8,4,20120804,0,0,1
same-sex_marriage1.0-8624,0,1,atlanta journal and constitution,2012,8,4,20120804,0,1,0
same-sex_marriage1.0-8626,1,0,new york times,2012,8,4,20120804,0,1,0
same-sex_marriage1.0-2612,0,0,washington post,2005,11,26,20051126,1,0,0
same-sex_marriage1.0-2613,0,0,st. louis post-dispatch,2005,11,25,20051125,0,1,0
same-sex_marriage1.0-2610,0,0,saint paul pioneer press,2005,11,27,20051127,0,1,0
same-sex_marriage1.0-2617,0,0,saint paul pioneer press,2005,11,23,20051123,1,0,0
same-sex_marriage1.0-2614,0,0,new york times,2005,11,24,20051124,1,0,0
same-sex_marriage1.0-10740,0,0,saint paul pioneer press,2000,9,22,20000922,1,0,0
same-sex_marriage1.0-10742,0,1,washington post,2000,9,17,20000917,0,1,0
same-sex_marriage1.0-10743,0,1,new york times,2000,9,14,20000914,0,1,0
same-sex_marriage1.0-10747,0,0,san jose mercury news,2000,9,12,20000912,1,0,0
same-sex_marriage1.0-10748,0,1,new york times,2000,9,10,20000910,1,0,0
same-sex_marriage1.0-10749,0,1,saint paul pioneer press,2000,9,7,20000907,1,0,0
same-sex_marriage1.0-6281,0,1,new york times,2010,8,20,20100820,1,0,0
same-sex_marriage1.0-6280,0,0,new york times,2010,8,22,20100822,1,0,0
same-sex_marriage1.0-6283,0,0,daily news,2010,8,17,20100817,0,0,1
same-sex_marriage1.0-6285,0,0,san jose mercury news,2010,8,17,20100817,0,1,0
same-sex_marriage1.0-6284,0,0,new york times,2010,8,17,20100817,0,0,1
same-sex_marriage1.0-6287,0,0,washington post,2010,8,17,20100817,0,0,1
same-sex_marriage1.0-6289,0,1,new york times,2010,8,16,20100816,0,1,0
same-sex_marriage1.0-1836,0,0,st. louis post-dispatch,2004,5,11,20040511,0,0,1
same-sex_marriage1.0-1835,0,0,st. louis post-dispatch,2004,5,11,20040511,1,0,0
same-sex_marriage1.0-1833,0,1,san jose mercury news,2004,5,11,20040511,1,0,0
same-sex_marriage1.0-1832,0,1,philadelphia inquirer,2004,5,11,20040511,0,0,1
same-sex_marriage1.0-1831,0,0,palm beach post,2004,5,11,20040511,1,0,0
same-sex_marriage1.0-1830,1,0,new york times,2004,5,11,20040511,1,0,0
same-sex_marriage1.0-1407,0,0,saint paul pioneer press,2004,3,10,20040310,0,0,1
same-sex_marriage1.0-5068,0,1,st. louis post-dispatch,2008,6,22,20080622,0,1,0
same-sex_marriage1.0-5065,0,1,denver post,2008,6,22,20080622,1,0,0
same-sex_marriage1.0-5066,0,1,new york times,2008,6,22,20080622,1,0,0
same-sex_marriage1.0-1405,0,1,new york times,2004,3,10,20040310,0,0,1
same-sex_marriage1.0-10600,0,0,saint paul pioneer press,1997,5,9,19970509,0,0,1
same-sex_marriage1.0-175,0,1,denver post,2001,5,8,20010508,0,1,0
same-sex_marriage1.0-177,1,0,saint paul pioneer press,2001,5,4,20010504,0,0,1
same-sex_marriage1.0-170,0,0,new york times,2001,5,20,20010520,1,0,0
same-sex_marriage1.0-172,0,1,atlanta journal and constitution,2001,5,11,20010511,1,0,0
same-sex_marriage1.0-178,0,1,saint paul pioneer press,2001,5,2,20010502,1,0,0
same-sex_marriage1.0-179,0,1,saint paul pioneer press,2001,5,1,20010501,0,1,0
same-sex_marriage1.0-5396,0,1,denver post,2008,11,13,20081113,0,0,1
same-sex_marriage1.0-5394,0,1,usa today,2008,11,14,20081114,1,0,0
same-sex_marriage1.0-5395,0,1,daily news,2008,11,13,20081113,1,0,0
same-sex_marriage1.0-5390,0,1,san jose mercury news,2008,11,15,20081115,1,0,0
same-sex_marriage1.0-1428,0,0,philadelphia inquirer,2004,3,9,20040309,0,1,0
same-sex_marriage1.0-1429,0,0,san jose mercury news,2004,3,9,20040309,1,0,0
same-sex_marriage1.0-1403,0,0,new york times,2004,3,10,20040310,1,0,0
same-sex_marriage1.0-1424,0,0,new york times,2004,3,9,20040309,1,0,0
same-sex_marriage1.0-1425,0,1,new york times,2004,3,9,20040309,1,0,0
same-sex_marriage1.0-1426,0,1,palm beach post,2004,3,9,20040309,1,0,0
same-sex_marriage1.0-6347,0,1,washington post,2010,8,6,20100806,1,0,0
same-sex_marriage1.0-6340,0,0,new york times,2010,8,6,20100806,1,0,0
same-sex_marriage1.0-6341,0,0,philadelphia inquirer,2010,8,6,20100806,1,0,0
same-sex_marriage1.0-1422,0,0,new york times,2004,3,9,20040309,1,0,0
same-sex_marriage1.0-6343,0,1,st. louis post-dispatch,2010,8,6,20100806,1,0,0
same-sex_marriage1.0-1401,0,0,daily news,2004,3,10,20040310,0,0,1
same-sex_marriage1.0-4628,0,1,washington post,2011,6,28,20110628,1,0,0
same-sex_marriage1.0-4624,0,0,st. petersburg times,2011,6,28,20110628,1,0,0
same-sex_marriage1.0-4621,0,0,new york times,2011,6,28,20110628,1,0,0
same-sex_marriage1.0-4622,0,1,new york times,2011,6,28,20110628,1,0,0
same-sex_marriage1.0-5938,0,0,philadelphia inquirer,2009,12,20,20091220,1,0,0
same-sex_marriage1.0-5939,0,1,washington post,2009,12,20,20091220,1,0,0
same-sex_marriage1.0-5932,0,0,palm beach post,2009,12,26,20091226,0,0,1
same-sex_marriage1.0-5933,0,0,washington post,2009,12,26,20091226,0,1,0
same-sex_marriage1.0-5934,0,0,atlanta journal and constitution,2009,12,25,20091225,1,0,0
same-sex_marriage1.0-1565,0,1,new york times,2004,3,2,20040302,1,0,0
same-sex_marriage1.0-3399,0,1,new york times,2008,6,29,20080629,1,0,0
same-sex_marriage1.0-3394,0,0,palm beach post,2006,1,5,20060105,0,1,0
same-sex_marriage1.0-3396,0,1,washington post,2006,1,2,20060102,1,0,0
same-sex_marriage1.0-3390,0,0,washington post,2006,1,14,20060114,0,0,1
same-sex_marriage1.0-3391,0,1,st. petersburg times,2006,1,12,20060112,0,0,1
same-sex_marriage1.0-3392,0,1,palm beach post,2006,1,11,20060111,1,0,0
same-sex_marriage1.0-6865,0,0,new york times,2011,5,16,20110516,1,0,0
same-sex_marriage1.0-6917,0,1,atlanta journal and constitution,2011,4,27,20110427,0,1,0
same-sex_marriage1.0-1567,0,0,saint paul pioneer press,2004,3,2,20040302,0,0,1
same-sex_marriage1.0-2371,0,0,san jose mercury news,2004,11,30,20041130,1,0,0
same-sex_marriage1.0-2375,0,1,new york times,2004,11,26,20041126,0,0,1
same-sex_marriage1.0-2377,0,1,washington post,2004,11,22,20041122,1,0,0
same-sex_marriage1.0-2376,0,0,san jose mercury news,2004,11,22,20041122,1,0,0
same-sex_marriage1.0-2378,0,1,atlanta journal and constitution,2004,11,21,20041121,1,0,0
same-sex_marriage1.0-3570,0,1,san jose mercury news,2008,5,15,20080515,1,0,0
same-sex_marriage1.0-3573,0,1,saint paul pioneer press,2008,5,15,20080515,1,0,0
same-sex_marriage1.0-3574,0,0,saint paul pioneer press,2008,5,15,20080515,1,0,0
same-sex_marriage1.0-3576,0,1,san jose mercury news,2008,5,14,20080514,0,0,1
same-sex_marriage1.0-6704,0,1,washington post,2011,6,26,20110626,1,0,0
same-sex_marriage1.0-6705,0,0,washington post,2011,6,26,20110626,1,0,0
same-sex_marriage1.0-6870,0,1,daily news,2011,5,14,20110514,0,0,1
same-sex_marriage1.0-6876,0,1,daily news,2011,5,11,20110511,1,0,0
same-sex_marriage1.0-6877,0,1,daily news,2011,5,11,20110511,1,0,0
same-sex_marriage1.0-1408,0,1,san jose mercury news,2004,3,10,20040310,1,0,0
same-sex_marriage1.0-6878,0,1,new york times,2011,5,11,20110511,1,0,0
same-sex_marriage1.0-1561,0,1,atlanta journal and constitution,2004,3,2,20040302,0,1,0
same-sex_marriage1.0-2115,0,1,st. louis post-dispatch,2004,8,8,20040808,0,0,1
same-sex_marriage1.0-7477,1,0,washington post,2012,3,16,20120316,0,1,0
