,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14
same-sex_marriage1.0-5251,0,0,0,washington post,2008,4,20,20080420,0.750784777,0.131120548,0.118094674,0.00579375,0.005223045,0.002911424,0.166710794,0.590996833,0.079199419,0.001683605,0.000743577,0.000462119,0.104091796,0.021881833,0.003988416,0.00156846,0.014744929,0,0.0473097,0.010154803,0.036611526,0.53858996,0.985899044,0.479745963,0.018938535,0.000262622,0.052220505,0.544146436,0.107219575,0.174157123,0.293101278,0.052301974,0.151616392
same-sex_marriage1.0-5253,0,0,1,palm beach post,2008,4,18,20080418,0.695899575,0.112874623,0.191225802,0.011698841,0.000980167,0.723748351,0.02321027,0.084503202,0.013526912,0.001237623,0.000730886,0.002446386,0.094628418,0.000141111,0.032093283,0.006530524,0.004524026,0,0.060642415,0.009690245,0.780661699,0.204828119,0.831041875,0.488189308,0.013342006,0.001214244,0.071720718,0.330140686,0.141353243,0.531003843,0.582632168,0.023021816,0.083141921
same-sex_marriage1.0-5255,1,0,0,philadelphia inquirer,2008,4,15,20080415,0.382599959,0.197001581,0.42039846,0.004776928,0.000674634,0.001870946,0.001908962,0.001680704,0.011794797,0.027776122,0.001386176,0.003431693,0.117321338,0.003504288,0.002749608,0.817161696,0.003962107,0,0.41427769,0.010894946,0.162301937,0.116768626,0.252699964,0.509626822,0.03080547,0.001689721,0.042596944,0.209406779,0.346817175,0.285273204,0.976018746,0.014310537,0.168296234
same-sex_marriage1.0-526,0,0,1,daily news,2003,8,1,20030801,0.407520383,0.188266566,0.404213051,0.014277267,0.000906739,0.617685072,0.039799942,0.011937308,0.011085141,0.0028507,0.000943779,0.003713501,0.030567889,0.023142639,0.128504667,0.110355234,0.004230123,0,0.040123816,0.012621396,0.85426162,0.270098628,0.39095931,0.33568289,0.026975855,0.001353903,0.031798049,0.332791507,0.223996478,0.227163846,0.302307575,0.032971341,0.198142182
same-sex_marriage1.0-5262,0,0,1,st. petersburg times,2008,4,5,20080405,0.603758312,0.125261775,0.270979913,0.00103362,0.000841347,0.791235785,0.023285347,0.109127567,0.001946344,0.008361792,0.000608623,0.001677668,0.024550566,0.020838221,0.001398548,0.003265341,0.011829228,0,0.024971577,0.014957736,0.90079025,0.171169583,0.849533645,0.523905707,0.337138007,0.000555399,0.012328593,0.090860306,0.060452443,0.250806196,0.020357198,0.049609213,0.145658687
same-sex_marriage1.0-5268,1,0,0,st. petersburg times,2008,3,29,20080329,0.198015878,0.315366782,0.48661734,0.005393097,0.000969052,0.007510079,0.001381007,0.02822905,0.003576929,0.002422113,0.000504348,0.000233038,0.000554553,0.096141506,0.051595565,0.800263948,0.001225715,0,0.083797248,0.010775371,0.757102694,0.165929658,0.217158334,0.484549805,0.042140202,6.07E-05,0.005867915,0.07852585,0.224653449,0.698421316,0.983827257,0.015860686,0.109346135
same-sex_marriage1.0-5269,0,0,0,st. louis post-dispatch,2008,3,28,20080328,0.639287275,0.202859654,0.157853071,0.012175549,0.001155475,0.002362066,0.002268713,0.001294371,0.042702793,0.002774813,0.000530611,0.001683264,0.002246999,0.03563783,0.375170848,0.517602658,0.00239401,0,0.079789308,0.006652281,0.037019288,0.238491824,0.078613864,0.530610327,0.035864664,0.000214088,0.008264411,0.159067302,0.114641288,0.510291815,0.973306511,0.023880951,0.065432061
same-sex_marriage1.0-527,0,0,0,denver post,2003,8,1,20030801,0.164069275,0.263568651,0.572362074,0.000767096,0.000637517,0.081703252,0.000594436,0.014010557,0.183713368,0.004114611,0.000625163,0.000282158,0.000325585,0.022309847,0.007454321,0.680618156,0.002843934,0,0.01577348,0.007283352,0.974154952,0.164595928,0.40223643,0.400339547,0.019737866,0.000261374,0.045873312,0.167464135,0.158644573,0.327545642,0.977321362,0.326002402,0.07764297
same-sex_marriage1.0-5271,0,0,0,daily news,2008,3,20,20080320,0.680154491,0.206770789,0.11307472,0.007287348,0.002166381,0.06889856,0.128227735,0.034993135,0.004336281,0.024393271,0.000965119,0.013391596,0.010390485,0.675000361,0.003857565,0.024105563,0.0019866,0,0.044923472,0.015931158,0.367089979,0.344949086,0.549915667,0.396855316,0.056111488,0.00139368,0.040884802,0.279604602,0.293683234,0.13555763,0.498391278,0.020472664,0.096650037
same-sex_marriage1.0-5273,0,0,1,philadelphia inquirer,2008,3,19,20080319,0.352778476,0.18770011,0.459521414,0.000604569,0.000855511,0.004597026,0.008458491,0.067677631,0.703881303,0.001562067,0.000723051,0.001823025,0.011545478,0.001207692,0.014563979,0.179354193,0.003145984,0,0.037850543,0.007114793,0.483307556,0.339750423,0.980824971,0.564912052,0.006437017,0.000690555,0.014145142,0.136596226,0.109065536,0.637148108,0.909537994,0.034338368,0.106603254
same-sex_marriage1.0-5274,0,0,1,philadelphia inquirer,2008,3,18,20080318,0.588701249,0.142937189,0.268361562,0.003710199,0.003310426,0.000329977,0.014080129,0.000506954,0.016627915,0.002966221,0.000533953,0.000851801,0.006051963,0.110470118,0.009190728,0.830632173,0.000737443,0,0.067607139,0.00980074,0.18275787,0.392552618,0.587183708,0.474448813,0.011106647,0.00073294,0.00608973,0.192395648,0.235218562,0.347531247,0.990757476,0.068153438,0.137428014
same-sex_marriage1.0-5278,0,0,1,washington post,2008,3,15,20080315,0.45496297,0.124290811,0.420746219,0.002110037,0.00061892,0.002761059,0.001744248,0.017566092,0.178862434,0.000760506,0.000507458,0.000464149,0.063201462,0.000711436,0.026443341,0.703282356,0.000966502,0,0.018254266,0.004810093,0.33041122,0.333324631,0.880197228,0.484549805,0.009283627,0.000149189,0.061040169,0.447050747,0.25731173,0.592599891,0.99093989,0.078094644,0.203926073
same-sex_marriage1.0-528,0,0,1,herald-sun,2003,8,1,20030801,0.394385008,0.186222686,0.419392307,0.01719161,0.001625708,0.003111577,0.002899996,0.029991568,0.001979484,0.002939837,0.000820831,0.000845617,0.001698771,0.022993435,0.695076687,0.218181761,0.000643119,0,0.039844948,0.007592328,0.202632271,0.05393805,0.88202494,0.275149975,0.011785221,7.65E-05,0.012068367,0.138371582,0.137040697,0.621400474,0.953571253,0.045099809,0.067046678
same-sex_marriage1.0-5280,0,0,1,san jose mercury news,2008,3,7,20080307,0.416862486,0.327969521,0.255167993,0.00156308,0.000772815,0.000756543,0.011866676,0.928300232,0.005397554,0.002434409,0.000576269,0.000168435,0.002726823,0.003406386,0.029427591,0.009326053,0.003277133,0,0.029704346,0.012480413,0.091646609,0.131504686,0.98722813,0.481265046,0.017186267,3.47E-05,0.02425627,0.166010441,0.263906461,0.896737574,0.756622351,0.088309684,0.161986265
same-sex_marriage1.0-5281,0,0,1,new york times,2008,3,6,20080306,0.717869983,0.135778026,0.146351991,0.001744659,0.000761174,0.000832249,0.001869983,0.799501315,0.004017559,0.005759492,0.000567589,0.001691683,0.098199169,0.043588474,0.018948364,0.013904498,0.008613793,0,0.121358729,0.015961874,0.215056667,0.156753725,0.9919184,0.532011024,0.043972111,0.001240943,0.02377293,0.425343121,0.328671956,0.574582189,0.533349766,0.130017121,0.099586267
same-sex_marriage1.0-5284,0,0,0,new york times,2008,3,5,20080305,0.749799894,0.139049415,0.11115069,0.000751878,0.0006998,0.002414698,0.006560784,0.844993133,0.004828451,0.00143511,0.000521823,0.005245987,0.030970407,0.002903212,0.018584575,0.079231596,0.000858547,0,0.059291785,0.009784549,0.346172152,0.318835019,0.990712649,0.462489938,0.004867839,9.55E-05,0.019099402,0.345340113,0.188484172,0.319702566,0.36079626,0.018650035,0.22947272
same-sex_marriage1.0-5285,0,0,1,san jose mercury news,2008,3,5,20080305,0.397093231,0.395849743,0.207057027,0.001750713,0.00129427,0.032190674,0.000892784,0.92130646,0.001585178,0.016726213,0.000576595,0.000520123,0.00803046,0.00386628,0.008586652,0.001220474,0.001453124,0,0.047276599,0.014419345,0.121165749,0.160276127,0.983767447,0.479601486,0.020070124,1.17E-05,0.013320784,0.169327698,0.129921277,0.656857714,0.529166678,0.043688061,0.075567407
same-sex_marriage1.0-5286,0,0,1,san jose mercury news,2008,3,4,20080304,0.472654278,0.350974692,0.17637103,0.006126587,0.000671851,0.00431403,0.073383783,0.81062079,0.012626177,0.001521581,0.000658832,0.000366674,0.000623262,0.031801538,0.054432938,0.000130721,0.002721237,0,0.043925745,0.009858076,0.235102241,0.801790361,0.991903314,0.482340346,0.018672229,2.54E-05,0.016561485,0.220836191,0.238578021,0.182148788,0.108005487,0.01723119,0.113566826
same-sex_marriage1.0-529,1,0,0,new york times,2003,8,1,20030801,0.639534134,0.113801428,0.246664439,0.001457876,0.000776547,0.479714998,0.009810418,0.003333344,0.03490883,0.004613422,0.000837308,0.004540734,0.004914712,0.002612884,0.022188652,0.428273742,0.002016532,0,0.012544801,0.008632143,0.955464,0.810794413,0.36943827,0.333459351,0.01982819,0.000463202,0.012290734,0.484267157,0.174077457,0.485868997,0.785296978,0.023102716,0.096066477
same-sex_marriage1.0-5290,0,0,0,san jose mercury news,2008,3,2,20080302,0.309932607,0.392974121,0.297093271,0.003636077,0.000876366,0.000967999,0.004411372,0.917336819,0.009133304,0.001708352,0.000653484,0.000570545,0.003791158,0.018410565,0.00043402,0.029419206,0.008650734,0,0.107521214,0.016727845,0.062681447,0.072361173,0.996759686,0.456742261,0.003227432,6.91E-06,0.005532952,0.158965181,0.086650816,0.341807094,0.933592585,0.065163917,0.100113531
same-sex_marriage1.0-5292,0,0,1,philadelphia inquirer,2008,2,28,20080228,0.750052527,0.14023792,0.109709553,0.003711277,0.000860471,0.002791248,0.445453454,0.462626704,0.013012449,0.000606986,0.000641632,0.009087461,0.021539325,0.010255085,0.025246369,0.001464717,0.002702821,0,0.620041169,0.008882538,0.013808262,0.948080921,0.927501532,0.51238376,0.007966203,5.15E-06,0.292389224,0.595712688,0.154012545,0.616655729,0.060890743,0.0739399,0.119818991
same-sex_marriage1.0-5295,1,0,0,st. petersburg times,2008,2,22,20080222,0.672075025,0.136684069,0.191240905,0.051181149,0.000641254,0.478740045,0.001968458,0.049639997,0.008907995,0.013604536,0.00052577,0.005985473,0.016922162,0.336776365,0.02422225,0.006676136,0.004208408,0,0.664474161,0.01401011,0.166585763,0.145262728,0.183711273,0.523375347,0.019110873,0.00033897,0.039267545,0.189569749,0.201869601,0.26084214,0.162531274,0.017675915,0.265321081
same-sex_marriage1.0-5297,0,0,0,philadelphia inquirer,2008,2,18,20080218,0.676064368,0.172968532,0.150967101,0.012218839,0.001903945,0.018517059,0.431873698,0.329732056,0.018525551,0.002460456,0.001419725,0.001452387,0.036441088,0.011641017,0.039360919,0.090683852,0.003769409,0,0.043767767,0.007964627,0.058442916,0.981884178,0.629076182,0.479241559,0.156914153,0.000110752,0.011018556,0.519078321,0.053177331,0.593074987,0.086447601,0.079033566,0.129113878
same-sex_marriage1.0-5298,0,0,1,washington post,2008,2,15,20080215,0.456650839,0.345122188,0.198226973,0.002069602,0.002633592,0.124380741,0.498414417,0.080741253,0.049203575,0.00814879,0.002225829,0.003390396,0.013868644,0.032365272,0.016752731,0.163049084,0.002756073,0,0.017726882,0.007316551,0.87640395,0.710601084,0.815715135,0.441923415,0.020015391,0.000646759,0.003855323,0.19458976,0.209060263,0.525623409,0.979976141,0.026494683,0.124134233
same-sex_marriage1.0-5299,0,0,1,new york times,2008,2,14,20080214,0.391540502,0.21082369,0.397635808,0.000844283,0.000690778,0.002099772,0.020777039,0.918453075,0.000469692,0.003681113,0.000566375,0.000746315,0.04059231,0.001585607,0.008152292,0.000138466,0.001202885,0,0.025387476,0.010638968,0.229589422,0.685828641,0.994805562,0.334822189,0.06919649,1.58E-05,0.040711284,0.323109245,0.12730753,0.715127771,0.032588181,0.070477391,0.056557701
same-sex_marriage1.0-53,0,0,1,denver post,2002,7,1,20020701,0.719747039,0.123038701,0.15721426,0.05418049,0.001183652,0.059262758,0.548507164,0.011874235,0.014262871,0.00273371,0.001640171,0.036825343,0.190017955,0.020996043,0.045950259,0.011755086,0.000810263,0,0.830604283,0.014615756,0.28856357,0.911959522,0.271438743,0.337375258,0.003402698,0.000177952,0.793192565,0.814285567,0.067120471,0.284674509,0.722860575,0.037337765,0.135487669
same-sex_marriage1.0-530,0,0,1,new york times,2003,8,1,20030801,0.423382702,0.164451072,0.412166226,0.041771695,0.000897048,0.016071116,0.026692838,0.019681599,0.001414707,0.009938575,0.000648917,0.004715206,0.074260821,0.023999939,0.009645517,0.765402431,0.004859591,0,0.031603029,0.01020726,0.372352496,0.425233421,0.267171938,0.304601108,0.028389951,0.001442188,0.015797842,0.137754802,0.152648486,0.198308863,0.839305901,0.038150253,0.327214313
same-sex_marriage1.0-5300,0,0,1,denver post,2008,2,12,20080212,0.466551978,0.169548335,0.363899687,0.000420209,0.00067405,0.023891712,0.001473541,0.928422298,0.002094823,0.021327981,0.000569686,0.001515897,0.000859337,0.004031028,0.009481819,0.00064023,0.00459739,0,0.042914302,0.009740509,0.246754509,0.235696722,0.997952635,0.437138188,0.149321542,0.000267596,0.01201539,0.214329319,0.022833846,0.520135154,0.295261956,0.034416387,0.105975857
same-sex_marriage1.0-5301,0,0,0,palm beach post,2008,2,12,20080212,0.758927379,0.1604555,0.080617121,0.01252428,0.002449711,0.039367299,0.319067445,0.040839334,0.08325551,0.002275204,0.000894784,0.181724152,0.268244354,0.007873937,0.039038912,0.001765922,0.000679156,0,0.101957172,0.011644696,0.26436064,0.567675529,0.526517627,0.322247316,0.007061218,0.000761575,0.705247135,0.668178905,0.401642286,0.287141735,0.273384394,0.018054861,0.299107901
same-sex_marriage1.0-5306,0,0,1,st. petersburg times,2008,2,5,20080205,0.257741096,0.157146556,0.585112349,0.007620485,0.000984044,0.068114036,0.007622315,0.818722604,0.01721882,0.001513512,0.000733777,0.006647007,0.005432034,0.011167363,0.011208948,0.035415759,0.007599298,0,0.285240368,0.011519382,0.120410833,0.088923431,0.873534816,0.499402366,0.008094302,0.001391923,0.013546668,0.13931497,0.106284556,0.656901827,0.57285648,0.019754241,0.159763846
same-sex_marriage1.0-5307,0,0,1,washington post,2008,2,5,20080205,0.400110742,0.207248952,0.392640306,0.002776098,0.000691534,0.612488343,0.008274022,0.001715593,0.25300243,0.000750438,0.000584463,0.000535055,0.012595973,0.000494653,0.004842608,0.097619483,0.003629307,0,0.02166161,0.006262099,0.983220637,0.374824295,0.343755998,0.46181601,0.097929949,0.004938974,0.024667046,0.360641962,0.134005909,0.623113028,0.979832271,0.051491367,0.069590573
same-sex_marriage1.0-5308,0,0,1,new york times,2008,2,2,20080202,0.564603956,0.220494201,0.214901843,0.005728848,0.000751136,0.003756282,0.005030504,0.876490223,0.012269631,0.005069224,0.000736581,0.008500461,0.068407484,0.001973713,0.001361153,0.001047172,0.008877589,0,0.047759125,0.012188569,0.07578058,0.689431887,0.9980063,0.507844645,0.007253899,0.001069208,0.429175284,0.33941209,0.061544347,0.075896628,0.169904797,0.156360859,0.112255621
same-sex_marriage1.0-5309,0,0,0,st. petersburg times,2008,2,2,20080202,0.511069251,0.170528055,0.318402693,0.020613092,0.001752707,0.012910263,0.019270999,0.189588603,0.267984285,0.002363071,0.001481333,0.00190225,0.017873181,0.007496806,0.413589569,0.0398081,0.003365739,0,0.035537387,0.010142941,0.407084281,0.088635249,0.716437089,0.416042046,0.007445519,0.000214,0.017767792,0.165871742,0.587790684,0.621141351,0.837108982,0.01703275,0.060950006
same-sex_marriage1.0-5310,0,0,1,washington post,2008,1,26,20080126,0.30012374,0.347817922,0.352058337,0.001090285,0.008636116,0.003168386,0.003472758,0.043288775,0.041165845,0.004534261,0.00069005,0.000595206,0.001958964,0.008747025,0.002413339,0.879610636,0.000628354,0,0.021706464,0.005589809,0.540283141,0.351645846,0.851402644,0.517239379,0.163503837,4.82E-05,0.00889887,0.266052261,0.074224901,0.30053701,0.910929305,0.026245413,0.161574448
same-sex_marriage1.0-5312,0,0,0,st. petersburg times,2008,1,15,20080115,0.335630856,0.189872325,0.474496819,0.051760095,0.000903645,0.013391925,0.035970023,0.040383357,0.007562168,0.019484544,0.001098894,0.003007718,0.013789975,0.006990463,0.287892463,0.513756215,0.004008517,0,0.111477359,0.013563638,0.050203306,0.046664577,0.283750971,0.601647768,0.009824673,0.000382693,0.010342931,0.119487231,0.160824471,0.52278423,0.489078514,0.037995331,0.099813756
same-sex_marriage1.0-5315,0,0,1,washington post,2008,1,10,20080110,0.462478223,0.291932532,0.245589245,0.001847961,0.001095101,0.008866018,0.019171577,0.022307526,0.015866877,0.005137015,0.000795573,0.000689741,0.007398622,0.070298026,0.065151886,0.774004376,0.0073697,0,0.027477356,0.006326776,0.24968779,0.260652007,0.875199187,0.529590576,0.11726516,1.53E-05,0.016042017,0.144150197,0.235688531,0.437415585,0.874416824,0.025706623,0.13706176
same-sex_marriage1.0-5317,0,0,0,washington post,2008,1,6,20080106,0.626070018,0.18035574,0.193574242,0.009677258,0.000862948,0.00074811,0.01233757,0.107191701,0.027302022,0.000837842,0.000959136,0.00123537,0.016880988,0.000566242,0.001050065,0.819503376,0.000847372,0,0.107208405,0.007151833,0.054546794,0.328558599,0.988691742,0.520523292,0.005447094,0.00029864,0.170876443,0.299393707,0.195983443,0.537357101,0.92330616,0.015502186,0.107070702
same-sex_marriage1.0-5319,0,1,0,washington post,2008,1,2,20080102,0.671306298,0.225184736,0.103508967,0.013740737,0.000752127,0.007312419,0.005016739,0.888158087,0.03356188,0.001419911,0.000635674,0.000977807,0.028256797,0.007673801,0.004020519,0.001115893,0.007357609,0,0.337262232,0.008560055,0.060504768,0.425161826,0.996845946,0.470389383,0.00267341,1.58E-05,0.261187758,0.921848595,0.216109068,0.222485471,0.083801343,0.069403703,0.098308904
same-sex_marriage1.0-532,0,0,0,san jose mercury news,2003,8,1,20030801,0.791021359,0.09164755,0.117331091,0.066911163,0.000570529,0.006020047,0.064597064,0.019470169,0.001480764,0.006290375,0.000425429,0.000633486,0.145584931,0.598175961,0.080386073,0.004379483,0.005074527,0,0.669892908,0.026652288,0.149476685,0.729880054,0.730550326,0.339317008,0.011569703,0.000133607,0.008451222,0.701173452,0.527684733,0.202488501,0.130132199,0.016286053,0.085463767
same-sex_marriage1.0-5322,0,1,0,new york times,2008,12,30,20081230,0.612231917,0.154159709,0.233608374,0.007670964,0.000760014,0.082104571,0.137584147,0.742357477,0.003970987,0.006495862,0.001384722,0.001373703,0.000901334,0.007858682,0.002599668,0.003141139,0.001796729,0,0.040510285,0.01022312,0.605423845,0.944558763,0.959177592,0.389677186,0.030229153,0.000353566,0.035188512,0.258912538,0.077518984,0.125616913,0.06278558,0.016123769,0.06798613
same-sex_marriage1.0-5323,0,0,1,new york times,2008,12,26,20081226,0.851862644,0.086173924,0.061963432,0.000289224,0.00184078,0.047838544,0.475086578,0.043759521,0.035547966,0.004582555,0.001171242,0.01037188,0.366555032,0.003631576,0.003927262,0.001926019,0.003471822,0,0.048535026,0.009351634,0.902263989,0.976513716,0.640426072,0.228205698,0.034102121,0.004356414,0.058994484,0.679930713,0.259386676,0.177528138,0.822427726,0.024820698,0.164433327
same-sex_marriage1.0-5324,0,0,1,atlanta journal and constitution,2008,12,24,20081224,0.652595952,0.14288237,0.204521678,0.02121358,0.001495836,0.18971,0.433779175,0.002721836,0.006295467,0.002535403,0.000876359,0.00465383,0.011001821,0.053500696,0.146838628,0.122908033,0.002469336,0,0.052572085,0.007519292,0.753389566,0.483669528,0.107208606,0.16593801,0.052887073,3.02E-05,0.007029492,0.009130559,0.446134701,0.80903985,0.903162423,0.006484685,0.11528079
